src,dest
RXRA,CPT2
RXRA,CYP7A1
RXRA,CYP8B1
RXRA,CYP27A1
RXRA,DBI
RXRA,EHHADH
RXRA,FABP4
RXRA,FABP1
RXRA,FABP3
RXRA,ACSL1
RXRA,ACSL3
RXRA,ACSL4
RXRA,ACSBG1
RXRA,ACSL6
RXRA,GK
RXRA,GK2
RXRA,ACAA1
RXRA,HMGCS1
RXRA,HMGCS2
RXRA,ACADL
RXRA,APOA1
RXRA,APOA2
RXRA,ACADM
RXRA,APOC3
RXRA,ILK
RXRA,AQP7
RXRA,SLC27A1
RXRA,LPL
RXRA,ME1
RXRA,MMP1
RXRA,PLIN5
RXRA,OLR1
RXRA,ACOX1
RXRA,PCK1
RXRA,PCK2
RXRA,ANGPTL4
RXRA,PDPK1
RXRA,ACSL5
RXRA,PLIN1
RXRA,PLTP
RXRA,RXRB
RXRA,RXRG
RXRA,SCD
RXRA,SCP2
RXRA,PLIN4
RXRA,UBC
RXRA,UCP1
RXRA,SCD5
RXRA,ACSBG2
RXRA,ACOX2
RXRA,ACOX3
RXRA,ADIPOQ
RXRA,FADS2
RXRA,CD36
RXRB,LOC100509620
RXRB,NR1H3
RXRB,SORBS1
RXRB,ME3
RXRB,SLC27A4
RXRB,LOC112267859
RXRB,APOA5
RXRB,PLIN2
RXRB,CPT1C
RXRB,CPT1A
RXRB,CPT1B
RXRB,CPT2
RXRB,CYP7A1
RXRB,CYP8B1
RXRB,CYP27A1
RXRB,DBI
RXRB,EHHADH
RXRB,FABP4
RXRB,FABP1
RXRB,FABP3
RXRB,ACSL1
RXRB,ACSL3
RXRB,ACSL4
RXRB,ACSBG1
RXRB,ACSL6
RXRB,GK
RXRB,GK2
RXRB,ACAA1
RXRB,HMGCS1
RXRB,HMGCS2
RXRB,ACADL
RXRB,APOA1
RXRB,APOA2
RXRB,ACADM
RXRB,APOC3
RXRB,ILK
RXRB,AQP7
RXRB,SLC27A1
RXRB,LPL
RXRB,ME1
RXRB,MMP1
RXRB,PLIN5
RXRB,OLR1
RXRB,ACOX1
RXRB,PCK1
RXRB,PCK2
RXRB,ANGPTL4
RXRB,PDPK1
RXRB,ACSL5
RXRB,PLIN1
RXRB,PLTP
RXRB,RXRG
RXRB,SCD
RXRB,SCP2
RXRB,PLIN4
RXRB,UBC
RXRB,UCP1
RXRB,SCD5
RXRB,ACSBG2
RXRB,ACOX2
RXRB,ACOX3
RXRB,ADIPOQ
RXRB,FADS2
RXRB,CD36
RXRG,LOC100509620
RXRG,NR1H3
RXRG,SORBS1
RXRG,ME3
RXRG,SLC27A4
RXRG,LOC112267859
RXRG,APOA5
RXRG,PLIN2
RXRG,CPT1C
RXRG,CPT1A
RXRG,CPT1B
RXRG,CPT2
RXRG,CYP7A1
RXRG,CYP8B1
RXRG,CYP27A1
RXRG,DBI
RXRG,EHHADH
RXRG,FABP4
RXRG,FABP1
RXRG,FABP3
RXRG,ACSL1
RXRG,ACSL3
RXRG,ACSL4
RXRG,ACSBG1
RXRG,ACSL6
RXRG,GK
RXRG,GK2
RXRG,ACAA1
RXRG,HMGCS1
RXRG,HMGCS2
RXRG,ACADL
RXRG,APOA1
RXRG,APOA2
RXRG,ACADM
RXRG,APOC3
RXRG,ILK
RXRG,AQP7
RXRG,SLC27A1
RXRG,LPL
RXRG,ME1
RXRG,MMP1
RXRG,PLIN5
RXRG,OLR1
RXRG,ACOX1
RXRG,PCK1
RXRG,PCK2
RXRG,ANGPTL4
RXRG,PDPK1
RXRG,ACSL5
RXRG,PLIN1
RXRG,PLTP
RXRG,SCD
RXRG,SCP2
RXRG,PLIN4
RXRG,UBC
RXRG,UCP1
RXRG,SCD5
RXRG,ACSBG2
RXRG,ACOX2
RXRG,ACOX3
RXRG,ADIPOQ
RXRG,FADS2
RXRG,CD36
C00076,RASGRP1
C00076,RASGRP2
C00076,RASGRP4
C00076,RASGRP3
C00076,RASGRF1
C00076,RASGRF2
C00165,PRKACA
C00165,PRKACB
C00165,PRKACG
C00165,PRKCA
C00165,PRKCB
C00165,PRKCG
C00338,CD14
C00575,PRKACA
C00575,PRKACB
C00575,PRKACG
C00575,RAPGEF2
CACNG3,C00076
CACNG2,C00076
CACNG5,C00076
CACNG4,C00076
CACNA2D3,C00076
CACNG8,C00076
CACNG7,C00076
CACNG6,C00076
CACNA1A,C00076
CACNA1B,C00076
CACNA1C,C00076
CACNA1D,C00076
CACNA1E,C00076
CACNA1F,C00076
CACNA1S,C00076
CACNA2D1,C00076
CACNB1,C00076
CACNB2,C00076
CACNB3,C00076
CACNB4,C00076
CACNG1,C00076
CACNA1I,C00076
CACNA1H,C00076
CACNA1G,C00076
CACNA2D2,C00076
CACNA2D4,C00076
AKT3,MAP3K5
AKT3,MAP2K4
RASGRP1,RRAS2
RASGRP1,MRAS
RASGRP1,HRAS
RASGRP1,KRAS
RASGRP1,NRAS
RASGRP1,RRAS
RASGRP2,RRAS2
RASGRP2,MRAS
RASGRP2,HRAS
RASGRP2,KRAS
RASGRP2,NRAS
RASGRP2,RRAS
TAB1,MAP3K7
GADD45G,MAP3K4
MAP4K1,MAP3K11
DUSP10,MAPK14
DUSP10,MAPK1
DUSP10,MAPK3
DUSP10,MAPK8
DUSP10,MAPK11
DUSP10,MAPK9
DUSP10,MAPK10
DUSP10,MAPK13
DUSP10,MAPK12
CHUK,NFKB1
CHUK,NFKB2
CHUK,RELA
CHUK,RELB
RASGRP4,RRAS2
RASGRP4,MRAS
RASGRP4,HRAS
RASGRP4,KRAS
RASGRP4,NRAS
RASGRP4,RRAS
MAP3K8,CHUK
MAP3K8,IKBKB
MAP3K8,MAP2K1
MAP3K8,MAP2K2
MAP3K8,IKBKG
MAP3K8,MAP3K14
MAPK14,ATF2
MAPK14,DDIT3
MAPK14,ELK1
MAPK14,ELK4
MAPK14,MAX
MAPK14,MEF2C
MAPK14,TP53
MAPK14,MAPKAPK3
MAPK14,MAPKAPK5
MAPK14,RPS6KA4
MAPK14,RPS6KA5
MAPK14,MAPKAPK2
MAPK14,CDC25B
CSF1,CSF1R
CSF1,EGFR
CSF1,EPHA2
CSF1,ERBB2
CSF1,ERBB3
CSF1,ERBB4
CSF1,FGFR1
CSF1,FGFR3
CSF1,FGFR2
CSF1,FGFR4
CSF1,FLT1
CSF1,FLT3
CSF1,FLT4
CSF1,IGF1R
CSF1,INSR
CSF1,KDR
CSF1,KIT
CSF1,MET
CSF1,NGFR
CSF1,NTRK1
CSF1,NTRK2
CSF1,PDGFRA
CSF1,PDGFRB
CSF1,TEK
DAXX,MAP3K5
GADD45A,MAP3K4
DUSP1,MAPK1
DUSP1,MAPK3
DUSP2,MAPK14
DUSP2,MAPK1
DUSP2,MAPK3
DUSP2,MAPK8
DUSP2,MAPK11
DUSP2,MAPK9
DUSP2,MAPK10
DUSP2,MAPK13
DUSP2,MAPK12
DUSP3,MAPK14
DUSP3,MAPK1
DUSP3,MAPK3
DUSP3,MAPK8
DUSP3,MAPK11
DUSP3,MAPK9
DUSP3,MAPK10
DUSP3,MAPK13
DUSP3,MAPK12
DUSP4,MAPK14
DUSP4,MAPK1
DUSP4,MAPK3
DUSP4,MAPK8
DUSP4,MAPK11
DUSP4,MAPK9
DUSP4,MAPK10
DUSP4,MAPK13
DUSP4,MAPK12
DUSP5,MAPK14
DUSP5,MAPK1
DUSP5,MAPK3
DUSP5,MAPK8
DUSP5,MAPK11
DUSP5,MAPK9
DUSP5,MAPK10
DUSP5,MAPK13
DUSP5,MAPK12
DUSP6,MAPK1
DUSP6,MAPK3
DUSP7,MAPK14
DUSP7,MAPK1
DUSP7,MAPK3
DUSP7,MAPK8
DUSP7,MAPK11
DUSP7,MAPK9
DUSP7,MAPK10
DUSP7,MAPK13
DUSP7,MAPK12
DUSP8,MAPK14
DUSP8,MAPK1
DUSP8,MAPK3
DUSP8,MAPK8
DUSP8,MAPK11
DUSP8,MAPK9
DUSP8,MAPK10
DUSP8,MAPK13
DUSP8,MAPK12
DUSP9,MAPK14
DUSP9,MAPK1
DUSP9,MAPK3
DUSP9,MAPK8
DUSP9,MAPK11
DUSP9,MAPK9
DUSP9,MAPK10
DUSP9,MAPK13
DUSP9,MAPK12
EFNA1,CSF1R
EFNA1,EGFR
EFNA1,EPHA2
EFNA1,ERBB2
EFNA1,ERBB3
EFNA1,ERBB4
EFNA1,FGFR1
EFNA1,FGFR3
EFNA1,FGFR2
EFNA1,FGFR4
EFNA1,FLT1
EFNA1,FLT3
EFNA1,FLT4
EFNA1,IGF1R
EFNA1,INSR
EFNA1,KDR
EFNA1,KIT
EFNA1,MET
EFNA1,NGFR
EFNA1,NTRK1
EFNA1,NTRK2
EFNA1,PDGFRA
EFNA1,PDGFRB
EFNA1,TEK
EFNA2,CSF1R
EFNA2,EGFR
EFNA2,EPHA2
EFNA2,ERBB2
EFNA2,ERBB3
EFNA2,ERBB4
EFNA2,FGFR1
EFNA2,FGFR3
EFNA2,FGFR2
EFNA2,FGFR4
EFNA2,FLT1
EFNA2,FLT3
EFNA2,FLT4
EFNA2,IGF1R
EFNA2,INSR
EFNA2,KDR
EFNA2,KIT
EFNA2,MET
EFNA2,NGFR
EFNA2,NTRK1
EFNA2,NTRK2
EFNA2,PDGFRA
EFNA2,PDGFRB
EFNA2,TEK
EFNA3,CSF1R
EFNA3,EGFR
EFNA3,EPHA2
EFNA3,ERBB2
EFNA3,ERBB3
EFNA3,ERBB4
EFNA3,FGFR1
EFNA3,FGFR3
EFNA3,FGFR2
EFNA3,FGFR4
EFNA3,FLT1
EFNA3,FLT3
EFNA3,FLT4
EFNA3,IGF1R
EFNA3,INSR
EFNA3,KDR
EFNA3,KIT
EFNA3,MET
EFNA3,NGFR
EFNA3,NTRK1
EFNA3,NTRK2
EFNA3,PDGFRA
EFNA3,PDGFRB
EFNA3,TEK
EFNA4,CSF1R
EFNA4,EGFR
EFNA4,EPHA2
EFNA4,ERBB2
EFNA4,ERBB3
EFNA4,ERBB4
EFNA4,FGFR1
EFNA4,FGFR3
EFNA4,FGFR2
EFNA4,FGFR4
EFNA4,FLT1
EFNA4,FLT3
EFNA4,FLT4
EFNA4,IGF1R
EFNA4,INSR
EFNA4,KDR
EFNA4,KIT
EFNA4,MET
EFNA4,NGFR
EFNA4,NTRK1
EFNA4,NTRK2
EFNA4,PDGFRA
EFNA4,PDGFRB
EFNA4,TEK
EFNA5,CSF1R
EFNA5,EGFR
EFNA5,EPHA2
EFNA5,ERBB2
EFNA5,ERBB3
EFNA5,ERBB4
EFNA5,FGFR1
EFNA5,FGFR3
EFNA5,FGFR2
EFNA5,FGFR4
EFNA5,FLT1
EFNA5,FLT3
EFNA5,FLT4
EFNA5,IGF1R
EFNA5,INSR
EFNA5,KDR
EFNA5,KIT
EFNA5,MET
EFNA5,NGFR
EFNA5,NTRK1
EFNA5,NTRK2
EFNA5,PDGFRA
EFNA5,PDGFRB
EFNA5,TEK
EGF,CSF1R
EGF,EGFR
EGF,EPHA2
EGF,ERBB2
EGF,ERBB3
EGF,ERBB4
EGF,FGFR1
EGF,FGFR3
EGF,FGFR2
EGF,FGFR4
EGF,FLT1
EGF,FLT3
EGF,FLT4
EGF,IGF1R
EGF,INSR
EGF,KDR
EGF,KIT
EGF,MET
EGF,NGFR
EGF,NTRK1
EGF,NTRK2
EGF,PDGFRA
EGF,PDGFRB
EGF,TEK
ELK1,ELK4
ELK1,FOS
ELK1,SRF
ELK4,FOS
ELK4,SRF
EREG,CSF1R
EREG,EGFR
EREG,EPHA2
EREG,ERBB2
EREG,ERBB3
EREG,ERBB4
EREG,FGFR1
EREG,FGFR3
EREG,FGFR2
EREG,FGFR4
EREG,FLT1
EREG,FLT3
EREG,FLT4
EREG,IGF1R
EREG,INSR
EREG,KDR
EREG,KIT
EREG,MET
EREG,NGFR
EREG,NTRK1
EREG,NTRK2
EREG,PDGFRA
EREG,PDGFRB
EREG,TEK
AKT1,MAP3K5
AKT1,MAP2K4
AKT2,MAP3K5
AKT2,MAP2K4
MECOM,MAPK8
MECOM,MAPK9
MECOM,MAPK10
FGF1,CSF1R
FGF1,EGFR
FGF1,EPHA2
FGF1,ERBB2
FGF1,ERBB3
FGF1,ERBB4
FGF1,FGFR1
FGF1,FGFR3
FGF1,FGFR2
FGF1,FGFR4
FGF1,FLT1
FGF1,FLT3
FGF1,FLT4
FGF1,IGF1R
FGF1,INSR
FGF1,KDR
FGF1,KIT
FGF1,MET
FGF1,NGFR
FGF1,NTRK1
FGF1,NTRK2
FGF1,PDGFRA
FGF1,PDGFRB
FGF1,TEK
FGF2,CSF1R
FGF2,EGFR
FGF2,EPHA2
FGF2,ERBB2
FGF2,ERBB3
FGF2,ERBB4
FGF2,FGFR1
FGF2,FGFR3
FGF2,FGFR2
FGF2,FGFR4
FGF2,FLT1
FGF2,FLT3
FGF2,FLT4
FGF2,IGF1R
FGF2,INSR
FGF2,KDR
FGF2,KIT
FGF2,MET
FGF2,NGFR
FGF2,NTRK1
FGF2,NTRK2
FGF2,PDGFRA
FGF2,PDGFRB
FGF2,TEK
FGF3,CSF1R
FGF3,EGFR
FGF3,EPHA2
FGF3,ERBB2
FGF3,ERBB3
FGF3,ERBB4
FGF3,FGFR1
FGF3,FGFR3
FGF3,FGFR2
FGF3,FGFR4
FGF3,FLT1
FGF3,FLT3
FGF3,FLT4
FGF3,IGF1R
FGF3,INSR
FGF3,KDR
FGF3,KIT
FGF3,MET
FGF3,NGFR
FGF3,NTRK1
FGF3,NTRK2
FGF3,PDGFRA
FGF3,PDGFRB
FGF3,TEK
FGF4,CSF1R
FGF4,EGFR
FGF4,EPHA2
FGF4,ERBB2
FGF4,ERBB3
FGF4,ERBB4
FGF4,FGFR1
FGF4,FGFR3
FGF4,FGFR2
FGF4,FGFR4
FGF4,FLT1
FGF4,FLT3
FGF4,FLT4
FGF4,IGF1R
FGF4,INSR
FGF4,KDR
FGF4,KIT
FGF4,MET
FGF4,NGFR
FGF4,NTRK1
FGF4,NTRK2
FGF4,PDGFRA
FGF4,PDGFRB
FGF4,TEK
FGF5,CSF1R
FGF5,EGFR
FGF5,EPHA2
FGF5,ERBB2
FGF5,ERBB3
FGF5,ERBB4
FGF5,FGFR1
FGF5,FGFR3
FGF5,FGFR2
FGF5,FGFR4
FGF5,FLT1
FGF5,FLT3
FGF5,FLT4
FGF5,IGF1R
FGF5,INSR
FGF5,KDR
FGF5,KIT
FGF5,MET
FGF5,NGFR
FGF5,NTRK1
FGF5,NTRK2
FGF5,PDGFRA
FGF5,PDGFRB
FGF5,TEK
FGF6,CSF1R
FGF6,EGFR
FGF6,EPHA2
FGF6,ERBB2
FGF6,ERBB3
FGF6,ERBB4
FGF6,FGFR1
FGF6,FGFR3
FGF6,FGFR2
FGF6,FGFR4
FGF6,FLT1
FGF6,FLT3
FGF6,FLT4
FGF6,IGF1R
FGF6,INSR
FGF6,KDR
FGF6,KIT
FGF6,MET
FGF6,NGFR
FGF6,NTRK1
FGF6,NTRK2
FGF6,PDGFRA
FGF6,PDGFRB
FGF6,TEK
FGF7,CSF1R
FGF7,EGFR
FGF7,EPHA2
FGF7,ERBB2
FGF7,ERBB3
FGF7,ERBB4
FGF7,FGFR1
FGF7,FGFR3
FGF7,FGFR2
FGF7,FGFR4
FGF7,FLT1
FGF7,FLT3
FGF7,FLT4
FGF7,IGF1R
FGF7,INSR
FGF7,KDR
FGF7,KIT
FGF7,MET
FGF7,NGFR
FGF7,NTRK1
FGF7,NTRK2
FGF7,PDGFRA
FGF7,PDGFRB
FGF7,TEK
FGF8,CSF1R
FGF8,EGFR
FGF8,EPHA2
FGF8,ERBB2
FGF8,ERBB3
FGF8,ERBB4
FGF8,FGFR1
FGF8,FGFR3
FGF8,FGFR2
FGF8,FGFR4
FGF8,FLT1
FGF8,FLT3
FGF8,FLT4
FGF8,IGF1R
FGF8,INSR
FGF8,KDR
FGF8,KIT
FGF8,MET
FGF8,NGFR
FGF8,NTRK1
FGF8,NTRK2
FGF8,PDGFRA
FGF8,PDGFRB
FGF8,TEK
FGF9,CSF1R
FGF9,EGFR
FGF9,EPHA2
FGF9,ERBB2
FGF9,ERBB3
FGF9,ERBB4
FGF9,FGFR1
FGF9,FGFR3
FGF9,FGFR2
FGF9,FGFR4
FGF9,FLT1
FGF9,FLT3
FGF9,FLT4
FGF9,IGF1R
FGF9,INSR
FGF9,KDR
FGF9,KIT
FGF9,MET
FGF9,NGFR
FGF9,NTRK1
FGF9,NTRK2
FGF9,PDGFRA
FGF9,PDGFRB
FGF9,TEK
FGF10,CSF1R
FGF10,EGFR
FGF10,EPHA2
FGF10,ERBB2
FGF10,ERBB3
FGF10,ERBB4
FGF10,FGFR1
FGF10,FGFR3
FGF10,FGFR2
FGF10,FGFR4
FGF10,FLT1
FGF10,FLT3
FGF10,FLT4
FGF10,IGF1R
FGF10,INSR
FGF10,KDR
FGF10,KIT
FGF10,MET
FGF10,NGFR
FGF10,NTRK1
FGF10,NTRK2
FGF10,PDGFRA
FGF10,PDGFRB
FGF10,TEK
VEGFD,CSF1R
VEGFD,EGFR
VEGFD,EPHA2
VEGFD,ERBB2
VEGFD,ERBB3
VEGFD,ERBB4
VEGFD,FGFR1
VEGFD,FGFR3
VEGFD,FGFR2
VEGFD,FGFR4
VEGFD,FLT1
VEGFD,FLT3
VEGFD,FLT4
VEGFD,IGF1R
VEGFD,INSR
VEGFD,KDR
VEGFD,KIT
VEGFD,MET
VEGFD,NGFR
VEGFD,NTRK1
VEGFD,NTRK2
VEGFD,PDGFRA
VEGFD,PDGFRB
VEGFD,TEK
RRAS2,ARAF
RRAS2,MAP3K1
RRAS2,RAF1
RRAS2,BRAF
MRAS,ARAF
MRAS,MAP3K1
MRAS,RAF1
MRAS,BRAF
TAB2,MAP3K7
TAB2,TRAF6
MAPK8IP3,MAP3K1
FLT3LG,CSF1R
FLT3LG,EGFR
FLT3LG,EPHA2
FLT3LG,ERBB2
FLT3LG,ERBB3
FLT3LG,ERBB4
FLT3LG,FGFR1
FLT3LG,FGFR3
FLT3LG,FGFR2
FLT3LG,FGFR4
FLT3LG,FLT1
FLT3LG,FLT3
FLT3LG,FLT4
FLT3LG,IGF1R
FLT3LG,INSR
FLT3LG,KDR
FLT3LG,KIT
FLT3LG,MET
FLT3LG,NGFR
FLT3LG,NTRK1
FLT3LG,NTRK2
FLT3LG,PDGFRA
FLT3LG,PDGFRB
FLT3LG,TEK
MAPK8IP2,MAP4K1
MAPK8IP2,MAP3K11
MAPK8IP2,MAPK8
MAPK8IP2,MAPK9
MAPK8IP2,MAPK10
MAPK8IP2,MAP2K7
RASGRP3,RRAS2
RASGRP3,MRAS
RASGRP3,HRAS
RASGRP3,KRAS
RASGRP3,NRAS
RASGRP3,RRAS
FGF20,CSF1R
FGF20,EGFR
FGF20,EPHA2
FGF20,ERBB2
FGF20,ERBB3
FGF20,ERBB4
FGF20,FGFR1
FGF20,FGFR3
FGF20,FGFR2
FGF20,FGFR4
FGF20,FLT1
FGF20,FLT3
FGF20,FLT4
FGF20,IGF1R
FGF20,INSR
FGF20,KDR
FGF20,KIT
FGF20,MET
FGF20,NGFR
FGF20,NTRK1
FGF20,NTRK2
FGF20,PDGFRA
FGF20,PDGFRB
FGF20,TEK
FGF21,CSF1R
FGF21,EGFR
FGF21,EPHA2
FGF21,ERBB2
FGF21,ERBB3
FGF21,ERBB4
FGF21,FGFR1
FGF21,FGFR3
FGF21,FGFR2
FGF21,FGFR4
FGF21,FLT1
FGF21,FLT3
FGF21,FLT4
FGF21,IGF1R
FGF21,INSR
FGF21,KDR
FGF21,KIT
FGF21,MET
FGF21,NGFR
FGF21,NTRK1
FGF21,NTRK2
FGF21,PDGFRA
FGF21,PDGFRB
FGF21,TEK
FGF22,CSF1R
FGF22,EGFR
FGF22,EPHA2
FGF22,ERBB2
FGF22,ERBB3
FGF22,ERBB4
FGF22,FGFR1
FGF22,FGFR3
FGF22,FGFR2
FGF22,FGFR4
FGF22,FLT1
FGF22,FLT3
FGF22,FLT4
FGF22,IGF1R
FGF22,INSR
FGF22,KDR
FGF22,KIT
FGF22,MET
FGF22,NGFR
FGF22,NTRK1
FGF22,NTRK2
FGF22,PDGFRA
FGF22,PDGFRB
FGF22,TEK
RPS6KA6,ATF4
GNA12,RASA2
ANGPT1,CSF1R
ANGPT1,EGFR
ANGPT1,EPHA2
ANGPT1,ERBB2
ANGPT1,ERBB3
ANGPT1,ERBB4
ANGPT1,FGFR1
ANGPT1,FGFR3
ANGPT1,FGFR2
ANGPT1,FGFR4
ANGPT1,FLT1
ANGPT1,FLT3
ANGPT1,FLT4
ANGPT1,IGF1R
ANGPT1,INSR
ANGPT1,KDR
ANGPT1,KIT
ANGPT1,MET
ANGPT1,NGFR
ANGPT1,NTRK1
ANGPT1,NTRK2
ANGPT1,PDGFRA
ANGPT1,PDGFRB
ANGPT1,TEK
ANGPT2,CSF1R
ANGPT2,EGFR
ANGPT2,EPHA2
ANGPT2,ERBB2
ANGPT2,ERBB3
ANGPT2,ERBB4
ANGPT2,FGFR1
ANGPT2,FGFR3
ANGPT2,FGFR2
ANGPT2,FGFR4
ANGPT2,FLT1
ANGPT2,FLT3
ANGPT2,FLT4
ANGPT2,IGF1R
ANGPT2,INSR
ANGPT2,KDR
ANGPT2,KIT
ANGPT2,MET
ANGPT2,NGFR
ANGPT2,NTRK1
ANGPT2,NTRK2
ANGPT2,PDGFRA
ANGPT2,PDGFRB
ANGPT2,TEK
MKNK2,ATF4
GRB2,CSF1R
GRB2,EGFR
GRB2,EPHA2
GRB2,ERBB2
GRB2,ERBB3
GRB2,ERBB4
GRB2,FGFR1
GRB2,FGFR3
GRB2,FGFR2
GRB2,FGFR4
GRB2,FLT1
GRB2,FLT3
GRB2,FLT4
GRB2,IGF1R
GRB2,INSR
GRB2,KDR
GRB2,KIT
GRB2,MET
GRB2,NGFR
GRB2,NTRK1
GRB2,NTRK2
GRB2,PDGFRA
GRB2,PDGFRB
GRB2,TEK
HGF,CSF1R
HGF,EGFR
HGF,EPHA2
HGF,ERBB2
HGF,ERBB3
HGF,ERBB4
HGF,FGFR1
HGF,FGFR3
HGF,FGFR2
HGF,FGFR4
HGF,FLT1
HGF,FLT3
HGF,FLT4
HGF,IGF1R
HGF,INSR
HGF,KDR
HGF,KIT
HGF,MET
HGF,NGFR
HGF,NTRK1
HGF,NTRK2
HGF,PDGFRA
HGF,PDGFRB
HGF,TEK
HRAS,ARAF
HRAS,MAP3K1
HRAS,RAF1
HRAS,BRAF
HSPA1A,MAPK8
HSPA1A,MAPK9
HSPA1A,MAPK10
HSPA1B,MAPK8
HSPA1B,MAPK9
HSPA1B,MAPK10
HSPA1L,MAPK8
HSPA1L,MAPK9
HSPA1L,MAPK10
HSPA2,MAPK8
HSPA2,MAPK9
HSPA2,MAPK10
HSPA6,MAPK8
HSPA6,MAPK9
HSPA6,MAPK10
HSPA8,MAPK8
HSPA8,MAPK9
HSPA8,MAPK10
IGF1,CSF1R
IGF1,EGFR
IGF1,EPHA2
IGF1,ERBB2
IGF1,ERBB3
IGF1,ERBB4
IGF1,FGFR1
IGF1,FGFR3
IGF1,FGFR2
IGF1,FGFR4
IGF1,FLT1
IGF1,FLT3
IGF1,FLT4
IGF1,IGF1R
IGF1,INSR
IGF1,KDR
IGF1,KIT
IGF1,MET
IGF1,NGFR
IGF1,NTRK1
IGF1,NTRK2
IGF1,PDGFRA
IGF1,PDGFRB
IGF1,TEK
IGF2,CSF1R
IGF2,EGFR
IGF2,EPHA2
IGF2,ERBB2
IGF2,ERBB3
IGF2,ERBB4
IGF2,FGFR1
IGF2,FGFR3
IGF2,FGFR2
IGF2,FGFR4
IGF2,FLT1
IGF2,FLT3
IGF2,FLT4
IGF2,IGF1R
IGF2,INSR
IGF2,KDR
IGF2,KIT
IGF2,MET
IGF2,NGFR
IGF2,NTRK1
IGF2,NTRK2
IGF2,PDGFRA
IGF2,PDGFRB
IGF2,TEK
FAS,DAXX
IKBKB,NFKB1
IKBKB,NFKB2
IKBKB,RELA
IKBKB,RELB
IL1A,IL1R1
IL1A,IL1RAP
IL1B,IL1R1
IL1B,IL1RAP
IL1R1,MYD88
IL1RAP,MYD88
FASLG,FAS
INS,CSF1R
INS,EGFR
INS,EPHA2
INS,ERBB2
INS,ERBB3
INS,ERBB4
INS,FGFR1
INS,FGFR3
INS,FGFR2
INS,FGFR4
INS,FLT1
INS,FLT3
INS,FLT4
INS,IGF1R
INS,INSR
INS,KDR
INS,KIT
INS,MET
INS,NGFR
INS,NTRK1
INS,NTRK2
INS,PDGFRA
INS,PDGFRB
INS,TEK
IRAK1,TRAF6
ARAF,MAP2K1
ARAF,MAP2K2
AREG,CSF1R
AREG,EGFR
AREG,EPHA2
AREG,ERBB2
AREG,ERBB3
AREG,ERBB4
AREG,FGFR1
AREG,FGFR3
AREG,FGFR2
AREG,FGFR4
AREG,FLT1
AREG,FLT3
AREG,FLT4
AREG,IGF1R
AREG,INSR
AREG,KDR
AREG,KIT
AREG,MET
AREG,NGFR
AREG,NTRK1
AREG,NTRK2
AREG,PDGFRA
AREG,PDGFRB
AREG,TEK
KRAS,ARAF
KRAS,MAP3K1
KRAS,RAF1
KRAS,BRAF
MAP3K1,CHUK
MAP3K1,IKBKB
MAP3K1,MAP2K1
MAP3K1,MAP2K2
