symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231/ATCC,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
ADCY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0
ADCY3,10,11,10,8,6,3,7,0,18,5,12,10,15,7,9,4,10,5,7,7,14,14,5,8,14,5,8,10,14,16,14,3,4,10,6,6,15,18,10,9,3,7,11,10,14,19,9,12,20,3,14,9,10,11,7
ADCY4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY6,5,9,4,14,4,7,0,6,6,8,17,5,12,5,2,6,16,11,0,11,1,5,6,4,9,0,5,2,3,1,8,11,12,10,5,5,2,7,6,8,7,3,4,6,34,4,5,0,12,37,9,6,3,2,11
ADCY7,2,5,1,4,0,1,4,1,4,4,7,6,12,3,3,2,0,3,6,2,5,0,0,2,1,3,1,0,5,6,3,1,3,2,4,1,21,11,0,0,3,0,0,0,3,6,1,21,4,0,10,3,1,1,6
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ADCY9,3,9,2,4,2,2,0,0,0,4,2,3,5,2,4,7,0,5,0,0,1,4,8,5,2,0,2,0,0,3,4,1,4,3,4,1,0,8,4,5,3,3,1,3,12,1,4,1,1,8,3,2,3,2,11
ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADGRB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
ADIPOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOR1,40,36,26,32,24,47,26,42,42,56,36,33,38,41,55,20,34,31,48,29,31,33,77,33,61,21,29,23,56,57,41,33,55,36,26,48,41,20,41,35,42,48,46,58,36,33,37,43,33,49,35,42,52,48,20
ADIPOR2,22,12,28,41,16,15,17,32,14,19,38,21,20,29,14,9,27,14,21,20,28,31,27,14,13,17,30,35,18,15,16,19,19,14,28,10,16,10,19,21,23,23,22,28,10,13,22,21,29,18,19,14,23,21,19
ADORA1,6,19,0,26,0,15,0,0,4,0,0,0,0,0,10,0,0,18,0,0,0,1,1,0,9,0,0,1,0,0,0,16,12,2,1,0,0,5,3,1,1,0,0,0,0,7,1,0,0,0,10,5,0,0,3
ADORA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADORA2B,1,9,1,3,20,3,0,9,4,5,11,12,8,13,17,13,1,10,2,13,0,0,1,38,9,1,4,4,41,2,0,2,1,17,9,11,0,3,14,8,1,1,0,7,2,34,10,0,6,0,0,13,1,27,4
ADORA3,missing,missing,missing,missing,missing,missing,0,0,0,missing,0,0,0,missing,missing,missing,0,missing,missing,missing,missing,0,missing,missing,missing,0,missing,missing,missing,missing,missing,missing,missing,0,missing,missing,missing,0,missing,missing,missing,0,missing,missing,missing,0,missing,0,0,missing,0,0,missing,missing,0
ADRA1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA1B,1,1,4,1,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,12,0,0,3,3,0,0,0,0,10,4,0,0,0,0,0,8,0,25,0,1,0,1,6,0,0,2
ADRA1D,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
ADRA2A,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ADRA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRA2C,0,2,1,0,0,0,0,0,1,3,6,7,9,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,0,5,1,1,0,7,4,0,0,2,0,0,0,0,1,3,7,0,0,0,22,4,2,0,1,2,0
ADRB1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRB2,0,0,0,15,1,1,0,0,13,0,0,0,0,1,4,0,0,0,0,0,1,0,0,15,6,0,0,0,0,0,0,1,1,4,22,10,2,0,1,1,0,0,0,0,7,11,2,0,0,0,4,0,0,0,1
ADRB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFDN,9,3,3,10,4,3,0,5,13,7,12,11,17,8,4,0,17,14,20,12,7,5,5,12,12,0,43,6,11,3,7,17,19,19,6,2,9,13,4,2,2,12,6,5,17,4,6,13,9,3,15,9,3,3,45
AFP,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGAP2,0,0,0,0,0,0,10,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0
AGER,0,1,0,1,2,0,7,1,3,0,1,5,3,2,0,1,2,2,6,2,2,1,3,1,1,6,1,2,1,0,1,3,1,2,2,1,2,3,0,1,1,1,0,0,1,0,1,1,2,3,1,2,1,1,2
AGRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGT,0,2,0,0,0,0,0,4,0,5,0,0,0,0,19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,37,1,0,0,0,0,4,4,0,0,2,1,0,0,0
AGTR1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AIFM2,7,5,11,5,6,8,0,11,10,7,12,9,11,14,9,3,8,0,5,3,0,11,9,9,2,0,9,0,15,21,2,5,1,2,4,7,4,5,5,1,7,6,4,8,5,5,5,6,17,0,2,6,6,3,2
AIM2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0,0,0,43,0,0,0,0,0,0,0
AJUBA,20,24,28,37,19,23,0,11,25,26,15,8,47,26,55,13,13,23,2,16,8,2,7,35,12,2,35,10,26,9,21,28,21,34,36,18,0,22,28,6,10,2,1,1,43,30,15,3,20,16,41,16,1,3,37
AKT1,7,7,7,10,14,5,30,5,26,13,15,14,19,17,7,12,13,12,10,9,15,23,30,19,16,17,8,7,13,23,15,13,15,26,10,15,7,9,44,22,13,18,9,14,24,20,20,25,17,33,14,16,18,18,11
AKT1S1,9,9,6,5,8,10,3,11,17,9,14,10,14,5,15,7,24,6,6,7,7,20,12,14,12,3,12,7,8,9,8,4,16,15,5,11,8,12,8,15,6,11,10,8,9,13,8,6,7,9,13,8,12,12,8
AKT2,5,6,9,4,6,5,11,10,10,6,10,8,11,10,9,6,12,6,9,8,8,9,10,10,11,12,8,5,4,5,7,56,10,10,6,4,6,11,6,9,9,7,7,5,10,6,7,10,9,8,9,8,9,10,6
AKT3,11,7,8,11,7,11,6,0,5,0,0,0,0,11,12,17,0,0,0,0,12,11,0,5,5,5,13,3,7,2,0,2,0,7,13,5,0,16,6,3,9,17,6,6,1,26,9,0,4,0,15,10,7,9,10
ALDOA,213,265,137,258,145,253,137,100,311,177,91,61,133,126,129,145,213,240,276,68,130,260,263,165,125,138,147,162,182,301,53,115,311,159,150,120,197,247,260,216,215,133,239,116,202,176,163,288,61,149,131,187,211,186,147
ALDOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDOC,0,6,0,0,4,9,0,8,1,3,5,11,1,0,13,0,35,16,68,3,7,0,22,1,0,33,0,0,0,6,0,3,10,13,0,6,16,12,0,1,1,0,0,1,3,0,4,16,0,13,0,0,5,16,0
AMH,2,4,1,2,0,0,11,13,0,1,4,9,9,0,0,1,4,1,8,6,0,5,4,2,6,1,3,0,2,2,0,3,1,11,1,0,0,2,1,12,3,5,0,0,1,0,4,4,11,8,11,5,0,2,0
AMHR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC5,14,7,15,14,13,13,20,12,12,8,11,11,12,8,12,7,8,12,18,22,13,18,20,11,6,21,10,14,8,19,10,9,6,8,10,18,21,10,8,12,10,16,16,20,8,15,9,14,15,20,10,8,11,17,13
ANGPT1,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,12,0,0,6,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,11,5,0,2,3,0,2,4,0,0,0,0,1,0,13,0
ANGPT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL4,0,12,18,8,6,11,0,0,2,3,0,2,1,0,4,2,0,0,0,0,0,0,4,4,0,0,0,6,6,4,11,1,0,8,0,2,0,72,1,0,0,2,1,0,6,1,0,12,0,6,3,0,2,4,0
AOX1,2,1,2,4,1,7,0,0,1,3,0,0,0,9,1,2,0,0,0,0,70,0,0,7,0,0,2,0,2,1,2,0,0,0,2,18,0,1,16,3,3,0,0,0,0,31,4,0,0,0,0,0,0,0,8
APAF1,3,2,5,10,5,3,6,3,4,4,5,4,6,3,3,3,4,6,7,5,5,5,1,4,3,5,3,3,2,2,5,3,2,3,5,1,2,9,4,2,2,3,3,4,2,5,3,7,2,6,5,4,2,4,11
APBB1IP,25,26,0,31,0,10,29,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,3,0,37,0,0,0,0,0,0,0,0,7,0,9,39,0,0,0,0,0,0,1,18,0,0,0,0,26,0,0,0,26
APC,3,1,4,2,6,3,6,3,4,2,9,3,1,2,1,4,3,3,3,3,3,6,4,2,5,6,2,3,2,1,3,7,4,5,4,1,3,4,1,6,5,8,6,9,4,3,7,4,3,3,7,4,3,4,3
APC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
APH1A,39,41,27,55,49,50,34,41,60,63,43,23,50,37,59,13,41,37,34,40,39,35,77,50,47,36,52,45,48,57,61,54,66,45,25,69,56,30,68,40,60,37,33,62,40,41,47,52,24,61,50,46,45,28,37
APH1B,1,3,4,5,3,2,4,0,1,4,3,2,3,4,3,1,2,0,4,0,3,2,3,1,0,4,3,0,0,0,1,2,0,4,1,1,0,8,1,1,3,2,2,3,2,2,2,4,0,4,0,1,0,1,9
APLNR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOA5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
APOC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AQP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARAP3,0,3,2,2,0,2,0,2,1,1,0,5,0,12,3,1,0,4,3,0,3,3,0,3,1,0,2,1,0,2,0,2,7,7,4,2,0,2,1,8,1,4,0,1,10,3,2,0,5,0,3,8,5,0,7
AREG,3,2,34,20,0,42,0,74,45,38,61,335,14,0,2,0,74,3,9,179,0,0,31,83,3,0,1,4,30,1,36,4,0,19,1,82,0,0,0,0,0,0,0,0,1,0,0,0,16,25,162,0,0,0,1
ARF1,162,146,85,123,122,267,100,299,121,101,110,108,157,137,232,83,161,125,195,103,117,142,169,173,151,81,65,88,142,224,116,89,85,68,196,228,234,72,147,149,106,91,96,125,119,121,138,153,98,195,138,91,148,124,77
ARF6,27,15,31,32,34,25,39,67,100,30,50,54,51,34,34,18,32,38,23,53,30,30,48,77,26,42,19,24,44,21,14,29,20,52,38,42,17,32,22,28,24,31,27,26,61,49,33,55,55,52,46,23,28,29,36
ARHGDIA,67,34,58,56,67,58,124,66,146,74,69,79,86,102,161,51,61,88,37,23,106,153,73,119,69,130,77,50,57,123,100,85,65,109,56,42,58,58,289,140,139,177,54,250,101,94,102,139,89,66,126,100,121,74,62
ARHGDIB,7,0,0,0,2,3,437,0,0,1,0,0,0,25,6,1,10,1,25,0,30,0,0,42,98,477,18,1,55,0,0,6,25,28,1,7,216,2,6,13,0,2,0,1,1,0,3,4,1,8,0,0,4,22,14
ARHGDIG,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ARHGEF12,4,4,4,9,8,4,0,13,12,5,11,12,14,5,6,7,17,6,9,6,7,7,3,15,10,0,6,5,9,3,7,5,6,15,6,4,2,7,33,9,4,3,2,4,18,13,7,6,14,9,5,10,8,3,12
ARNT,6,4,5,7,10,8,6,8,12,19,6,9,13,8,7,5,7,10,11,8,8,5,13,6,9,8,6,14,6,6,16,7,11,8,4,4,8,9,7,6,8,7,5,8,11,4,8,15,5,12,7,11,5,5,7
ARRB1,1,1,1,0,0,2,0,3,1,6,2,3,11,1,9,1,8,7,7,1,1,9,9,2,8,2,0,2,5,1,5,1,4,9,3,1,0,4,0,0,0,2,1,10,7,1,1,0,4,13,2,0,11,1,3
ARRB2,1,2,12,6,10,4,25,6,18,5,10,10,10,2,3,2,5,7,2,11,7,12,11,4,7,17,4,10,6,12,4,3,5,6,15,3,10,3,15,4,1,2,4,4,2,9,4,15,6,5,4,13,6,3,2
ASPH,52,178,87,13,12,74,2,16,65,7,17,37,14,90,45,62,30,21,6,24,54,7,3,15,8,3,22,3,31,69,0,9,19,92,26,71,0,23,12,36,44,7,18,11,29,11,28,6,16,3,13,18,12,19,17
ATF2,11,10,8,18,9,9,20,9,6,8,10,10,9,12,8,7,10,9,18,14,15,8,6,8,9,23,8,8,5,6,16,5,6,17,9,5,8,13,3,5,11,9,9,6,12,9,8,16,8,6,11,11,8,10,15
ATF4,170,212,96,135,111,169,186,276,97,145,155,208,372,100,95,208,209,116,275,449,311,67,174,92,311,200,90,109,110,216,93,113,161,116,152,56,174,144,143,120,102,114,100,154,107,46,128,134,229,105,106,212,142,155,100
ATF6B,13,16,8,11,26,16,23,28,12,31,17,9,24,26,27,25,31,12,42,7,34,13,41,39,26,27,14,9,16,13,23,22,29,18,26,19,37,17,23,17,43,23,21,15,20,16,31,20,14,54,12,24,29,17,24
ATG12,11,5,7,4,10,8,6,13,5,9,8,20,6,7,5,4,8,3,7,11,6,5,7,5,5,7,8,4,7,4,6,4,7,10,7,6,6,6,3,9,9,10,5,5,12,6,6,9,10,5,7,8,5,4,3
ATG16L1,10,19,20,16,6,6,5,8,6,12,9,7,6,6,5,6,4,8,3,7,6,5,9,5,8,4,6,11,10,9,9,7,6,5,5,26,2,4,6,9,5,6,8,7,18,3,5,8,7,5,7,5,7,9,4
ATG5,16,7,11,13,18,14,8,9,3,14,15,14,8,10,10,5,12,13,12,21,9,6,9,9,20,6,9,9,10,8,10,11,7,7,10,11,6,5,8,14,12,8,7,6,12,8,14,12,12,6,10,11,4,7,7
ATM,2,1,2,3,3,2,9,6,3,31,7,6,2,2,1,3,4,2,4,5,6,14,1,3,2,10,2,2,3,1,9,2,1,8,4,2,8,7,10,3,2,9,9,7,3,5,3,4,9,4,2,6,19,6,7
ATP1A1,104,78,47,58,85,64,39,135,54,55,125,67,84,58,143,69,89,81,74,89,98,273,81,158,290,34,69,82,83,60,31,156,78,130,101,114,101,46,92,96,113,154,494,342,81,33,142,40,97,44,54,184,318,208,53
ATP1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATP1A3,0,0,1,0,0,0,19,0,5,2,3,5,1,0,3,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,2,0,0,5,3,1,0,0,0,1,0,0,0,1,0,1,1,2,2,1,6,0,0,0,0
