Drug,Target
2039,498
2039,497
2039,49
2039,46
2039,345
2039,830
2039,834
2039,835
2039,813
2039,46
2039,47
2039,48
2039,345
2039,346
2039,347
2039,348
2039,831
2039,825
2039,826
2039,49
2039,50
2039,51
2288,1556
2190,42
2190,43
2190,46
2190,49
2190,52
2190,497
2190,499
2190,498
2190,813
2190,345
2190,346
2190,347
2190,348
2190,830
2387,990
2052,345
2052,346
2052,347
2052,348
2095,49
2095,50
2095,51
2095,46
2095,47
2095,48
2153,1383
2153,1425
2122,46
2122,47
2122,48
2034,1764
2034,1434
2216,1383
2216,572
2344,1556
2344,1165
2344,1463
2083,1905
2083,1903
2071,52
2071,53
2316,815
2316,817
2178,1014
2178,1318
2178,396
2178,1361
2178,1
2178,1362
2150,498
2150,497
2150,208
2150,209
2150,210
2150,830
2363,572
2248,781
2248,780
2093,1462
2026,43
2026,44
2026,45
2026,42
2334,803
2334,973
2334,969
2235,572
2235,1383
2125,1354
2125,1353
2125,1355
2125,1356
2125,42
2125,43
2137,572
2137,573
2376,830
2376,825
2376,813
2376,46
2376,49
2386,188
2386,189
2386,190
2386,195
2386,196
2386,197
2386,198
2386,46
2386,47
2386,48
2131,46
2131,47
2131,52
2131,53
2131,49
2131,50
2131,48
2131,51
2131,54
2131,1905
2347,827
2347,826
2347,829
2347,825
2044,1834
2353,572
2353,573
2353,1526
2353,1527
2353,1528
2353,1529
2353,1530
2353,1531
2353,1532
2353,1533
2283,49
2283,46
2283,47
2283,48
2371,49
2371,50
2371,51
2241,1325
2241,1326
2152,1556
2272,830
2272,345
2272,346
2272,347
2272,348
2245,1464
2319,830
2319,498
2319,46
2319,47
2319,827
2319,813
2319,49
2319,50
2319,51
2319,825
2319,497
2319,835
2215,813
2330,345
2330,346
2330,347
2330,348
2138,1556
2138,1687
2377,1688
2377,1689
2377,1602
2377,1687
2031,1553
2031,1552
2134,572
2134,573
2134,1255
2134,736
2134,162
2242,1556
2279,1722
2299,745
2343,1556
2343,1464
2343,349
2343,876
2343,1418
2357,1602
2357,1688
2145,499
2145,497
2145,50
2145,51
2145,49
2145,47
2145,48
2145,46
2070,345
2220,1556
2379,498
2379,46
2379,208
2379,209
2379,210
2231,1383
2204,1326
2204,1325
2204,1459
2204,208
2204,209
2204,210
2117,52
2117,53
2117,46
2117,47
2117,48
2117,572
2098,141
2335,1231
2335,610
2074,338
2110,572
2261,832
2261,1326
2261,825
2261,826
2069,1555
2069,1552
2069,1554
2306,46
2306,47
2306,48
2311,1464
2281,1512
2281,1002
2032,752
2032,498
2030,826
2030,827
2188,813
2199,1002
2199,1351
2104,830
2282,46
2282,49
2282,51
2282,50
2282,208
2282,209
2282,210
2282,53
2282,47
2282,48
2141,814
2213,813
2213,345
2213,346
2213,347
2213,348
2213,46
2213,47
2213,48
2213,830
2213,835
2213,498
2213,49
2213,50
2213,51
2267,46
2267,49
2267,51
2267,50
2267,47
2267,48
2158,572
2143,749
2143,752
2143,748
2243,827
2243,826
2243,829
2243,825
2320,827
2320,826
2320,829
2358,61
2358,1464
2225,49
2058,813
2116,1347
2116,1353
2116,1627
2182,1602
2121,498
2121,497
2121,499
2121,825
2121,835
2121,497
2121,499
2056,1583
2053,876
2159,191
2159,192
2159,42
2159,747
2159,748
2159,749
2159,750
2159,751
2159,752
2159,753
2159,675
2159,676
2174,1004
2329,53
2329,52
2329,54
2186,1556
2186,445
2087,245
2060,1464
2060,1556
2233,902
2233,1222
2233,1968
2233,234
2233,237
2233,451
2067,346
2067,345
2067,347
2378,111
2038,921
2038,605
2081,594
2144,1462
2144,1464
2144,1463
2367,1905
2367,1268
2367,623
2367,1556
2221,752
2221,748
2221,749
2221,498
2221,747
2149,1773
2176,1556
2176,153
2176,1876
2176,1433
2176,1464
2176,338
2176,1462
2266,347
2266,346
2266,345
2219,572
2219,208
2219,209
2219,210
2167,1464
2277,380
2277,383
2115,813
2115,346
2262,594
2154,803
2193,1558
2380,572
2380,573
2229,1291
2229,1290
2229,1004
2229,1005
2229,1006
2229,1007
2229,1008
2271,1354
2271,1347
2036,52
2036,192
2036,1883
2036,1884
2036,1464
2166,1968
2287,1464
2287,1463
2287,1462
2078,52
2078,46
2078,53
2078,1968
2078,1299
2078,1964
2078,48
2078,47
2078,51
2078,50
2078,49
2078,1710
2078,797
2078,999
2361,46
2361,47
2361,48
2086,1351
2048,876
2048,990
2048,285
2048,1165
2048,1158
2048,65
2048,329
2048,783
2263,751
2263,747
2263,753
2263,752
2263,813
2302,52
2302,53
2120,498
2084,111
2135,572
2135,573
2155,248
2268,153
2268,1178
2109,1290
2197,497
2197,499
2197,498
2047,830
2047,498
2047,825
2047,826
2047,827
2047,828
2047,834
2047,835
2047,497
2047,499
2047,813
2047,46
2047,47
2047,49
2047,50
2047,51
2047,345
2047,346
2047,347
2047,348
2164,1462
2094,830
2094,831
2118,153
2118,1178
2108,1
2108,1801
2108,564
2108,1071
2108,1014
2108,1362
2108,1816
2108,2
2108,657
2108,626
2108,823
2108,1126
2108,1147
2108,1163
2192,538
2192,567
2348,1362
2348,632
2348,1014
2348,1010
2348,635
2348,633
2348,396
2348,1361
2223,572
2300,53
2396,49
2396,50
2396,51
2396,825
2396,826
2396,827
2396,498
2396,830
2396,994
2396,995
2396,1002
2396,831
2124,1383
2296,1905
2296,924
2296,1268
2368,42
2368,43
2368,1354
2140,1231
2175,1903
2165,573
2165,1558
2165,1254
2165,572
2165,1255
2165,574
2165,65
2165,736
2322,1356
2322,1353
2322,1354
2322,1355
2018,1366
2323,1356
2323,1354
2356,749
2356,675
2017,797
2239,1399
2239,986
2163,816
2163,815
2163,817
2210,1406
2210,1399
2313,411
2313,1556
2313,964
2313,974
2313,572
2313,1755
2313,1462
2313,1464
2313,65
2244,572
2244,573
2341,52
2341,53
2085,1356
2085,1354
2065,166
2305,782
2305,1399
2305,1406
2305,572
2305,573
2305,18
2305,411
2305,414
2305,815
2305,821
2305,335
2045,345
2045,347
2249,1418
2249,1556
2249,1425
2136,572
2136,573
2043,830
2043,498
2043,745
2200,1422
2200,1556
2252,1556
2252,1422
2304,1801
2304,410
2304,1664
2349,652
2349,1691
2349,582
2349,1419
2214,297
2148,813
2148,208
2148,209
2148,210
2365,498
2327,539
2327,540
2327,541
2079,1010
2123,46
2123,47
2123,48
2123,49
2123,50
2123,51
2123,52
2123,188
2123,189
2123,190
2123,195
2123,196
2123,197
2123,198
2251,1
2251,1014
2264,1836
2285,832
2384,632
2384,1010
2384,635
2107,825
2107,826
2393,582
2362,813
2352,1602
2177,830
2177,498
2177,497
2177,825
2177,834
2177,835
2177,46
2177,813
2177,51
2179,1676
2181,1528
2181,1526
2064,783
2064,784
2064,785
2064,786
2064,787
2051,325
2051,326
2027,1325
2209,762
2209,763
2355,815
2355,816
2103,1010
2294,783
2294,784
2294,785
2097,1134
2394,1396
2394,1399
2394,1398
2394,1397
2394,1231
2382,1968
2382,538
2382,1860
2382,1634
2173,813
2173,814
2129,234
2129,237
2129,240
2351,1163
2351,1905
2351,902
2170,1463
2170,1462
2077,538
2354,633
2354,1360
2390,1163
2390,1905
2390,902
2390,926
2391,234
2391,902
2275,538
2366,1398
2366,1399
2255,245
2042,1905
2042,902
2042,926
2042,1269
2042,1268
2020,453
2265,1014
2265,632
2102,44
2236,736
2383,567
2383,538
2336,1968
2061,1270
2291,1905
2054,538
2054,567
2057,1141
2337,815
2337,816
2201,872
2189,1801
2228,49
2228,830
2228,813
2228,825
2228,51
2228,831
2228,829
2228,50
2228,835
2228,498
2228,834
2228,46
2228,47
2228,48
2228,497
2228,499
2023,876
2023,349
2023,749
2023,747
2023,748
2023,751
2023,752
2289,345
2289,346
2289,347
2289,830
2289,831
2289,825
2289,826
2289,827
2289,813
2289,46
2289,47
2289,48
2289,49
2289,50
2289,51
2318,359
2325,783
2325,784
2325,786
2331,325
2331,326
2331,1165
2331,1158
2331,407
2333,46
2333,47
2333,48
2127,1226
2373,141
2050,498
2050,830
2050,825
2050,826
2050,831
2050,833
2050,834
2050,835
2050,49
2050,50
2050,51
2050,46
2050,497
2050,813
2050,814
2050,52
2050,53
2315,1231
2203,338
2203,799
2359,1231
2037,498
2037,835
2037,830
2063,572
2063,573
2033,527
2033,528
2202,874
2196,633
2346,498
2303,832
2130,1527
2130,342
2130,343
2130,65
2130,1400
2273,632
2273,1010
2273,635
2273,1361
2273,1362
2273,1014
2273,624
2273,980
2273,605
2273,1729
2230,1526
2230,1010
2230,1014
2230,1361
2230,1362
2230,633
2270,783
2270,784
2270,785
2270,786
2270,787
2072,1
2072,1126
2072,782
2072,1801
2072,326
2072,1134
2072,1135
2072,1146
2072,221
2151,49
2055,632
2055,1010
2055,635
2278,65
2278,1158
2278,1526
2395,46
2395,49
2395,50
2395,47
2395,48
2395,51
2146,347
2146,345
2146,346
2146,348
2227,572
2206,1556
2059,124
2332,1848
2246,1556
2290,447
2274,1134
2128,411
2172,572
2133,573
2133,572
2280,1163
2392,1399
2392,1452
2392,1400
2392,1396
2142,1516
2142,1658
2142,1659
2184,338
2388,1773
2126,411
2126,1516
2126,1526
2126,1527
2126,1830
2100,1205
2147,1702
2147,783
2075,1205
2075,1010
2075,1634
2328,986
2328,987
2385,181
2372,986
2372,987
2372,988
2372,1951
2310,632
2310,1010
2310,635
2310,1014
2310,1361
2310,1362
2310,622
2310,623
2310,1860
2310,1318
2310,564
2310,1586
2310,181
2310,1160
2310,1
2310,1634
2293,1
2293,1014
2293,1634
2293,1860
2293,633
2293,622
2293,623
2293,624
2293,625
2293,1071
2293,1801
2293,1126
2293,1010
2293,1361
2114,1631
2292,1905
2292,1556
2374,1134
2374,1135
2106,181
2106,1586
2106,1740
2028,538
2028,567
2028,569
2211,527
2211,528
2092,1462
2092,1464
2092,1463
2389,583
2088,1462
2269,327
2269,328
2195,632
2195,1010
2195,635
2195,622
2195,623
2195,624
2195,625
2195,1014
2253,632
2253,1010
2253,635
2253,622
2253,623
2253,624
2253,633
2253,1071
2253,1126
2253,1801
2111,1383
2338,1773
2350,46
2350,47
2350,48
2212,188
2212,189
2212,190
2212,195
2212,196
2212,197
2212,198
2250,46
2226,1289
2238,49
2208,338
2257,572
2257,573
2049,19
2049,559
2049,824
2049,1074
2049,1077
2049,1376
2049,1410
2049,1663
2049,823
2049,69
2049,681
2049,451
2101,1464
2317,49
2062,986
2062,987
2062,1558
2062,988
2247,538
2237,783
2237,785
2237,784
2157,1830
2157,45
2157,1
2157,1951
2157,986
2157,1205
2157,1516
2157,1822
2157,1859
2157,1838
2157,1839
2157,1840
2157,1844
2157,1860
2157,1871
2157,1872
2157,1954
2157,1955
2157,1147
2157,2011
2157,2
2157,20
2157,21
2157,176
2157,177
2157,181
2157,215
2157,216
2157,217
2157,218
2157,219
2157,220
2157,221
2157,223
2157,325
2157,327
2157,342
2157,343
2157,396
2157,404
2157,411
2157,412
2157,538
2157,564
2157,567
2157,569
2157,622
2157,623
2157,624
2157,626
2157,632
2157,633
2157,635
2157,1231
2157,657
2157,770
2157,771
2157,782
2157,876
2157,877
2157,942
2157,946
2157,947
2157,980
2157,987
2157,988
2157,1010
2157,1014
2157,1069
2157,1071
2157,1126
2157,1135
2157,1136
2157,1138
2157,1139
2157,1141
2157,1142
2157,1143
2157,1144
2157,1146
2157,1148
2157,1149
2157,1151
2157,1154
2157,1155
2157,1156
2157,1157
2157,1159
2157,1162
2157,1163
2157,1164
2157,1166
2157,1168
2157,1173
2157,1177
2157,1179
2157,1211
2157,1212
2157,1230
2157,1244
2157,1245
2157,1246
2157,1247
2157,1318
2157,1319
2157,1320
2157,1335
2157,1336
2157,1337
2157,1339
2157,1338
2157,1361
2157,1362
2157,1366
2157,1385
2157,1398
2157,1399
2157,1406
2157,1411
2157,1412
2157,1452
2157,1453
2157,1454
2157,1455
2157,1512
2157,1512
2157,1513
2157,1514
2157,1515
2157,1519
2157,1520
2157,1521
2157,1517
2157,1528
2157,1529
2157,1530
2157,1531
2157,1532
2157,1534
2157,1538
2157,1557
2157,1558
2157,1586
2157,1634
2157,1647
2157,1648
2157,1659
2157,1664
2157,1726
2157,1740
2157,1741
2157,1801
2256,153
2370,1205
2156,793
2156,1010
2185,830
2099,1396
2099,1398
2019,783
2240,582
2240,837
2324,42
2040,1014
2040,1205
2040,1634
2040,1361
2040,633
2160,582
2307,633
2169,155
2314,1307
2073,1556
2168,1905
2168,237
2168,1269
2168,1268
2168,1115
2021,1556
2364,572
