Drug A,Drug B,Cell Line Name,Score
AXITINIB,PACLITAXEL,T-47D,-16.61
ROMIDEPSIN,DASATINIB,KM12,-44.75
ABIRATERONE,CRIZOTINIB,A-498,-39.94
MITOTANE,THALIDOMIDE,HT-29,1.57
VEMURAFENIB,IMATINIB,TK-10,-16.84
ABIRATERONE,NILOTINIB,NCI-H522,-0.6
VEMURAFENIB,FULVESTRANT,LOX-IMVI,-2.93
VEMURAFENIB,DOCETAXEL,OVCAR-5,-50.04
CRIZOTINIB,MITOTANE,PC-3,-38.37
ABIRATERONE,SORAFENIB,A-498,-15.88
VANDETANIB,ARSENIC TRIOXIDE,EKVX,-18.99
RUXOLITINIB,FULVESTRANT,UACC-257,0.94
GEFITINIB,ROMIDEPSIN,MOLT-4,-20.76
RALOXIFENE,FULVESTRANT,NCI-H460,-2.95
VEMURAFENIB,MITOTANE,SK-MEL-2,4.43
LENALIDOMIDE,IMATINIB,COLO 205,-0.95
SUNITINIB,DASATINIB,T-47D,1.1025
TRETINOIN,PACLITAXEL,SNB-75,8.29
RALOXIFENE,DASATINIB,SN12C,-16.79
VEMURAFENIB,DASATINIB,M14,-0.17
ABIRATERONE,ROMIDEPSIN,SK-OV-3,-30.15
CELECOXIB,PACLITAXEL,SK-MEL-5,-41.99
MEGESTROL ACETATE,PACLITAXEL,SK-MEL-2,-47.22
ROMIDEPSIN,MITOTANE,COLO 205,-0.54
VEMURAFENIB,DASATINIB,MOLT-4,-60.26
VANDETANIB,ARSENIC TRIOXIDE,TK-10,-25.67
RALOXIFENE,NILOTINIB,BT-549,-3.57
DASATINIB,ARSENIC TRIOXIDE,KM12,1.65
GEFITINIB,SUNITINIB,T-47D,-1.02
VEMURAFENIB,PACLITAXEL,MOLT-4,-39.82
CELECOXIB,SUNITINIB,RPMI-8226,-3.38
CRIZOTINIB,LAPATINIB,SR,-2.24
VANDETANIB,LENALIDOMIDE,NCI-H322M,-16.19
CRIZOTINIB,MITOTANE,NCI-H460,-15.23
VISMODEGIB,GEFITINIB,SW620,-1.69
GEFITINIB,MITOTANE,ACHN,-18.56
VANDETANIB,VISMODEGIB,SK-MEL-2,2.24
MEGESTROL ACETATE,SUNITINIB,ACHN,-71.78
CELECOXIB,ROMIDEPSIN,786-O,-29.37
RALOXIFENE,THALIDOMIDE,NCI-H322M,0.47
IMATINIB,THALIDOMIDE,CCRF-CEM,-2.91
ABIRATERONE,DASATINIB,DU145,2.1
PACLITAXEL,THALIDOMIDE,EKVX,-68.38
CELECOXIB,ARSENIC TRIOXIDE,786-O,-20.9
ERLOTINIB,DASATINIB,SK-MEL-30,-11.4625
RUXOLITINIB,TRETINOIN,SK-OV-3,-4.66
VANDETANIB,VISMODEGIB,786-O,2.32
IMATINIB,DOCETAXEL,UACC-257,-15.33
GEFITINIB,THALIDOMIDE,HOP-92,-10.5
GEFITINIB,DASATINIB,SW620,3.26
VANDETANIB,VISMODEGIB,PC-3,-1.48
PACLITAXEL,SORAFENIB,VCaP,0.0224999999999999
VANDETANIB,AXITINIB,PC-3,-3.77
IMATINIB,FULVESTRANT,OVCAR-3,-3.7
CRIZOTINIB,VANDETANIB,KM12,-24.27
DASATINIB,LAPATINIB,OVCAR-4,-6.74
ROMIDEPSIN,PELITINIB,TC-71,-20.431
RUXOLITINIB,SUNITINIB,NCI-H322M,0.16
VEMURAFENIB,VEMURAFENIB,M14,0.7
ABIRATERONE,ROMIDEPSIN,786-O,-52.13
TRETINOIN,THALIDOMIDE,MDA-MB-468,-2.67
MITOTANE,NILOTINIB,RPMI-8226,-2.2
MEGESTROL ACETATE,NILOTINIB,MOLT-4,0.46
SORAFENIB,THALIDOMIDE,PC-3,-0.87
VANDETANIB,FULVESTRANT,MDA-MB-231,-4.04
PACLITAXEL,DASATINIB,OVCAR-5,1.59
GEFITINIB,SORAFENIB,SK-OV-3,-3.41
TRETINOIN,SORAFENIB,IGROV-1,1.65
DASATINIB,MITOTANE,TK-10,-92.9
GEFITINIB,CELECOXIB,TK-10,-11.51
GEFITINIB,DOCETAXEL,HCT 116,1.64
SUNITINIB,ARSENIC TRIOXIDE,Caki-1,-4.77
ERLOTINIB,DASATINIB,RPMI-7951,2.8175
ABIRATERONE,RALOXIFENE,UACC-62,1.23
PACLITAXEL,MITOTANE,UACC-62,2.61
VISMODEGIB,SUNITINIB,SF539,-0.27
MEGESTROL ACETATE,FULVESTRANT,BT-549,-7.24
VANDETANIB,THALIDOMIDE,RPMI-8226,11.44
LENALIDOMIDE,GEFITINIB,CCRF-CEM,-3.87
GEFITINIB,ROMIDEPSIN,BT-549,-6.53
GEFITINIB,CRIZOTINIB,SK-OV-3,-2.94
VANDETANIB,MITOTANE,SW620,-12.06
LENALIDOMIDE,SUNITINIB,LOX-IMVI,-4.37
CRIZOTINIB,DASATINIB,IGROV-1,20.12
VANDETANIB,AXITINIB,M14,-0.84
PACLITAXEL,DOCETAXEL,SR,-2.5
LENALIDOMIDE,SORAFENIB,HCT 15,-13.56
RUXOLITINIB,ARSENIC TRIOXIDE,HT-29,-78.8
VEMURAFENIB,TRETINOIN,RXF 393L,2.56
RALOXIFENE,MITOTANE,SF295,0.02
RALOXIFENE,CRIZOTINIB,NCI-H322M,-10.97
LAPATINIB,FULVESTRANT,UO-31,-13.34
VEMURAFENIB,NILOTINIB,RPMI-8226,3.54
AXITINIB,DOCETAXEL,OVCAR-5,-34.35
ABIRATERONE,IMATINIB,HCT 116,-8.23
TRETINOIN,ROMIDEPSIN,IGROV-1,-32.73
AXITINIB,ABIRATERONE,UACC-62,-3.12
AXITINIB,SORAFENIB,RXF 393L,-10.41
MEGESTROL ACETATE,CRIZOTINIB,SR,-33.37
CELECOXIB,LAPATINIB,UO-31,-9.63
NILOTINIB,ARSENIC TRIOXIDE,NCI-H226,-5.37
VEMURAFENIB,GEFITINIB,SNB-75,0.21
VISMODEGIB,GEFITINIB,RXF 393L,6.81
RALOXIFENE,ABIRATERONE,K-562,-5.9
VEMURAFENIB,RUXOLITINIB,NCI-H226,-11.41
LENALIDOMIDE,PACLITAXEL,HOP-92,-15.9
VANDETANIB,MITOTANE,SK-MEL-2,3.57
VANDETANIB,DASATINIB,OVCAR-3,2.27
ABIRATERONE,SORAFENIB,HCT 15,-8.15
RUXOLITINIB,DASATINIB,HOP-62,11.63
ABIRATERONE,FULVESTRANT,A-498,-4.07
CRIZOTINIB,LENALIDOMIDE,LOX-IMVI,-4.78
PACLITAXEL,GELDANAMYCIN,VCaP,-42.7125
CRIZOTINIB,RUXOLITINIB,EKVX,-5.33
TRETINOIN,FULVESTRANT,K-562,-1.05
DASATINIB,MITOTANE,SNB-75,-4.06
VISMODEGIB,ARSENIC TRIOXIDE,HCT 116,-7.42
THALIDOMIDE,ARSENIC TRIOXIDE,UO-31,-10.37
TRETINOIN,SORAFENIB,A-549,-6.72
LENALIDOMIDE,SORAFENIB,COLO 205,-3.69
VANDETANIB,SUNITINIB,RXF 393L,-2.88
ABIRATERONE,GEFITINIB,OVCAR-5,3.31
VEMURAFENIB,FULVESTRANT,HCT 15,-6.11
VISMODEGIB,IMATINIB,NCI-H522,-12.3
VANDETANIB,RUXOLITINIB,SK-OV-3,-0.99
VINBLASTINE,SUNITINIB,NCI-H1650,-1.88
VANDETANIB,SUNITINIB,IGROV-1,-0.92
MEGESTROL ACETATE,VEMURAFENIB,IGROV-1,-29.12
VISMODEGIB,AXITINIB,U-251MG,4.8
IMATINIB,PACLITAXEL,SF268,-9.38
VEMURAFENIB,THALIDOMIDE,NCI-H522,8.36
RUXOLITINIB,ARSENIC TRIOXIDE,MCF-7,-8.62
CRIZOTINIB,RALOXIFENE,NCI-H522,-0.93
NILOTINIB,PACLITAXEL,HCT 15,-3.99
TRETINOIN,SORAFENIB,KM12,5.75
ROMIDEPSIN,FULVESTRANT,OVCAR-5,-6.9
NILOTINIB,SORAFENIB,BT-549,-0.06
VISMODEGIB,DOCETAXEL,OVCAR-3,-0.72
LENALIDOMIDE,CELECOXIB,NCI-H226,1.25
VEMURAFENIB,CELECOXIB,UACC-62,-13.72
CRIZOTINIB,RUXOLITINIB,OVCAR-4,1.33
PANOBINOSTAT,LINSITINIB,TC-71,1.674
VISMODEGIB,RALOXIFENE,DU145,7.15
IMATINIB,DASATINIB,HCC2998,-24.81
VISMODEGIB,NILOTINIB,T-47D,1.44
LENALIDOMIDE,GEFITINIB,HT-29,16.22
AXITINIB,NILOTINIB,Hs 578T,-3.79
PACLITAXEL,GELDANAMYCIN,UWB1.289,-29.535
VINBLASTINE,SUNITINIB,SK-OV-3,3.6425
AXITINIB,THALIDOMIDE,OVCAR-5,6.55
NPS2143,RUXOLITINIB,L-1236,-16.49
NINTEDANIB,LENVATINIB,TC-71,-9.388
DOCETAXEL,ARSENIC TRIOXIDE,HOP-62,3.17
AXITINIB,MITOTANE,HCC2998,-43.05
GEFITINIB,SORAFENIB,SK-MEL-28,-7.63
ABIRATERONE,RALOXIFENE,NCI-H23,0.32
PELITINIB,PANOBINOSTAT,TC-71,-14.3635
LENALIDOMIDE,LAPATINIB,NCI-H226,-4.81
VISMODEGIB,GEFITINIB,DU145,4.0
RALOXIFENE,LENALIDOMIDE,HCT 116,3.14
ROMIDEPSIN,THALIDOMIDE,U-251MG,-47.73
PACLITAXEL,GELDANAMYCIN,A-427,-2.64
GEFITINIB,DASATINIB,NCI-H460,2.81
SUNITINIB,LAPATINIB,A2780,10.96
VANDETANIB,LAPATINIB,IGROV-1,0.42
METFORMIN,DASATINIB,NCI-H520,0.8
NILOTINIB,DOCETAXEL,RXF 393L,0.94
RALOXIFENE,DOCETAXEL,SR,-37.14
RUXOLITINIB,CRIZOTINIB,M14,-0.47
VEMURAFENIB,GEFITINIB,MCF-7,4.85
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SK-MEL-5,-78.02
NILOTINIB,ROMIDEPSIN,A-498,-77.62
RALOXIFENE,RUXOLITINIB,EKVX,1.89
RALOXIFENE,FULVESTRANT,NCI-H322M,4.4
DASATINIB,SORAFENIB,NCI-H522,-10.64
METFORMIN,SORAFENIB,RKO,-44.79
FULVESTRANT,DOCETAXEL,NCI-H460,-0.17
CRIZOTINIB,ABIRATERONE,Caki-1,6.43
SUNITINIB,MITOTANE,SNB-75,-1.22
CRIZOTINIB,THALIDOMIDE,SF268,-36.95
VISMODEGIB,IMATINIB,MDA-MB-231,-1.32
AXITINIB,ROMIDEPSIN,NCI-H226,-67.87
DOCETAXEL,SORAFENIB,NCI-H460,-26.61
TRETINOIN,DASATINIB,MOLT-4,-71.04
ABIRATERONE,VISMODEGIB,PC-3,-4.57
TRETINOIN,DOCETAXEL,OVCAR-4,9.92
DOCETAXEL,SORAFENIB,RXF 393L,6.21
CRIZOTINIB,IMATINIB,HT-29,-34.99
RALOXIFENE,DOCETAXEL,786-O,-34.41
RUXOLITINIB,GEFITINIB,Hs 578T,1.98
RALOXIFENE,NILOTINIB,T-47D,-0.53
RALOXIFENE,THALIDOMIDE,MOLT-4,2.03
VANDETANIB,THALIDOMIDE,UACC-257,1.58
ABIRATERONE,SUNITINIB,MDA-MB-468,4.47
VANDETANIB,PACLITAXEL,HCT 116,-11.63
GEFITINIB,NILOTINIB,RXF 393L,-1.59
LAPATINIB,ARSENIC TRIOXIDE,M14,-4.0
GEFITINIB,SUNITINIB,COLO 205,9.13
PACLITAXEL,ARSENIC TRIOXIDE,HOP-92,-7.69
VANDETANIB,ROMIDEPSIN,SR,-66.27
AXITINIB,VEMURAFENIB,HOP-62,-0.21
GEFITINIB,DASATINIB,HCC2998,-5.24
SNX5422,RUXOLITINIB,L-428,2.3725
RALOXIFENE,DOCETAXEL,UO-31,1.23
IMATINIB,SORAFENIB,MOLT-4,-7.89
VEMURAFENIB,NILOTINIB,LOX-IMVI,-13.49
MEGESTROL ACETATE,DASATINIB,SW620,-6.15
LENALIDOMIDE,IMATINIB,SK-OV-3,-1.46
ROMIDEPSIN,SORAFENIB,NCI-H522,-30.67
ABIRATERONE,THALIDOMIDE,CCRF-CEM,-7.81
AXITINIB,ARSENIC TRIOXIDE,SF295,-10.84
ABIRATERONE,TRETINOIN,SK-MEL-2,2.22
DEXAMETHASONE,GELDANAMYCIN,LoVo,-10.02
VISMODEGIB,ROMIDEPSIN,SN12C,-26.45
LAPATINIB,ARSENIC TRIOXIDE,HCC2998,4.65
RALOXIFENE,VEMURAFENIB,786-O,1.14
RUXOLITINIB,SORAFENIB,HOP-62,-15.46
DASATINIB,ARSENIC TRIOXIDE,IGROV-1,-5.92
ABIRATERONE,SORAFENIB,TK-10,-17.24
ROMIDEPSIN,THALIDOMIDE,M14,-56.27
GEFITINIB,SUNITINIB,SK-MEL-5,-3.42
LENALIDOMIDE,SORAFENIB,Hs 578T,-38.72
VISMODEGIB,AXITINIB,A-498,1.06
AXITINIB,IMATINIB,SK-MEL-28,-1.73
CELECOXIB,FULVESTRANT,NCI-H322M,-0.47
CRIZOTINIB,VANDETANIB,CCRF-CEM,-6.56
RALOXIFENE,RUXOLITINIB,KM12,-11.1
CELECOXIB,ROMIDEPSIN,RPMI-8226,-70.44
RUXOLITINIB,AXITINIB,PC-3,1.64
ABIRATERONE,SUNITINIB,T-47D,-3.44
CRIZOTINIB,SUNITINIB,CCRF-CEM,-10.9
MEGESTROL ACETATE,THALIDOMIDE,HT-29,-3.3
AXITINIB,CELECOXIB,MDA-MB-231,-6.12
VEMURAFENIB,AXITINIB,COLO 205,-9.75
RUXOLITINIB,CELECOXIB,U-251MG,-0.22
MEGESTROL ACETATE,NILOTINIB,SF539,-1.45
METFORMIN,SORAFENIB,NCI-H520,-0.0500000000000002
RUXOLITINIB,AXITINIB,SNB-75,-2.94
ABIRATERONE,LENALIDOMIDE,HCC2998,-46.89
VANDETANIB,NILOTINIB,HOP-62,-1.1
RALOXIFENE,MITOTANE,HCT 116,-1.21
MEGESTROL ACETATE,FULVESTRANT,ACHN,-4.89
IVACAFTOR,RUXOLITINIB,L-1236,-24.243
DASATINIB,ARSENIC TRIOXIDE,SN12C,-0.01
LENALIDOMIDE,VEMURAFENIB,MOLT-4,-4.91
GEFITINIB,IMATINIB,IGROV-1,-19.35
ROMIDEPSIN,LAPATINIB,Caki-1,-1.61
VISMODEGIB,DASATINIB,LOX-IMVI,-14.92
VISMODEGIB,SORAFENIB,SK-MEL-28,-43.56
CELECOXIB,ROMIDEPSIN,UACC-257,-75.19
LENALIDOMIDE,THALIDOMIDE,OVCAR-4,1.04
LAPATINIB,THALIDOMIDE,SF539,-0.76
MEGESTROL ACETATE,TRETINOIN,HOP-92,6.82
TRETINOIN,SUNITINIB,HT-29,-3.74
VANDETANIB,AXITINIB,NCI-H322M,-10.7
METFORMIN,GELDANAMYCIN,NCI-H23,-12.5575
VINBLASTINE,SORAFENIB,RPMI-7951,-2.41
VISMODEGIB,GEFITINIB,K-562,13.77
GEFITINIB,PACLITAXEL,SF268,-5.41
AXITINIB,LENALIDOMIDE,CCRF-CEM,-16.91
VISMODEGIB,THALIDOMIDE,OVCAR-8,7.44
AXITINIB,VEMURAFENIB,TK-10,-9.24
RALOXIFENE,ROMIDEPSIN,Hs 578T,-61.94
VISMODEGIB,RALOXIFENE,786-O,5.01
SUNITINIB,ERLOTINIB,SW620,27.26
AXITINIB,MITOTANE,Caki-1,-6.71
VANDETANIB,MEGESTROL ACETATE,TK-10,-29.99
LENALIDOMIDE,ROMIDEPSIN,SK-MEL-5,-58.11
VEMURAFENIB,RALOXIFENE,OVCAR-8,3.1
VEMURAFENIB,RUXOLITINIB,SK-MEL-28,-23.45
RALOXIFENE,VEMURAFENIB,MDA-MB-468,1.585
DOCETAXEL,BARDOXOLONE METHYL,TC-71,-1.6
CELECOXIB,NILOTINIB,A-498,-0.86
MEGESTROL ACETATE,FULVESTRANT,SK-MEL-2,1.67
AXITINIB,SUNITINIB,MOLT-4,-0.97
ABIRATERONE,LAPATINIB,NCI-H226,-5.38
RUXOLITINIB,CELECOXIB,SNB-75,-5.05
LENALIDOMIDE,IMATINIB,Hs 578T,0.1
MEGESTROL ACETATE,VEMURAFENIB,NCI-H322M,13.15
NILOTINIB,ROMIDEPSIN,BT-549,-77.59
CABOZANTINIB,RUXOLITINIB,L-1236,-7.62
IMATINIB,ROMIDEPSIN,NCI-H322M,-103.59
IMATINIB,NILOTINIB,UACC-257,-0.43
IMATINIB,NILOTINIB,SK-MEL-5,-4.19
GEFITINIB,MEGESTROL ACETATE,NCI-H226,-12.82
DOCETAXEL,DASATINIB,M14,-0.1
GELDANAMYCIN,SORAFENIB,OV-90,1.1875
VISMODEGIB,VANDETANIB,ACHN,-21.52
AXITINIB,RUXOLITINIB,SF268,-46.84
AXITINIB,NILOTINIB,ACHN,-0.07
VISMODEGIB,GEFITINIB,HOP-92,6.28
LENALIDOMIDE,PACLITAXEL,Hs 578T,-57.18
ABIRATERONE,SUNITINIB,786-O,-6.12
NILOTINIB,ARSENIC TRIOXIDE,SK-MEL-28,-13.37
MEGESTROL ACETATE,MITOTANE,ACHN,-5.19
VEMURAFENIB,VANDETANIB,NCI-H460,1.19
VISMODEGIB,VANDETANIB,KM12,-8.0
PACLITAXEL,ARSENIC TRIOXIDE,Caki-1,-2.69
LENALIDOMIDE,LAPATINIB,SK-MEL-5,-2.89
LENALIDOMIDE,GEFITINIB,OVCAR-8,-8.65
RUXOLITINIB,RALOXIFENE,DU145,7.42
NILOTINIB,ROMIDEPSIN,T-47D,-26.5
SUNITINIB,DASATINIB,NCI-H520,8.61
CELECOXIB,IMATINIB,UACC-257,-0.28
AXITINIB,DASATINIB,MCF-7,2.42
MEGESTROL ACETATE,CELECOXIB,OVCAR-8,-3.14
DASATINIB,MITOTANE,IGROV-1,0.44
RALOXIFENE,CELECOXIB,UACC-62,2.36
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SW620,-1.53
GEFITINIB,SUNITINIB,UACC-257,6.03
CELECOXIB,LAPATINIB,MDA-MB-468,-7.4
CELECOXIB,ROMIDEPSIN,ACHN,-52.0
VISMODEGIB,FULVESTRANT,OVCAR-5,0.68
CRIZOTINIB,CELECOXIB,HT-29,-37.74
TRETINOIN,FULVESTRANT,UO-31,-1.98
NILOTINIB,ARSENIC TRIOXIDE,MCF-7,-8.83
RALOXIFENE,FULVESTRANT,UACC-257,-3.93
CRIZOTINIB,FULVESTRANT,OVCAR-4,1.28
PACLITAXEL,GELDANAMYCIN,SW837,-1.7175000000000002
CRIZOTINIB,VISMODEGIB,SN12C,0.12
VISMODEGIB,THALIDOMIDE,NCI-H460,-2.5
RUXOLITINIB,MITOTANE,KM12,-8.54
VANDETANIB,VEMURAFENIB,LOX-IMVI,4.06
VANDETANIB,PACLITAXEL,KM12,-28.95
RUXOLITINIB,VISMODEGIB,MCF-7,1.66
GEFITINIB,TRETINOIN,ACHN,8.69
LENALIDOMIDE,SORAFENIB,A-549,-7.55
DOCETAXEL,SUNITINIB,NCI-H23,9.29
CELECOXIB,DASATINIB,HCC2998,-5.17
RUXOLITINIB,MEGESTROL ACETATE,MDA-MB-231,-39.59
VANDETANIB,TRETINOIN,NCI-H460,2.9
SORAFENIB,MITOTANE,OVCAR-3,5.14
PACLITAXEL,MITOTANE,MDA-MB-468,-3.88
SORAFENIB,THALIDOMIDE,SK-MEL-28,2.02
AXITINIB,MITOTANE,RPMI-8226,1.47
VEMURAFENIB,ARSENIC TRIOXIDE,SK-OV-3,-4.97
AXITINIB,NILOTINIB,T-47D,1.45
VISMODEGIB,RALOXIFENE,OVCAR-5,5.22
RALOXIFENE,DOCETAXEL,OVCAR-8,-32.35
CRIZOTINIB,THALIDOMIDE,IGROV-1,-35.33
LENALIDOMIDE,GEFITINIB,SK-MEL-2,-5.24
GEFITINIB,IMATINIB,UO-31,-8.2
CRIZOTINIB,AXITINIB,A-549,-2.46
VISMODEGIB,VANDETANIB,NCI-H322M,-5.95
RUXOLITINIB,CRIZOTINIB,SW620,-5.2
FULVESTRANT,THALIDOMIDE,786-O,0.48
THALIDOMIDE,ARSENIC TRIOXIDE,NCI-H522,-26.9
RUXOLITINIB,MITOTANE,RXF 393L,-19.42
FULVESTRANT,THALIDOMIDE,RXF 393L,-0.44
RUXOLITINIB,ABIRATERONE,OVCAR-5,-6.54
OBATOCLAX,RUXOLITINIB,L-1236,-5.2235
AXITINIB,MITOTANE,UACC-62,-21.94
ABIRATERONE,DASATINIB,M14,-8.91
ABIRATERONE,FULVESTRANT,HOP-92,0.36
VINBLASTINE,GELDANAMYCIN,NCI-H520,-9.3425
GEFITINIB,LAPATINIB,CCRF-CEM,3.41
ABIRATERONE,ARSENIC TRIOXIDE,PC-3,-0.74
GEFITINIB,CELECOXIB,SF295,-3.06
RALOXIFENE,IMATINIB,IGROV-1,-1.08
VISMODEGIB,LENALIDOMIDE,CCRF-CEM,-13.54
SORAFENIB,ARSENIC TRIOXIDE,OVCAR-8,-38.77
VEMURAFENIB,VISMODEGIB,UO-31,5.23
METFORMIN,SORAFENIB,A-375,-46.2825
ABIRATERONE,TRETINOIN,SNB-75,0.15
VANDETANIB,VEMURAFENIB,SR,-10.78
CRIZOTINIB,TRETINOIN,UACC-257,-2.63
RALOXIFENE,IMATINIB,EKVX,-0.92
CELECOXIB,NILOTINIB,SK-MEL-5,-4.19
VISMODEGIB,AXITINIB,CCRF-CEM,-10.01
VEMURAFENIB,THALIDOMIDE,SK-MEL-28,-25.17
NILOTINIB,THALIDOMIDE,EKVX,-4.63
VISMODEGIB,VEMURAFENIB,NCI-H23,-4.97
DOCETAXEL,MITOTANE,HOP-62,-1.45
VANDETANIB,RUXOLITINIB,TK-10,0.04
CELECOXIB,SORAFENIB,SK-OV-3,-1.63
MEGESTROL ACETATE,FULVESTRANT,HCT 116,-4.82
VANDETANIB,ROMIDEPSIN,HCC2998,-15.51
ABIRATERONE,GEFITINIB,CCRF-CEM,-28.41
CELECOXIB,SUNITINIB,OVCAR-8,-1.04
IMATINIB,SUNITINIB,MOLT-4,0.42
NILOTINIB,SORAFENIB,RPMI-8226,-8.32
ABIRATERONE,DASATINIB,UACC-62,5.53
RUXOLITINIB,DOCETAXEL,NCI-H460,-9.13
VISMODEGIB,SORAFENIB,PC-3,-7.14
LENALIDOMIDE,FULVESTRANT,NCI-H322M,2.24
DEXAMETHASONE,SORAFENIB,HT-144,-17.485
DOCETAXEL,DASATINIB,HCT 116,-6.84
RALOXIFENE,DASATINIB,SF295,-24.91
RALOXIFENE,CRIZOTINIB,TK-10,-2.75
AXITINIB,RALOXIFENE,SNB-75,4.5
VANDETANIB,RALOXIFENE,NCI-H23,1.99
ROMIDEPSIN,FULVESTRANT,SK-MEL-28,-19.3
RUXOLITINIB,VISMODEGIB,SF268,-2.75
VISMODEGIB,CELECOXIB,MDA-MB-468,0.63
SUNITINIB,FULVESTRANT,RXF 393L,-3.84
RUXOLITINIB,CRIZOTINIB,NCI-H460,-8.49
TRETINOIN,THALIDOMIDE,KM12,0.01
VISMODEGIB,DASATINIB,KM12,3.76
DOCETAXEL,ROMIDEPSIN,SR,-2.26
RALOXIFENE,CELECOXIB,OVCAR-5,-0.83
RUXOLITINIB,MITOTANE,BT-549,1.05
NILOTINIB,PACLITAXEL,TK-10,-50.95
RALOXIFENE,MITOTANE,SNB-75,0.28
LAPATINIB,FULVESTRANT,NCI-H226,0.56
CRIZOTINIB,IMATINIB,NCI-H226,-33.64
AXITINIB,CRIZOTINIB,A-498,-12.61
LAPATINIB,SUNITINIB,SF295,-0.86
THALIDOMIDE,ARSENIC TRIOXIDE,NCI-H322M,-16.58
VANDETANIB,NILOTINIB,A-549,-8.35
