symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231/ATCC,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
ADGRB1,1,1,1,-1,1,1,0,-1,0,-1,0,1,0,1,1,2,1,1,0,1,2,0,0,0,-1,1,1,2,1,-1,1,-1,2,1,2,1,-1,1,1,0,1,-1,0,1,0,0,0,0,-1,1,1,-1,0,0,1
ADIPOQ,0,-1,-1,0,0,1,0,1,1,-1,0,0,0,0,1,1,0,-1,0,0,0,1,0,0,-1,0,0,1,1,-1,1,1,0,1,-1,0,1,-1,-1,0,1,1,1,1,0,1,1,0,1,2,0,1,0,1,1
ADIPOR1,-1,1,0,1,1,1,0,1,0,2,0,-1,0,-1,1,0,-1,0,1,-1,0,0,2,0,1,-1,-1,0,1,1,1,-1,1,1,-1,0,1,0,1,0,1,0,0,0,-1,-1,0,1,-1,1,1,1,-1,0,-1
ADIPOR2,-1,-1,0,1,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,1,1,1,-1,-1,0,0,1,-1,0,0,1,0,0,0,-1,0,-1,-1,-1,0,1,0,0,0,-1,0,1
ADORA1,-1,1,0,1,1,1,0,1,0,2,0,-1,0,-1,1,0,-1,0,1,-1,0,0,2,0,1,-1,-1,0,1,1,1,-1,1,1,-1,0,1,0,1,0,1,0,0,0,-1,-1,0,1,-1,1,1,1,-1,0,-1
ADORA2A,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,2,-1,-1,0,0,-1,1,0,1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1
ADORA2B,0,1,1,1,1,-1,0,0,-2,0,0,0,0,1,-1,1,-1,0,-1,0,1,0,-1,0,-1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,-1,-1,1,0,0,-1,0,0,-1,2,-1,0,0,-1,-1,1,-1,1,0
ADORA3,0,-1,-1,0,1,0,0,-1,-1,0,0,0,0,-1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,-1,-1,1,0,-1,0,1,1,-1,1,1,0,1,2,1,-1,0,0,0,0,0,-1,1,1,0,1,-1
ADRA1A,-1,-1,0,0,1,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-1,0,0
ADRA1B,0,1,0,0,1,1,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,2,1,1,1,0,0,1,1,1,1,1,-1,0,1,0,1,0,1,-1,1,-1,-1,-1
ADRA1D,0,-1,1,0,0,-1,1,1,-1,1,0,-2,0,1,-1,1,0,1,-1,0,1,1,-1,0,1,1,-1,0,-1,1,-1,-1,0,1,1,1,0,1,1,0,0,-1,1,1,0,-1,1,0,1,0,1,0,1,0,1
ADRA2A,0,0,0,1,-2,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,1,1,1,1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,-1
ADRA2B,0,1,0,1,-1,0,0,0,-1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,-1,0,0,-1,0,0,-1,0,-1,0,0,-1
ADRA2C,0,-1,-1,-1,-1,1,0,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,1,-1,1,1,-2,-1,-1,-1,0,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,-1,-1,-1
ADRB1,0,1,0,1,-2,0,0,0,0,0,0,2,0,-1,0,-1,0,0,-1,0,-1,-1,0,0,-1,0,-1,-1,1,1,1,1,2,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,-1
ADRB2,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,1,2,0,1,1,1,1,1,1,-1,0,1,0,1,0,1,1,1,0,-1,-1
ADRB3,-1,-1,0,0,1,0,0,-1,0,-1,0,0,0,0,-1,1,-1,1,0,0,1,-1,-1,-1,-1,1,0,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,0,0,-1,0,0,0,1,1,0,-2,0,0
AFDN,0,-1,-1,0,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,-1,-1,-1,1,0,1,-1,0,-1,-1,0,-1,1,0,-1,0,0,-1,1,0,-2,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1
AFP,-1,-1,-1,0,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
AGAP2,-1,-1,0,1,-1,1,0,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,0,0,-1,-1,0,1,1,1,1,-1,1,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,0,1,0,-1,-1,0,1
AGER,0,-1,-1,-1,1,-1,0,-1,0,-2,0,-2,0,1,-1,1,-1,-1,1,-1,1,0,1,1,1,1,-1,0,-1,-1,1,-1,1,0,1,0,0,-1,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,-1,-1,-1,-2
AGRP,0,1,0,1,-1,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,0,1,1,-1,1,-1,1,1,0,1,-1,-1,1,-1,-1,-1,-1,2,1,-1,0,2,0,-1,-1,-1,-1,1
AGT,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,1,-1
AGTR1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,1,1,1,-1,0,0,0,2,1,-1,0,0,0,1,0,0,1,2,0,0,-1,0,2,1,-1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
AIFM2,0,0,0,1,0,1,0,0,0,-1,0,-1,0,1,1,-1,-1,0,1,0,-1,-1,-1,0,0,0,-1,0,-1,1,1,0,1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,-1,-1,-1,-2,-1,-1
AIM2,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,-1,0,1,-1,0,1,1,1,1,0,1,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
AJUBA,0,-1,0,0,-1,-1,0,0,-1,-1,0,0,0,0,1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1
AKT1,1,-1,1,1,-1,-1,2,-1,2,2,1,2,2,1,-1,1,-1,1,-1,2,2,-1,2,0,1,2,1,1,2,2,2,2,2,2,1,2,-2,-1,2,1,1,1,-1,1,2,1,1,2,1,2,1,1,2,2,2
AKT1S1,-1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,-1,1,0,1,-1,1,1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
AKT2,-1,1,1,-1,-1,-1,0,0,0,-1,0,-1,0,1,-1,0,1,0,0,0,0,0,-1,0,1,0,-1,-1,-1,-1,-1,2,1,1,-1,-1,-1,1,0,1,1,-1,1,-1,0,0,0,0,-1,-1,-1,-1,0,0,-1
AKT3,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0
ALDOA,0,1,0,1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,-1,-1,0,1,0,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,1
ALDOB,0,1,-1,0,1,0,0,1,1,-1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0,1,0,-1,-1,0,-1,0,-1,0,0,0,1,0,0,1,1,-1,1,0,0,-1,1,1,-1,-1,0
ALDOC,0,0,1,1,-1,0,0,1,0,-1,0,0,0,1,0,-1,0,0,1,0,1,0,-1,0,-1,1,0,0,-1,1,-1,1,-1,0,-1,-1,0,-1,1,1,0,-1,0,0,0,-1,-1,0,0,1,-1,1,0,0,-1
AMH,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1
AMHR2,-1,-1,0,1,-1,1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,1,-1,-1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,1,1,0,-1,0,0,1
ANAPC5,-1,-1,0,1,-1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,1,0,-1,0,-1,0,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,-1,0,0,-1,0,1,0,1,-1,0,0,1,0,0,-2,0,1
ANGPT1,2,1,1,0,1,1,0,1,1,1,0,2,0,1,1,2,1,1,0,2,2,-1,2,1,-1,1,1,1,-1,0,0,0,2,2,1,1,1,2,-1,0,1,1,1,1,1,0,0,0,1,2,1,0,2,1,2
ANGPT2,-1,-1,0,0,1,0,0,-1,0,-1,0,-1,0,-1,-1,1,-1,1,0,0,1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,0,0,0,-1,-1,0,-2,0,0
ANGPT4,0,-1,1,0,0,-1,1,1,0,1,0,0,0,1,-1,1,0,1,-1,0,0,1,-1,0,1,1,-1,0,-1,1,-1,-1,0,1,1,1,0,1,1,0,0,-1,1,1,0,-1,1,0,1,0,1,-1,1,0,1
ANGPTL4,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,0,-1
AOX1,0,1,0,1,-1,0,0,0,-1,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,0,0,-1,0,1,1,1,0,0,1,-1,0,0,1,1,0,1,0,1,-1,0,0,-1,0,1,-1,1,0,0,1,-1
APAF1,-1,-1,0,1,-1,1,0,0,0,-1,0,0,0,0,0,-1,0,0,0,1,1,0,1,0,-1,0,0,1,-1,1,-1,0,-1,0,1,1,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,0,0,-1,1,1
APBB1IP,0,1,0,0,0,0,0,-1,-1,1,0,0,0,-1,1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,0,-1,-1,0,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,-1,-1,-1,-1,-1,-1
APC,0,1,1,0,1,1,0,1,0,-1,0,0,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,0,1,1,1,-1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,-1,0,0
APC2,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1
APH1A,0,-1,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,1,-1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,-1
APH1B,-1,-1,1,0,-1,-1,0,1,0,1,0,-1,0,-1,-1,-1,1,0,0,0,0,1,1,-1,-1,0,1,0,0,1,-1,0,-1,1,-1,-1,1,0,-1,0,1,-1,-1,0,0,-1,-1,0,0,0,0,1,0,-1,-1
APLNR,0,-1,0,0,0,0,0,-1,0,-1,0,-1,0,1,0,1,1,0,0,0,1,0,-1,0,1,0,0,-1,-1,-1,1,-1,0,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,1,1,-1,0,-1,-1,1
APOA1,0,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,1,1,-2,-1,-1,-1,1
APOA2,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,-1,0,1,1,1,1,0,1,1,-1,0,1,0,1,0,1,0,0,0,-1,0,0,1,0,1,1,1,0,0,-1
APOA5,0,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,1,1,-2,-1,-1,-1,1
APOC3,0,-1,-1,0,-1,-1,0,-1,0,-1,1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,0,-1,0,1,1,-2,-1,-1,-1,1
AQP7,0,0,0,-1,1,-1,0,0,1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,2,-1,1,0,-1,-1,-1,1,-1,-1,-1
ARAP3,0,1,0,0,1,1,0,1,0,0,0,-1,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,2,1,0,-1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,-1,1,-1,-1,-1
AREG,-1,-1,-1,0,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
ARF1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1,-1
ARF6,0,-1,0,0,-1,-1,0,0,2,0,0,0,-2,0,0,-1,-1,0,-1,0,0,-1,1,1,-1,0,0,0,1,1,0,1,0,1,1,1,-1,-1,0,-1,0,0,-1,-1,0,0,0,0,0,1,-1,0,-1,0,-1
ARHGDIA,0,0,1,1,-1,1,0,1,0,1,0,1,0,1,1,-1,-1,0,0,-1,1,0,-1,0,-1,1,0,0,-1,1,1,0,1,1,-1,1,0,-1,1,1,1,1,0,2,2,0,-1,0,1,1,1,1,-1,0,-1
ARHGDIB,0,-1,1,2,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,1,2,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,1,-1,-1,-1,0,1,-2,0,0,1,1,1
ARHGDIG,0,-1,-1,1,-1,-1,0,-1,-1,-1,0,-2,0,-1,-1,-1,-1,0,0,0,0,0,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,-1,1,-1,-1,1,-1,0,1,-1,0,-1,-1,-1,-1,-1,-1,1
ARHGEF12,0,-1,-1,0,-1,-1,0,0,0,-1,1,-1,0,-1,-1,0,1,0,0,0,1,-1,-2,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,-1,-1,2,0,-1,-1,-1,-1,-1,0,-1,0,1,2,-2,-1,-1,-1,1
ARNT,0,1,0,1,1,1,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,1,1,1,1,1,2,1,-1,1,1,0,1,0,1,0,0,1,2,0,0,1,0,1,1,1,1,0,-2
