Drug A,Drug B,Cell Line Name,Study Name,Score,Pred Score
Vismodegib,Romidepsin,SF-295,ALMANAC,-30.2202247503139,-25.27939987182617
Vandetanib,Crizotinib,SK-MEL-2,ALMANAC,-1.06226181676605,-6.17768669128418
Sunitinib,Fulvestrant,SW-620,ALMANAC,-1.83827364180894,-2.275923490524292
Ruxolitinib,Lapatinib,SR,ALMANAC,-6.59217478414673,-4.701087951660156
Vismodegib,Lenalidomide,NCIH23,ALMANAC,-2.39578495140557,-3.008053541183472
raloxifene,Vorinostat,NCI-H460,ALMANAC,-4.60754787132577,-8.188013076782227
Linsitinib,Lapatinib,UACC62,FRIEDMAN,-4.91395550102772,-2.141401767730713
Lapatinib,Lenalidomide,MZ-MEL-2,FRIEDMAN,-1.46318843368382,-10.194602966308594
Nilotinib,Romidepsin,SW-620,ALMANAC,-38.1304741265859,-17.60059356689453
Fingolimod,Dasatinib,LB2518-MEL,FRIEDMAN,-1.55470567933576,-14.692770957946776
Gefitinib,Lapatinib,SNB-75,ALMANAC,3.97210414445297,-3.7844526767730713
raloxifene,Fulvestrant,NCIH23,ALMANAC,-6.46329261101688,-1.29155170917511
MEGESTROL ACETATE,celecoxib,HT29,ALMANAC,-10.3227629105655,-3.5394179821014404
mitotane,thalidomide,MCF7,ALMANAC,-0.0192381791935392,-8.808032989501953
VX-702,SNS-032,LOX IMVI,FRIEDMAN,-23.1261025793134,2.8998539447784424
Lapatinib,Midostaurin,UACC-257,FRIEDMAN,1.78056087246414,-1.049715876579285
MEGESTROL ACETATE,Nilotinib,OVCAR-8,ALMANAC,3.72039832525587,-4.66888952255249
Abiraterone,Imatinib,SR,ALMANAC,-12.6076433166284,-4.442781448364258
Crizotinib,Nilotinib,PC-3,ALMANAC,4.87365496323805,-2.4081926345825195
Vorinostat,thalidomide,NCI-H522,ALMANAC,-14.4021906273971,-9.57805061340332
metformin,Dasatinib,MDAMB436,ONEIL,1.9806048133258949,-9.999464988708496
Dasatinib,Lenalidomide,WM115,FRIEDMAN,3.04649097895538,-7.167085647583008
celecoxib,Sorafenib,SR,ALMANAC,-5.72774283321265,-6.670801639556885
vinblastine,Dasatinib,UWB1289,ONEIL,4.0548594497029695,-2.9236598014831543
Gefitinib,Vorinostat,NCIH23,ALMANAC,-0.52931988027588,-4.44917631149292
Tideglusib,Pioglitazone,LOX IMVI,FRIEDMAN,-2.28714496122927,-4.049122333526611
Vismodegib,thalidomide,A498,ALMANAC,6.28790909570373,-4.92031192779541
raloxifene,Fulvestrant,OVCAR-5,ALMANAC,-0.940071014114186,-2.4948484897613525
Romidepsin,Dasatinib,MDA-MB-468,ALMANAC,-39.6326137478845,-30.815704345703125
celecoxib,mitotane,SNB-75,ALMANAC,-3.04239445034279,-4.117754459381104
Linsitinib,Cediranib,WT2-iPS,FRIEDMAN,-10.6695789416602,-1.0661258697509766
Imatinib,mitotane,T-47D,ALMANAC,-7.48637636168103,-16.958805084228516
Erlotinib,Lenalidomide,RVH-421,FRIEDMAN,-2.65747778569578,-13.449164390563965
Enzastaurin,Sunitinib,LB2518-MEL,FRIEDMAN,-25.54625680581,-5.9310808181762695
Gefitinib,Sunitinib,OVCAR-4,ALMANAC,1.391862478101,-3.0061349868774414
Vatalanib,Lenalidomide,MeWo,FRIEDMAN,4.50695049356785,-8.857922554016113
Gefitinib,Fulvestrant,SW-620,ALMANAC,-1.53648994080463,-2.8837485313415527
Palbociclib,Dasatinib,IST-MEL1,FRIEDMAN,3.58925089100684,-2.509753942489624
Vismodegib,Sunitinib,Mel Ho,FRIEDMAN,-10.2162502869968,-5.114644527435303
Lenalidomide,Sorafenib,BT-549,ALMANAC,2.66244496366878,-7.588070392608643
raloxifene,Romidepsin,A498,ALMANAC,-13.4690161425535,-34.791107177734375
Vismodegib,paclitaxel,ACHN,ALMANAC,-18.3166256172314,-9.65239715576172
Crizotinib,raloxifene,UACC-257,ALMANAC,2.29549066784322,-4.716348648071289
celecoxib,Fulvestrant,A498,ALMANAC,-0.901972784691933,-2.318817615509033
Enzastaurin,Bexarotene,A2058,FRIEDMAN,-2.65407261662797,-10.500018119812012
raloxifene,mitotane,OVCAR-8,ALMANAC,-0.339950457464948,-4.2168145179748535
Pazopanib,Dasatinib,MZ-MEL-2,FRIEDMAN,15.8451531859683,-2.376482009887696
Palbociclib,Vorinostat,A101D,FRIEDMAN,10.017610447497,-0.7791228294372559
MEGESTROL ACETATE,Crizotinib,HCC-2998,ALMANAC,-13.2973686688703,-7.534494400024414
Dasatinib,Lenalidomide,UACC62,FRIEDMAN,10.434455285623,-10.4547758102417
Vandetanib,mitotane,RXF 393,ALMANAC,-6.46429965486796,-2.400379180908203
Vandetanib,Dasatinib,M14,ALMANAC,-13.5310655279279,-4.60947322845459
Tideglusib,Vismodegib,RVH-421,FRIEDMAN,-32.812857393011,-5.426736831665039
Lapatinib,Sunitinib,SK-OV-3,ALMANAC,-7.13175520554641,-2.4904580116271973
Vemurafenib,Vorinostat,OVCAR-4,ALMANAC,-37.688057307424,-9.472293853759766
Crizotinib,Gefitinib,SF-539,ALMANAC,9.27284077238357,-2.235561847686768
celecoxib,Nilotinib,SW-620,ALMANAC,-7.10786439486717,-5.560689926147461
Fulvestrant,thalidomide,HOP-92,ALMANAC,3.72053672299251,-3.5758419036865234
Gefitinib,Sunitinib,BT-549,ALMANAC,-1.54202114658959,-3.711268424987793
Pazopanib,Cediranib,A375,FRIEDMAN,-24.87229968067,-4.253476619720459
Imatinib,Dasatinib,MOLT-4,ALMANAC,-3.85826600191732,-1.5009980201721191
Axitinib,Vemurafenib,HCT116,ALMANAC,-6.08891319758485,-4.141507148742676
Ruxolitinib,Abiraterone,HCC-2998,ALMANAC,-10.3297409640682,-9.263062477111816
Vorinostat,Sunitinib,SNB-75,ALMANAC,-2.35221001545186,-7.992542266845703
vinblastine,Dasatinib,NCIH1650,ONEIL,3.42669038506664,-4.956645011901856
Gefitinib,mitotane,SW-620,ALMANAC,8.58167956331162,-4.292872905731201
raloxifene,Ruxolitinib,SN12C,ALMANAC,0.994056861385926,-4.54863166809082
Vorinostat,Dasatinib,A2058,ONEIL,11.710679650337616,-10.571398735046388
Vorinostat,thalidomide,UACC62,ALMANAC,-27.4414020677501,-6.760997772216797
Abiraterone,Romidepsin,HOP-92,ALMANAC,-53.4825260120495,-44.83116149902344
MEGESTROL ACETATE,celecoxib,PC-3,ALMANAC,4.10758398291207,-0.7009530067443848
Ruxolitinib,Lestaurtinib,IPC-298,FRIEDMAN,5.5887658968898,-7.9042158126831055
dexamethasone,Vorinostat,OV90,ONEIL,-7.952166005584183,-22.78273582458496
raloxifene,MEGESTROL ACETATE,OVCAR-8,ALMANAC,1.20719075893855,-5.68339729309082
dexamethasone,Dasatinib,UACC62,ONEIL,-10.968565079401992,-11.137065887451172
Vandetanib,Imatinib,BT-549,ALMANAC,0.0955029588803441,-4.550482273101807
Vismodegib,thalidomide,UACC-257,ALMANAC,3.01055911819604,-3.50038480758667
Navitoclax,Sorafenib,COLO 829,FRIEDMAN,-17.7674322591562,0.7271145582199097
Lestaurtinib,Erlotinib,Mel Ho,FRIEDMAN,-0.645808175542194,-1.250882625579834
Enzastaurin,Vismodegib,SK-MEL-5,FRIEDMAN,-17.7594348695505,-8.754659652709961
Navitoclax,Midostaurin,IPC-298,FRIEDMAN,15.3000814415789,0.8530672192573547
Crizotinib,paclitaxel,SR,ALMANAC,8.04110888294441,-9.929535865783691
Axitinib,Ruxolitinib,K-562,ALMANAC,-21.3540101242261,-0.5325021743774414
paclitaxel,Dasatinib,NCI-H460,ONEIL,-39.0956747424042,-6.834717750549316
Lenalidomide,Imatinib,T-47D,ALMANAC,3.79412344276166,-5.332256317138672
Ruxolitinib,Enzastaurin,UACC62,FRIEDMAN,-20.31355510953,-10.131587982177734
Romidepsin,Lapatinib,NCIH23,ALMANAC,-66.198792,-31.810346603393555
Erlotinib,Cediranib,RVH-421,FRIEDMAN,-6.28417888361524,-5.509912490844727
Lapatinib,mitotane,T-47D,ALMANAC,0.560804024673258,-17.938879013061523
Navitoclax,Enzastaurin,G-361,FRIEDMAN,19.5051266294897,2.9782283306121826
metformin,Sunitinib,A427,ONEIL,-37.13962469223695,-9.720308303833008
Romidepsin,Sunitinib,NCI-H322M,ALMANAC,-31.5482450436283,-37.24934387207031
Vandetanib,Abiraterone,SN12C,ALMANAC,-2.88136308591027,-4.065065860748291
Ruxolitinib,Fingolimod,Mel Ho,FRIEDMAN,-12.1647984523068,-18.09052467346192
Lenalidomide,Fulvestrant,A498,ALMANAC,-1.52973948234226,-1.5317833423614502
Abiraterone,Nilotinib,OVCAR-8,ALMANAC,-5.50255075007228,-3.329089641571045
Crizotinib,Tanespimycin,A101D,FRIEDMAN,-34.3295239353203,-4.326972007751465
Tideglusib,Lenalidomide,LB2518-MEL,FRIEDMAN,-5.68760802771477,-8.655750274658203
Enzastaurin,Fingolimod,COLO 800,FRIEDMAN,-21.0241361475067,-13.433187484741213
celecoxib,thalidomide,BT-549,ALMANAC,-4.40785039615445,-3.001307964324951
Lapatinib,Sunitinib,HCT116,ALMANAC,-0.350433525843627,-3.502107858657837
Dasatinib,Sorafenib,RPMI7951,ONEIL,-2.260381023139061,-6.21507453918457
Crizotinib,Pioglitazone,RVH-421,FRIEDMAN,-23.1164631051358,-4.0482354164123535
Crizotinib,Nilotinib,SR,ALMANAC,-20.4646185659718,-3.9579882621765137
Abiraterone,Lenalidomide,NCIH23,ALMANAC,-1.73247395113277,-4.720314979553223
Lenalidomide,MEGESTROL ACETATE,RPMI-8226,ALMANAC,-0.634643951848502,-3.725270986557007
Gefitinib,mitotane,SK-MEL-5,ALMANAC,-26.6105781936255,-3.1388301849365234
Romidepsin,Fulvestrant,NCI-H322M,ALMANAC,-0.824498222792925,-29.842025756835938
Enzastaurin,Sunitinib,SK-MEL-5,FRIEDMAN,-6.82436614630437,-6.5234375
Ruxolitinib,Vatalanib,IST-MEL1,FRIEDMAN,-1.78819019036725,-8.694620132446289
Gefitinib,Nilotinib,MOLT-4,ALMANAC,1.41418224504967,-2.621062755584717
Gefitinib,Imatinib,HOP-62,ALMANAC,-5.35475625770558,-5.0527024269104
paclitaxel,Lapatinib,OVCAR-5,ALMANAC,10.7645744080737,-1.568347692489624
MEGESTROL ACETATE,Vorinostat,DU-145,ALMANAC,-62.687759782875,-13.344701766967772
Tideglusib,RAF265,RPMI7951,FRIEDMAN,13.509102496213,-5.242861270904541
paclitaxel,Dasatinib,OVCAR3,ONEIL,2.13745295521649,-3.868114471435547
Crizotinib,Fulvestrant,ACHN,ALMANAC,3.04102871678335,-0.8442600965499878
celecoxib,Fulvestrant,HCT116,ALMANAC,-6.89155080154818,-2.744190216064453
Sorafenib,thalidomide,MDA-MB-231,ALMANAC,3.51799440260465,-3.771817207336426
Sorafenib,Dasatinib,MZ-MEL-2,FRIEDMAN,-15.4683864302335,-3.904487371444702
Tanespimycin,Vorinostat,451Lu,FRIEDMAN,-3.88868901088012,-7.383254051208496
mitotane,thalidomide,SK-MEL-5,ALMANAC,2.14732691350411,-3.691575765609741
Abiraterone,Crizotinib,DU-145,ALMANAC,-5.45154130613768,-11.554288864135742
Vismodegib,Midostaurin,Mel Ho,FRIEDMAN,-18.26466831739,-4.699150085449219
raloxifene,Vandetanib,UACC62,ALMANAC,-1.63531103541606,-5.107190132141113
Vatalanib,Dasatinib,LB2518-MEL,FRIEDMAN,1.55840208927493,-4.132683277130127
Erlotinib,Cediranib,SK-MEL-5,FRIEDMAN,-15.4456500715766,-4.051190376281738
Erlotinib,Dasatinib,SK-MEL-2,FRIEDMAN,3.86772724404158,-5.560187816619873
Axitinib,raloxifene,MDA-MB-231,ALMANAC,1.2420697186507,-4.867508888244629
Vismodegib,Sunitinib,A2058,FRIEDMAN,-7.77800930558638,-5.231363296508789
Enzastaurin,Midostaurin,SK-MEL-2,FRIEDMAN,14.5754916325137,-4.822415351867676
Vandetanib,Abiraterone,OVCAR-4,ALMANAC,0.943172681684531,-1.7005223035812378
VX-702,Erlotinib,SK-MEL-5,FRIEDMAN,-1.74634755704321,-5.109525680541992
Lenalidomide,Crizotinib,EKVX,ALMANAC,-6.29254275598592,-15.391596794128418
Navitoclax,Sorafenib,SK-MEL-2,FRIEDMAN,11.902302861945,-0.7763854265213013
Ruxolitinib,Gefitinib,OVCAR-4,ALMANAC,-8.95471238529786,-8.193016052246094
Vandetanib,Dasatinib,MDA-MB-468,ALMANAC,-2.50664302987466,-2.960937023162842
paclitaxel,Fulvestrant,RPMI-8226,ALMANAC,-7.45610654272037,-2.3834736347198486
Crizotinib,mitotane,A549,ALMANAC,-13.4811770819336,-2.2111904621124268
paclitaxel,Sorafenib,SK-MEL-28,ALMANAC,13.1155370799147,-5.894355773925781
Dasatinib,RAF265,G-361,FRIEDMAN,-0.656679818549527,-5.18132209777832
Nilotinib,Sorafenib,DU-145,ALMANAC,5.36528926802184,-7.129410743713379
Vandetanib,Crizotinib,BT-549,ALMANAC,0.108161617373709,-2.772709369659424
MEGESTROL ACETATE,Dasatinib,MDA-MB-231,ALMANAC,-36.7937795476191,-9.396061897277832
Abiraterone,Romidepsin,786-0,ALMANAC,-11.1876586912258,-35.09166717529297
Vismodegib,mitotane,SK-MEL-2,ALMANAC,0.934842314081374,-2.864013671875
raloxifene,Imatinib,HCT-15,ALMANAC,-4.93580253920207,-6.3154144287109375
paclitaxel,geldanamycin,VCAP,ONEIL,-6.897600670415837,-4.989656448364258
celecoxib,Fulvestrant,HOP-62,ALMANAC,-3.74086467757183,-1.509474754333496
Abiraterone,thalidomide,SK-MEL-5,ALMANAC,2.21183290185237,-3.8129591941833496
Crizotinib,Lenalidomide,DU-145,ALMANAC,2.75821724439617,-2.1380622386932373
Romidepsin,thalidomide,HS 578T,ALMANAC,-35.0680677789902,-21.94739151000977
Vismodegib,raloxifene,HS 578T,ALMANAC,12.7994027652873,-4.126330852508545
VX-702,Cediranib,Mel Ho,FRIEDMAN,6.36278247161607,-5.677030563354492
Erlotinib,Dasatinib,SW-620,ONEIL,11.579228393987275,-3.708179712295532
Nilotinib,Crizotinib,SK-MEL-2,FRIEDMAN,42.059253344796,-5.891292572021484
Imatinib,Vorinostat,A498,ALMANAC,-17.9341140763154,-4.72788143157959
Dasatinib,Lapatinib,HCC-2998,ALMANAC,-3.19666008227063,-4.672123908996582
Vismodegib,Nilotinib,OVCAR-5,ALMANAC,-0.485936412933065,-5.081125259399414
Fingolimod,Dasatinib,A375,FRIEDMAN,-19.48527663692,-23.1318588256836
Tanespimycin,Pioglitazone,COLO 829,FRIEDMAN,-18.6744747254598,-3.06461238861084
Vorinostat,Ruxolitinib,L-1236,NCATS_HL,1.93271173857553,-2.746403694152832
Midostaurin,Cediranib,A375,FRIEDMAN,12.7009478932321,-3.3273227214813232
Axitinib,Vandetanib,NCI-H460,ALMANAC,-0.552067142507076,-2.920447826385498
Vandetanib,raloxifene,IGROV1,ALMANAC,-12.7833513563109,-2.624336242675781
raloxifene,Sunitinib,RXF 393,ALMANAC,-6.27807417989747,-6.37134313583374
Vorinostat,Dasatinib,SK-OV-3,ONEIL,-2.1147225087047508,-5.6657538414001465
Abiraterone,Ruxolitinib,IGROV1,ALMANAC,1.88126514417943,-0.8686990737915039
Gefitinib,RAF265,MDA-MB-361,ASTRAZENECA,-1.23331740349242,-3.069756507873535
Nilotinib,Vatalanib,WT2-iPS,FRIEDMAN,-1.55600408146043,-4.725541114807129
Lenalidomide,Dasatinib,UO-31,ALMANAC,-48.3250144199167,-7.779299259185791
Vorinostat,geldanamycin,RKO,ONEIL,-3.0453156276270903,-1.4502015113830566
Abiraterone,Vemurafenib,NCI-H322M,ALMANAC,-5.13455952178444,-2.6883273124694824
Axitinib,Crizotinib,NCI-H522,ALMANAC,-0.870495553449241,-3.849344730377197
MEGESTROL ACETATE,Lapatinib,SF-539,ALMANAC,-1.63607035534088,-7.563544273376465
vinblastine,Lapatinib,OCUBM,ONEIL,4.27399441028646,-18.92777633666992
paclitaxel,Sunitinib,CAKI-1,ALMANAC,13.5547860870104,-5.44113826751709
Sunitinib,Tanespimycin,SK-MEL-5,FRIEDMAN,-4.25462994907163,-2.398815155029297
Vemurafenib,Lenalidomide,SNB-75,ALMANAC,-1.61723270553027,-5.139832496643066
Nilotinib,Lapatinib,SR,ALMANAC,2.24738791533084,-5.244184970855713
Nilotinib,Tanespimycin,WM115,FRIEDMAN,-39.5539219970691,-7.999439239501953
Vismodegib,Lapatinib,HCT116,ALMANAC,-3.9697169590105,-4.9759907722473145
vinblastine,Lapatinib,RKO,ONEIL,-7.06329362397977,-3.7400097846984863
Lestaurtinib,Vorinostat,LOX IMVI,FRIEDMAN,-16.1597054818091,-3.866887331008911
dexamethasone,Sorafenib,LOVO,ONEIL,-3.270422191581055,-8.704630851745605
raloxifene,Fulvestrant,SK-MEL-28,ALMANAC,0.272737478841124,-3.4820735454559326
Crizotinib,Lapatinib,EKVX,ALMANAC,0.781853769800072,-3.087552547454834
Lapatinib,Dasatinib,A2058,FRIEDMAN,-6.91417630446882,-2.8454232215881348
Ruxolitinib,Romidepsin,T-47D,ALMANAC,-51.0306444288439,-48.51812744140625
raloxifene,Romidepsin,SF-268,ALMANAC,-56.7148143433753,-41.41108322143555
Vemurafenib,Dasatinib,HOP-62,ALMANAC,8.53153552123656,-7.2993083000183105
Vismodegib,Tanespimycin,A101D,FRIEDMAN,-16.9301300082686,-4.658444404602051
Romidepsin,Lapatinib,MDA-MB-231,ALMANAC,-45.4839690027986,-31.488683700561523
mitotane,Fulvestrant,HCT116,ALMANAC,-6.77632211858344,-0.9074163436889648
Bexarotene,Lenalidomide,UACC62,FRIEDMAN,1.11157258816966,-10.69967269897461
Erlotinib,Midostaurin,COLO 800,FRIEDMAN,-8.19099859024306,-6.732827186584473
Fulvestrant,Sorafenib,CCRF-CEM,ALMANAC,6.31914940832971,-5.777905464172363
Lenalidomide,Fulvestrant,OVCAR-5,ALMANAC,-1.29369780672637,-3.924656629562378
raloxifene,Romidepsin,HT29,ALMANAC,-74.2591339996898,-38.80667495727539
Sorafenib,mitotane,MCF7,ALMANAC,1.35768919227294,-3.651327848434448
VX-702,Fingolimod,SK-MEL-5,FRIEDMAN,0.289507794456937,-16.956796646118164
Navitoclax,Tanespimycin,IPC-298,FRIEDMAN,-12.7801482143024,15.402670860290527
Abiraterone,Fulvestrant,HCT116,ALMANAC,-1.35261894315365,-1.0019410848617554
Gefitinib,Vemurafenib,PC-3,ALMANAC,-6.88802011257402,-5.39682149887085
paclitaxel,Dasatinib,SK-MEL-5,ALMANAC,-5.85000089955078,-5.925627708435059
Abiraterone,Crizotinib,EKVX,ALMANAC,-0.634767422259435,-14.241168022155762
Lenalidomide,Gefitinib,RPMI-8226,ALMANAC,-1.17078139416365,-5.854486465454102
Gefitinib,thalidomide,786-0,ALMANAC,-9.9218899033546,-4.274754524230957
