Drug A,Drug B,Cell Line Name,Study Name,Score
Pazopanib,Lenalidomide,G-361,FRIEDMAN,-15.9567056480827
Lapatinib,Sorafenib,MCF7,ALMANAC,-10.9423103600892
VX-702,Lestaurtinib,COLO 792,FRIEDMAN,-8.36536659586984
raloxifene,thalidomide,SR,ALMANAC,3.15732143671005
Nilotinib,Sorafenib,NCI-H460,ALMANAC,3.5286739368204
raloxifene,Gefitinib,A498,ALMANAC,-2.9565431450934
Palbociclib,Vatalanib,COLO 829,FRIEDMAN,-12.1876339975777
Bexarotene,Vatalanib,SK-MEL-28,FRIEDMAN,19.144905115456
Gefitinib,MEGESTROL ACETATE,MDA-MB-468,ALMANAC,-7.66458533619513
VX-702,Vismodegib,UACC-257,FRIEDMAN,-5.84950608985589
Lapatinib,Erlotinib,RKO,ONEIL,-6.32558602127377
Gefitinib,Vemurafenib,A549,ALMANAC,-3.19267551991861
Axitinib,celecoxib,OVCAR-4,ALMANAC,-0.443135773009891
VX-702,Tanespimycin,IPC-298,FRIEDMAN,-4.33435111541994
raloxifene,Vismodegib,UACC-257,ALMANAC,1.48847326133458
Vorinostat,Lapatinib,786-0,ALMANAC,-1.26492792033317
Erlotinib,Cediranib,WT2-iPS,FRIEDMAN,-0.263720277955744
Vemurafenib,Crizotinib,HCT-15,ALMANAC,-5.75629157598079
Vemurafenib,Lapatinib,UO-31,ALMANAC,2.26081935137673
Sunitinib,geldanamycin,OCUBM,ONEIL,6.80321923705408
gemfibrozil,Ruxolitinib,L-1236,NCATS_HL,-2.60313908817288
raloxifene,Sunitinib,ACHN,ALMANAC,-7.5005989124769
Enzastaurin,Vatalanib,451Lu,FRIEDMAN,0.656478126366572
Fingolimod,Sorafenib,MeWo,FRIEDMAN,-15.7805623566002
Gefitinib,Navitoclax,HCC1419,ASTRAZENECA,-0.275603304223254
Vismodegib,Nilotinib,SF-268,ALMANAC,3.41734984850919
raloxifene,Vandetanib,A549,ALMANAC,-4.3427347248035
Navitoclax,Erlotinib,IST-MEL1,FRIEDMAN,12.0251565642469
raloxifene,Vismodegib,NCI-H522,ALMANAC,-12.3493290714203
Axitinib,Gefitinib,A498,ALMANAC,10.2549700840786
Vismodegib,Sorafenib,NCIH23,ALMANAC,-17.889314030948
metformin,Vorinostat,LOVO,ONEIL,-35.0272315856836
Lenalidomide,Fulvestrant,NCI-H322M,ALMANAC,3.0347291101173
Vemurafenib,paclitaxel,EKVX,ALMANAC,-21.5358850098833
Nilotinib,Sorafenib,COLO 792,FRIEDMAN,-13.909077807426
Pazopanib,Enzastaurin,A2058,FRIEDMAN,3.60335263722705
Tideglusib,Erlotinib,SKMEL30,FRIEDMAN,6.37465416420459
Enzastaurin,Vismodegib,A101D,FRIEDMAN,13.5606351149086
Lapatinib,RAF265,WT2-iPS,FRIEDMAN,-10.3723838915222
Vemurafenib,Lenalidomide,RPMI-8226,ALMANAC,1.73226480653365
Navitoclax,Pazopanib,RPMI7951,FRIEDMAN,3.39692796274759
MEGESTROL ACETATE,Imatinib,TK-10,ALMANAC,-1.22810079344137
Linsitinib,Fingolimod,WM115,FRIEDMAN,-31.3559031377909
Nilotinib,Sunitinib,WT2-iPS,FRIEDMAN,-19.6013720092394
Vandetanib,Nilotinib,EKVX,ALMANAC,-3.47150733776869
Lenalidomide,Vorinostat,UO-31,ALMANAC,-3.89684870609922
VX-702,Vatalanib,WT2-iPS,FRIEDMAN,5.61385942547688
MEGESTROL ACETATE,Vemurafenib,ACHN,ALMANAC,-7.79802338069635
Lenalidomide,SNS-032,MeWo,FRIEDMAN,-21.6044504485756
Axitinib,Fulvestrant,HOP-62,ALMANAC,6.45258757053858
Sunitinib,Erlotinib,COLO 800,FRIEDMAN,-37.38256536328
Axitinib,thalidomide,COLO 205,ALMANAC,5.09415150811363
Ruxolitinib,Tideglusib,SK-MEL-2,FRIEDMAN,-11.2245842888641
Linsitinib,Cediranib,SK-MEL-2,FRIEDMAN,7.17005399178927
Gefitinib,Vorinostat,CCRF-CEM,ALMANAC,-6.81468106566196
Crizotinib,Ruxolitinib,CCRF-CEM,ALMANAC,-20.015595624498
Gefitinib,mitotane,MOLT-4,ALMANAC,-10.5190462644167
Axitinib,Romidepsin,HCT-15,ALMANAC,-1.33143014467093
Ruxolitinib,Gefitinib,OVCAR3,ALMANAC,-6.33501819590225
Gefitinib,Dasatinib,RPMI-8226,ALMANAC,4.32838100535184
RAF265,Cediranib,451Lu,FRIEDMAN,-14.1699747412209
Tideglusib,Lenalidomide,COLO 800,FRIEDMAN,-5.24411007486229
Crizotinib,Erlotinib,SK-MEL-2,FRIEDMAN,6.34280564783718
Axitinib,MEGESTROL ACETATE,HCC-2998,ALMANAC,-15.3717523736547
raloxifene,Ruxolitinib,786-0,ALMANAC,0.767826525466755
Axitinib,Dasatinib,SF-539,ALMANAC,3.35534285393721
Vandetanib,Vorinostat,UACC-812,ASTRAZENECA,-6.07607381981371
Erlotinib,Dasatinib,UACC62,FRIEDMAN,4.33411743304411
Dasatinib,Lapatinib,NCI-H226,ALMANAC,3.16404226296697
Imatinib,Romidepsin,SF-539,ALMANAC,-29.984386582641
Vandetanib,mitotane,UACC62,ALMANAC,-6.51194313781586
raloxifene,Vandetanib,HCT-15,ALMANAC,-0.862944793083409
Tideglusib,Dasatinib,SK-MEL-2,FRIEDMAN,4.83207496484385
Lenalidomide,Midostaurin,SK-MEL-5,FRIEDMAN,-13.4649648002719
dexamethasone,geldanamycin,RPMI7951,ONEIL,-34.3143130117107
Vismodegib,Vemurafenib,SF-539,ALMANAC,1.12767365549948
MEGESTROL ACETATE,Dasatinib,SK-MEL-28,ALMANAC,-1.96417747925929
Abiraterone,Lapatinib,TK-10,ALMANAC,-6.99504089125214
Crizotinib,raloxifene,T-47D,ALMANAC,4.60309920556496
Sorafenib,thalidomide,HCT-15,ALMANAC,-13.4575158748054
Vemurafenib,Nilotinib,SK-OV-3,ALMANAC,0.394552893589899
Gefitinib,Nilotinib,ACHN,ALMANAC,-2.80803255599084
Abiraterone,Dasatinib,HT29,ALMANAC,0.733476343028217
Lenalidomide,Sorafenib,CAKI-1,ALMANAC,-5.31224997283128
Romidepsin,Sunitinib,MOLT-4,ALMANAC,-14.2854065925891
Vandetanib,Abiraterone,NCI-H322M,ALMANAC,-13.9843576096523
Crizotinib,Vemurafenib,UACC-257,ALMANAC,-6.11634844921911
Axitinib,Gefitinib,RXF 393,ALMANAC,3.7819464038232
Bexarotene,RAF265,LOX IMVI,FRIEDMAN,-30.7570891928392
Sunitinib,RAF265,WT2-iPS,FRIEDMAN,1.63617635941736
Sunitinib,Lapatinib,CAOV3,ONEIL,14.8229623836697
Lestaurtinib,Tanespimycin,A375,FRIEDMAN,-12.8582653511049
Navitoclax,VX-702,451Lu,FRIEDMAN,-1.79626055819425
MEGESTROL ACETATE,Sorafenib,NCIH23,ALMANAC,-25.5580592380756
Vorinostat,Lapatinib,COLO 205,ALMANAC,-5.34278946962618
fenofibrate,Ruxolitinib,L-1236,NCATS_HL,-26.0065459135175
Lestaurtinib,Sorafenib,RVH-421,FRIEDMAN,10.674199472027
Linsitinib,Crizotinib,G-361,FRIEDMAN,5.83988014820062
Vorinostat,mitotane,OVCAR-5,ALMANAC,-35.2839454647183
MEGESTROL ACETATE,Vorinostat,UACC-257,ALMANAC,-26.5920082472213
Ruxolitinib,celecoxib,SNB-75,ALMANAC,-5.12256977234687
Lenalidomide,Crizotinib,IGROV1,ALMANAC,-2.68003061013147
Abiraterone,Romidepsin,NCIH23,ALMANAC,-47.0956889881476
Dasatinib,Fulvestrant,RXF 393,ALMANAC,-14.1023107346994
Sorafenib,mitotane,SK-MEL-5,ALMANAC,4.71542017742068
vinblastine,Dasatinib,A2058,ONEIL,-8.677497573270493
Imatinib,Sunitinib,ACHN,ALMANAC,-5.03468485909802
metformin,Sorafenib,T-47D,ONEIL,-1.3326443092463092
raloxifene,Vemurafenib,NCI-H322M,ALMANAC,-10.47570765507033
vinblastine,Sunitinib,OCUBM,ONEIL,0.8069046214032297
Gefitinib,Sorafenib,IGROV1,ALMANAC,-7.02071599105862
Enzastaurin,Tideglusib,SKMEL30,FRIEDMAN,-13.4333424167583
Erlotinib,RAF265,SKMEL30,FRIEDMAN,4.67842375697983
Ruxolitinib,Nilotinib,NCI-H322M,ALMANAC,-2.99594179604734
Axitinib,Vismodegib,MOLT-4,ALMANAC,-20.7556172460273
Dasatinib,RAF265,SKMEL30,FRIEDMAN,6.71898723037359
Pazopanib,Palbociclib,A101D,FRIEDMAN,10.7934914633005
Sunitinib,Erlotinib,SKMEL30,FRIEDMAN,15.3966376462977
Ruxolitinib,Fulvestrant,T-47D,ALMANAC,-6.38780570389028
Crizotinib,Lapatinib,SK-MEL-5,FRIEDMAN,4.05374837450968
Erlotinib,Pioglitazone,SKMEL30,FRIEDMAN,0.979696152508679
Vemurafenib,Lapatinib,COLO 205,ALMANAC,-5.65721227353121
Sunitinib,Cediranib,LB2518-MEL,FRIEDMAN,-4.51770729696708
dexamethasone,Sunitinib,NCIH23,ONEIL,-22.6841489367301
MEGESTROL ACETATE,celecoxib,DU-145,ALMANAC,-11.9142067484361
celecoxib,paclitaxel,HCT116,ALMANAC,-41.177171811292
Vismodegib,Abiraterone,NCI-H322M,ALMANAC,1.41960012219527
raloxifene,Sorafenib,U251,ALMANAC,-4.75776375972275
Ruxolitinib,Gefitinib,COLO 205,ALMANAC,-4.36190346254314
raloxifene,MEGESTROL ACETATE,K-562,ALMANAC,11.4724625532481
celecoxib,Sunitinib,HCT116,ALMANAC,-4.25413301169647
Gefitinib,Nilotinib,786-0,ALMANAC,4.66179331812081
Axitinib,Imatinib,CCRF-CEM,ALMANAC,-5.53780011060113
celecoxib,Sorafenib,HCC-2998,ALMANAC,-6.97628843050295
Crizotinib,Gefitinib,PC-3,ALMANAC,11.5741920677948
Sunitinib,Sorafenib,LOX IMVI,FRIEDMAN,-25.7868018788954
Imatinib,Fulvestrant,IGROV1,ALMANAC,-0.400964724829986
Nilotinib,Lestaurtinib,RPMI7951,FRIEDMAN,13.703994379888
Nilotinib,Sunitinib,MeWo,FRIEDMAN,1.54518325654077
Crizotinib,Romidepsin,TK-10,ALMANAC,-43.4586729900647
Dasatinib,Sunitinib,SK-MEL-5,ALMANAC,-2.12367204134961
Lestaurtinib,Crizotinib,LOX IMVI,FRIEDMAN,-50.1496516305015
Lenalidomide,Sunitinib,M14,ALMANAC,0.422542903753997
Vandetanib,Nilotinib,UO-31,ALMANAC,-4.94315392692664
Vemurafenib,Vandetanib,SK-OV-3,ALMANAC,-21.5950851909788
Dasatinib,Sorafenib,786-0,ALMANAC,-15.5221169337245
Lenalidomide,Sorafenib,EKVX,ALMANAC,-15.2358855558774
Vandetanib,Enzastaurin,MDA-MB-361,ASTRAZENECA,-10.9181234894216
Gefitinib,Romidepsin,HCT-15,ALMANAC,4.92969784576437
Vismodegib,Abiraterone,SW-620,ALMANAC,-2.50859996875732
MEGESTROL ACETATE,mitotane,NCI-H322M,ALMANAC,-4.14808628540633
Lenalidomide,Gefitinib,ACHN,ALMANAC,-1.34908525563493
Axitinib,Gefitinib,MCF7,ALMANAC,9.50225140146315
Crizotinib,Gefitinib,OVCAR-8,ALMANAC,7.9691317397667
Vemurafenib,MEGESTROL ACETATE,TK-10,ALMANAC,-7.02345412850382
Vemurafenib,Vorinostat,EKVX,ALMANAC,-0.566031842736029
Abiraterone,Lapatinib,OVCAR-8,ALMANAC,-2.1037052033357
Crizotinib,raloxifene,MDA-MB-231,ALMANAC,-0.44851591356439
Linsitinib,Sunitinib,COLO 829,FRIEDMAN,15.9432632564746
Crizotinib,raloxifene,COLO 205,ALMANAC,1.94937924028898
Vandetanib,Lenalidomide,EKVX,ALMANAC,-28.0801703187947
RAF265,SNS-032,Mel Ho,FRIEDMAN,14.0279373979248
Sunitinib,RAF265,A2058,FRIEDMAN,-17.2344911973728
Vismodegib,Bexarotene,Mel Ho,FRIEDMAN,11.6266190697563
Vismodegib,Lenalidomide,NCI-H522,ALMANAC,-1.27338101151143
Vemurafenib,Crizotinib,EKVX,ALMANAC,-6.20509866469392
Crizotinib,thalidomide,SR,ALMANAC,-27.1365190186405
Bexarotene,Cediranib,WT2-iPS,FRIEDMAN,-7.90657753084961
MEGESTROL ACETATE,Dasatinib,COLO 205,ALMANAC,-5.7862746631855
Vemurafenib,Vismodegib,786-0,ALMANAC,2.65997267131671
Lestaurtinib,Crizotinib,MeWo,FRIEDMAN,-7.30359965164538
Ruxolitinib,SNS-032,WT2-iPS,FRIEDMAN,-2.93905096783494
Crizotinib,SNS-032,A2058,FRIEDMAN,-5.2983101110366
Ruxolitinib,paclitaxel,SK-MEL-28,ALMANAC,-35.6471635552642
Tanespimycin,Cediranib,A2058,FRIEDMAN,4.60736488308026
Abiraterone,Lapatinib,HS 578T,ALMANAC,-4.96093823538754
Lapatinib,Fulvestrant,K-562,ALMANAC,2.46570333445373
Nilotinib,Vismodegib,WM115,FRIEDMAN,-12.6151868375312
MEGESTROL ACETATE,Romidepsin,OVCAR-4,ALMANAC,-74.8415703534652
Crizotinib,Sunitinib,NCI-H522,ALMANAC,-1.93615936459942
Vismodegib,Fulvestrant,CAKI-1,ALMANAC,-2.98539225437815
Nilotinib,Lestaurtinib,A101D,FRIEDMAN,-16.918556059914
paclitaxel,Fulvestrant,MCF7,ALMANAC,1.59568717266776
Enzastaurin,VX-702,SK-MEL-28,FRIEDMAN,4.49514588431854
Axitinib,Dasatinib,HCT116,ALMANAC,-4.50860248385791
Gefitinib,Fulvestrant,MOLT-4,ALMANAC,5.00483092399829
Vatalanib,Cediranib,A375,FRIEDMAN,11.6700350921764
Vandetanib,Abiraterone,A498,ALMANAC,-9.4369324612407
Crizotinib,Lenalidomide,SF-539,ALMANAC,0.75630859446408
Gefitinib,Nilotinib,MCF7,ALMANAC,1.63957224759003
Sunitinib,Tanespimycin,COLO 792,FRIEDMAN,21.7832541241534
Axitinib,Imatinib,786-0,ALMANAC,-4.84693647839546
Vismodegib,thalidomide,NCI-H460,ALMANAC,-2.76952547024497
Vismodegib,raloxifene,SF-295,ALMANAC,2.84482097729179
Lenalidomide,Vemurafenib,TK-10,ALMANAC,-6.44378711841402
Linsitinib,Lapatinib,WM115,FRIEDMAN,-10.5581342111656
Vemurafenib,thalidomide,TK-10,ALMANAC,2.43862960553023
Vemurafenib,Lenalidomide,LOX IMVI,ALMANAC,-1.67256989147613
Crizotinib,Lenalidomide,SK-MEL-5,FRIEDMAN,7.68374901448236
Sunitinib,Fulvestrant,RPMI-8226,ALMANAC,-3.28022215180439
Erlotinib,Sorafenib,RKO,ONEIL,2.099307195887115
Tanespimycin,Midostaurin,SK-MEL-28,FRIEDMAN,-33.6543701042561
raloxifene,Crizotinib,HCT116,ALMANAC,-8.67652434399928
Lestaurtinib,Vismodegib,A2058,FRIEDMAN,-2.76907560434824
Crizotinib,Ruxolitinib,786-0,ALMANAC,0.152833278594123
Vorinostat,thalidomide,RXF 393,ALMANAC,-1.44808661235916
cilostazol,Ruxolitinib,L-1236,NCATS_HL,-17.1629721281397
Tideglusib,Lestaurtinib,SK-MEL-28,FRIEDMAN,10.6597523549858
Ruxolitinib,Lestaurtinib,COLO 829,FRIEDMAN,7.43525272291676
Bexarotene,Erlotinib,RVH-421,FRIEDMAN,-0.81386055074885
Linsitinib,Tanespimycin,G-361,FRIEDMAN,-12.0235797143751
Crizotinib,celecoxib,SF-268,ALMANAC,-0.128651998705421
Crizotinib,Dasatinib,SK-MEL-28,ALMANAC,-8.62042731444847
Ruxolitinib,paclitaxel,DU-145,ALMANAC,-10.0150422359361
Vandetanib,Abiraterone,UACC-257,ALMANAC,6.49797097876143
Lapatinib,Sorafenib,OVCAR-8,ALMANAC,-6.20742444569938
Axitinib,Vorinostat,SW-620,ALMANAC,-0.709167377968708
Ruxolitinib,Nilotinib,MCF7,ALMANAC,5.0892970085176
Ruxolitinib,Gefitinib,MCF7,ALMANAC,5.46149749976551
raloxifene,Axitinib,MDA-MB-231,ALMANAC,-4.29562770144578
vinblastine,geldanamycin,HCT116,ONEIL,-6.13466459150186
Enzastaurin,SNS-032,451Lu,FRIEDMAN,11.9661796422555
Crizotinib,Vemurafenib,HOP-92,ALMANAC,-3.01328071934001
Ruxolitinib,celecoxib,UACC-257,ALMANAC,-0.604219901121727
Ruxolitinib,Imatinib,SN12C,ALMANAC,-0.562078661907361
Dasatinib,Lenalidomide,MZ-MEL-2,FRIEDMAN,-3.80436437069743
Emricasan,Ruxolitinib,L-1236,NCATS_HL,-33.6179353531868
Crizotinib,Vorinostat,SF-268,ALMANAC,-0.0075367755136222
MEGESTROL ACETATE,Sunitinib,A549,ALMANAC,-2.68104261690877
Dasatinib,Sorafenib,SF-295,ALMANAC,-6.48415211353209
Axitinib,Lapatinib,HOP-92,ALMANAC,-3.75519029339523
Lestaurtinib,Bexarotene,LB2518-MEL,FRIEDMAN,-32.3927126739655
Gefitinib,Sunitinib,RXF 393,ALMANAC,-3.43073391829385
raloxifene,Vismodegib,HCC-2998,ALMANAC,2.05188315470066
Vatalanib,Vorinostat,RVH-421,FRIEDMAN,-21.3505480812752
Lenalidomide,Romidepsin,BT-549,ALMANAC,11.4924875585222
Linsitinib,Sunitinib,UACC62,FRIEDMAN,-18.7224196948689
Nilotinib,paclitaxel,T-47D,ALMANAC,-15.8808934133961
MEGESTROL ACETATE,Sorafenib,KM12,ALMANAC,-33.1223502011754
MEGESTROL ACETATE,Sorafenib,SF-268,ALMANAC,-10.5625132738497
Vemurafenib,Gefitinib,TK-10,ALMANAC,0.39433343694468
Sunitinib,Fulvestrant,U251,ALMANAC,0.991776898784404
Vorinostat,Cediranib,COLO 800,FRIEDMAN,15.6231593410271
SNS-032,Cediranib,COLO 800,FRIEDMAN,8.34528791371456
Axitinib,Nilotinib,T-47D,ALMANAC,0.958336904535091
Axitinib,paclitaxel,COLO 205,ALMANAC,-35.880826378254
MEGESTROL ACETATE,Fulvestrant,OVCAR-5,ALMANAC,-3.75189284465346
Ruxolitinib,Dasatinib,UACC-257,ALMANAC,-15.7606926255535
Vemurafenib,Abiraterone,T-47D,ALMANAC,-0.0867572318635579
Dasatinib,Lapatinib,U251,ALMANAC,-1.55547813038803
Nilotinib,Tanespimycin,LOX IMVI,FRIEDMAN,-5.9576288722099
dexamethasone,Sunitinib,SW837,ONEIL,-26.5129077898497
Abiraterone,Sunitinib,COLO 205,ALMANAC,-6.43944338149929
Vismodegib,Erlotinib,SK-MEL-28,FRIEDMAN,1.69308726597152
raloxifene,Ruxolitinib,NCI-H226,ALMANAC,0.0477674244141874
Palbociclib,SNS-032,WM115,FRIEDMAN,6.69799311200915
Erlotinib,Lenalidomide,A101D,FRIEDMAN,-2.21793222338377
Abiraterone,Gefitinib,SW-620,ALMANAC,-2.22287756068579
dexamethasone,Lapatinib,A2780,ONEIL,-11.302161927872188
Linsitinib,Sorafenib,LB2518-MEL,FRIEDMAN,1.77152680111079
Vandetanib,raloxifene,OVCAR-8,ALMANAC,4.3971057362406
Nilotinib,Sorafenib,RXF 393,ALMANAC,-1.36069685923438
Vismodegib,raloxifene,SK-MEL-5,ALMANAC,3.26790069660745
Lenalidomide,Lapatinib,COLO 205,ALMANAC,-0.859368020800891
Pazopanib,Vismodegib,G-361,FRIEDMAN,-8.76467196265511
Vismodegib,Vemurafenib,KM12,ALMANAC,-6.97994968584756
Enzastaurin,SNS-032,LOX IMVI,FRIEDMAN,-23.3213003520425
Dasatinib,Sorafenib,PC-3,ALMANAC,-9.65076901193918
geldanamycin,Sorafenib,HCT116,ONEIL,-2.20364176327536
Cediranib,Pioglitazone,RVH-421,FRIEDMAN,-0.713353898705616
Vemurafenib,Sorafenib,SN12C,ALMANAC,-15.5209042379831
Nilotinib,VX-702,A101D,FRIEDMAN,-8.49113797842588
Nilotinib,Dasatinib,EKVX,ALMANAC,-2.11005276627971
Abiraterone,raloxifene,COLO 205,ALMANAC,2.78813600609966
Linsitinib,Sunitinib,LB2518-MEL,FRIEDMAN,-19.0078116332199
Vorinostat,Sunitinib,HCC-2998,ALMANAC,-0.991010594065396
Axitinib,Romidepsin,NCI-H322M,ALMANAC,-38.1503047455173
MEGESTROL ACETATE,Dasatinib,SN12C,ALMANAC,-4.7080982593922
Gefitinib,Crizotinib,EKVX,ALMANAC,4.24297435228249
Imatinib,thalidomide,CAKI-1,ALMANAC,-9.71026586443342
Linsitinib,Midostaurin,SKMEL30,FRIEDMAN,-6.25181762910874
Gefitinib,mitotane,PC-3,ALMANAC,-6.36217064030709
Nilotinib,Palbociclib,RPMI7951,FRIEDMAN,19.60245357138
VX-702,Dasatinib,Mel Ho,FRIEDMAN,-4.25903591504583
Palbociclib,Vorinostat,SK-MEL-2,FRIEDMAN,12.7052080842932
Ruxolitinib,Cediranib,UACC62,FRIEDMAN,-9.03794692518889
Ruxolitinib,Vorinostat,RVH-421,FRIEDMAN,0.486267224813051
Vemurafenib,Vemurafenib,SF-539,ALMANAC,1.23347695835427
VX-702,Lenalidomide,A375,FRIEDMAN,0.604151633881876
Sunitinib,Dasatinib,MeWo,FRIEDMAN,17.8012676015522
Vismodegib,paclitaxel,MDA-MB-231,ALMANAC,-6.29401096983189
Axitinib,Lenalidomide,OVCAR-4,ALMANAC,-6.86171451287994
Gefitinib,Vorinostat,K-562,ALMANAC,2.95650254602218
VX-702,Pioglitazone,A2058,FRIEDMAN,7.58544057870821
Gefitinib,XL765,MDA-MB-361,ASTRAZENECA,-7.5933583441936
Vorinostat,geldanamycin,MDAMB436,ONEIL,4.49646859469848
Enzastaurin,Sunitinib,UACC-257,FRIEDMAN,-5.84047276205291
Pazopanib,VX-702,LB2518-MEL,FRIEDMAN,13.9977891566571
Imatinib,Vorinostat,T-47D,ALMANAC,-27.2188460951186
Ruxolitinib,Dasatinib,T-47D,ALMANAC,3.83975241283705
Fingolimod,Lapatinib,A375,FRIEDMAN,-1.35036513818076
Crizotinib,Ruxolitinib,HCC-2998,ALMANAC,-11.1152588454454
Sorafenib,Palbociclib,RVH-421,FRIEDMAN,-7.5896290307178
Crizotinib,Sorafenib,COLO 792,FRIEDMAN,-29.0239162775609
Sorafenib,mitotane,HOP-92,ALMANAC,-3.06736357294444
Cediranib,Pioglitazone,A101D,FRIEDMAN,-21.0642570163457
Vandetanib,Fulvestrant,SK-MEL-28,ALMANAC,1.52498094509578
raloxifene,MEGESTROL ACETATE,NCI-H226,ALMANAC,-10.3770533384566
Vandetanib,Imatinib,OVCAR-4,ALMANAC,-3.27244519432259
Crizotinib,Gefitinib,OVCAR-4,ALMANAC,-1.49899464048176
Ruxolitinib,Enzastaurin,LOX IMVI,FRIEDMAN,0.841819279501595
metformin,Dasatinib,SK-OV-3,ONEIL,-16.1535771788668
vinblastine,Sunitinib,LOVO,ONEIL,1.675381804264854
celecoxib,thalidomide,HS 578T,ALMANAC,-1.92190242252953
metformin,Lapatinib,MDAMB436,ONEIL,-14.6311710829416
Sunitinib,thalidomide,NCIH23,ALMANAC,7.23290673924201
Imatinib,thalidomide,IGROV1,ALMANAC,-0.981710510562251
raloxifene,Abiraterone,PC-3,ALMANAC,1.03283334357013
Vemurafenib,Sunitinib,SF-268,ALMANAC,-4.78622331522053
Nilotinib,thalidomide,UACC62,ALMANAC,-0.450401281030731
raloxifene,Lenalidomide,HOP-62,ALMANAC,-2.03021158092714
Pazopanib,Dasatinib,A101D,FRIEDMAN,-4.73078307930854
MEGESTROL ACETATE,mitotane,HOP-62,ALMANAC,-4.11134411609337
raloxifene,Fulvestrant,COLO 205,ALMANAC,4.13057149410639
Lenalidomide,Imatinib,786-0,ALMANAC,-1.44818180279991
Gefitinib,Vorinostat,UACC-257,ALMANAC,-2.05692642530062
Lenalidomide,SNS-032,451Lu,FRIEDMAN,-8.74032135692681
Lenalidomide,Gefitinib,OVCAR-5,ALMANAC,-20.1433884487729
Bexarotene,Erlotinib,A375,FRIEDMAN,-11.447157734983
raloxifene,Vorinostat,SF-539,ALMANAC,-7.08454792127065
metformin,Lapatinib,A427,ONEIL,-14.285610883283097
Vemurafenib,Vandetanib,UO-31,ALMANAC,-1.64580776055225
Vismodegib,thalidomide,SNB-75,ALMANAC,3.82744954741485
Vorinostat,Cediranib,A375,FRIEDMAN,-3.00676318003292
raloxifene,Lenalidomide,HCC-2998,ALMANAC,-0.926104175025264
Sunitinib,Dasatinib,NCIH1650,ONEIL,8.106852576346123
MEGESTROL ACETATE,Imatinib,SK-OV-3,ALMANAC,-1.19324428292367
Navitoclax,Fingolimod,A101D,FRIEDMAN,-10.1448275793474
Nilotinib,Dasatinib,UACC62,FRIEDMAN,13.6392443185571
Vemurafenib,celecoxib,UO-31,ALMANAC,0.42348127729235
raloxifene,Abiraterone,UO-31,ALMANAC,-4.6850828032052
Ruxolitinib,VX-702,COLO 829,FRIEDMAN,-13.6052409724936
Romidepsin,Sorafenib,SW-620,ALMANAC,-28.3194183746981
Axitinib,Vandetanib,OVCAR-4,ALMANAC,0.644382365324829
chloroquine,Ruxolitinib,L-1236,NCATS_HL,-29.2831321385003
Enzastaurin,RAF265,COLO 792,FRIEDMAN,-19.2834722240971
Linsitinib,Sunitinib,RVH-421,FRIEDMAN,-13.5618158922079
MEGESTROL ACETATE,Fulvestrant,SN12C,ALMANAC,1.18612299895741
Dasatinib,Sorafenib,HCC-2998,ALMANAC,-38.5662887367473
Imatinib,paclitaxel,NCI-H226,ALMANAC,-12.847393936463
Lestaurtinib,Lenalidomide,MeWo,FRIEDMAN,-4.13938216735863
Enzastaurin,Vorinostat,LOX IMVI,FRIEDMAN,12.9892749116589
raloxifene,Crizotinib,SR,ALMANAC,-32.1248821048708
