Drug A,Drug B,Cell Line Name,Study Name,Score
Nilotinib,Sorafenib,SF-268,ALMANAC,0.522114421266239
raloxifene,Vemurafenib,786-0,ALMANAC,-1.0824764419321014
Ruxolitinib,Lapatinib,WM115,FRIEDMAN,-6.77180707954032
Vandetanib,Dasatinib,OVCAR-8,ALMANAC,3.5561794821731
Gefitinib,celecoxib,SK-OV-3,ALMANAC,-15.8489433218576
paclitaxel,Lapatinib,OV90,ONEIL,0.7709161631446207
Crizotinib,Abiraterone,MOLT-4,ALMANAC,-18.743971940789
Sorafenib,Midostaurin,SK-MEL-2,FRIEDMAN,14.9636873695258
Vandetanib,MEGESTROL ACETATE,ACHN,ALMANAC,-27.3193458273008
Vandetanib,Fulvestrant,UACC-257,ALMANAC,3.02336191857225
raloxifene,Vemurafenib,NCI-H460,ALMANAC,-8.333028333997822
Crizotinib,Lapatinib,SW-620,ALMANAC,-8.04226208046022
Sorafenib,Palbociclib,RPMI7951,FRIEDMAN,28.5248145208725
Ruxolitinib,Vorinostat,COLO 829,FRIEDMAN,-12.6461196983325
Imatinib,Romidepsin,SK-MEL-5,ALMANAC,-47.483172320795
Imatinib,Fulvestrant,SF-539,ALMANAC,-1.55824812001831
Navitoclax,Sunitinib,451Lu,FRIEDMAN,15.2157969181154
Imatinib,Sunitinib,SK-MEL-28,ALMANAC,-26.7141072774414
Linsitinib,Bexarotene,COLO 792,FRIEDMAN,9.41170192433558
Gefitinib,Crizotinib,SF-268,ALMANAC,2.8812679678296
Nilotinib,RAF265,A101D,FRIEDMAN,-2.25901794218417
Abiraterone,Lenalidomide,CCRF-CEM,ALMANAC,-3.00730985542225
Axitinib,Lenalidomide,NCI-H460,ALMANAC,-6.19747274015411
Crizotinib,Lapatinib,NCI-H460,ALMANAC,11.0605066545001
VX-702,Vatalanib,COLO 800,FRIEDMAN,-14.7588192847049
raloxifene,Vemurafenib,HOP-92,ALMANAC,-6.337992532841642
Gefitinib,Sunitinib,UACC-257,ALMANAC,6.16783352343104
Sorafenib,Tanespimycin,IPC-298,FRIEDMAN,6.28032085669844
Romidepsin,thalidomide,SF-295,ALMANAC,-62.4675830243269
Nilotinib,Crizotinib,UACC62,FRIEDMAN,-22.3699595171652
Abiraterone,raloxifene,NCIH23,ALMANAC,1.53905706430542
Lenalidomide,Crizotinib,CAKI-1,ALMANAC,-2.10827339054611
Navitoclax,Palbociclib,A101D,FRIEDMAN,10.0496182732013
VX-702,Lestaurtinib,RPMI7951,FRIEDMAN,-14.0754519676526
Vismodegib,raloxifene,COLO 205,ALMANAC,4.31800901302665
Lenalidomide,Lapatinib,LOX IMVI,ALMANAC,-3.42221319497216
Lestaurtinib,SNS-032,SK-MEL-5,FRIEDMAN,-1.84328029346611
Vismodegib,Axitinib,K-562,ALMANAC,-18.9423499063543
Vandetanib,raloxifene,NCIH23,ALMANAC,3.05259023963958
VX-702,Vatalanib,LOX IMVI,FRIEDMAN,-15.3847162410428
Sorafenib,Erlotinib,SK-MEL-28,FRIEDMAN,-3.70814410539487
celecoxib,Dasatinib,UACC-257,ALMANAC,-5.92376449380335
Gefitinib,Tivantinib,CAMA-1,ASTRAZENECA,-20.2563098712609
MEGESTROL ACETATE,Fulvestrant,NCIH23,ALMANAC,-5.78374428418206
Crizotinib,Nilotinib,HOP-62,ALMANAC,-0.760810798785195
Ruxolitinib,raloxifene,HOP-92,ALMANAC,2.77890857059433
Crizotinib,Abiraterone,NCI-H522,ALMANAC,-1.02655357590908
Crizotinib,Dasatinib,UACC62,ALMANAC,6.53929468111428
dexamethasone,Vorinostat,VCAP,ONEIL,-21.4503408223732
Ruxolitinib,thalidomide,NCI-H322M,ALMANAC,-0.54136822271518
Enzastaurin,Sunitinib,COLO 829,FRIEDMAN,-2.65885493629263
Axitinib,Vismodegib,SN12C,ALMANAC,-7.88763604731828
Vemurafenib,Vandetanib,ACHN,ALMANAC,-6.79072118043569
Lenalidomide,Sorafenib,MDA-MB-231,ALMANAC,-18.6061730195408
dexamethasone,geldanamycin,A375,ONEIL,-34.7812340468876
Gefitinib,Vorinostat,UO-31,ALMANAC,-1.80886214447602
Abiraterone,Nilotinib,SW-620,ALMANAC,-3.95912630615135
Fulvestrant,Sorafenib,UACC-257,ALMANAC,0.379831647814513
Lenalidomide,Dasatinib,NCI-H226,ALMANAC,-5.7963212360008
Ruxolitinib,paclitaxel,HOP-92,ALMANAC,-12.0731518149762
Fingolimod,SNS-032,Mel Ho,FRIEDMAN,1.78971686813687
Enzastaurin,Dasatinib,COLO 792,FRIEDMAN,-5.12518461033554
Vandetanib,Sunitinib,CCRF-CEM,ALMANAC,-12.4459775118566
Ruxolitinib,mitotane,SK-OV-3,ALMANAC,5.20287935666749
Tideglusib,Lestaurtinib,WM115,FRIEDMAN,-17.9854847158271
paclitaxel,Romidepsin,KM12,ALMANAC,-22.8341459810626
Sorafenib,mitotane,MOLT-4,ALMANAC,4.81335591631717
paclitaxel,Dasatinib,OVCAR-5,ALMANAC,1.56098263213511
Crizotinib,Sorafenib,SN12C,ALMANAC,-3.75600919752009
VX-702,Fingolimod,WT2-iPS,FRIEDMAN,-0.734773626082339
Vismodegib,Imatinib,HS 578T,ALMANAC,-8.16080906242688
paclitaxel,Sorafenib,SK-OV-3,ALMANAC,-20.3587880824432
Crizotinib,Gefitinib,COLO 205,ALMANAC,5.631433240957
Navitoclax,SNS-032,Mel Ho,FRIEDMAN,5.74603287763752
Abiraterone,Lapatinib,RXF 393,ALMANAC,-6.51418060123847
Vandetanib,Lapatinib,HS 578T,ALMANAC,-0.893647668977366
Nilotinib,Dasatinib,HCT116,ALMANAC,-5.75931055031196
Pazopanib,Cediranib,RPMI7951,FRIEDMAN,-16.8465543327461
Vandetanib,Lenalidomide,RPMI-8226,ALMANAC,0.315802979533741
Fingolimod,Tanespimycin,MeWo,FRIEDMAN,-7.2306836325896
Crizotinib,Cediranib,WM115,FRIEDMAN,-4.90899465812895
Sunitinib,Palbociclib,COLO 800,FRIEDMAN,-15.1869208834915
celecoxib,mitotane,786-0,ALMANAC,0.405913176525962
Abiraterone,Gefitinib,MOLT-4,ALMANAC,9.53550476218847
Lenalidomide,Imatinib,MOLT-4,ALMANAC,-4.49387191218317
Nilotinib,Vorinostat,IPC-298,FRIEDMAN,2.66635622936199
metformin,Dasatinib,UACC62,ONEIL,-13.4460672849668
clozapine,Ruxolitinib,L-1236,NCATS_HL,-5.66726227150571
Navitoclax,Tanespimycin,RVH-421,FRIEDMAN,-3.6513007701107
Vemurafenib,Axitinib,A498,ALMANAC,0.99763376434599
Sunitinib,Sorafenib,SKMEL30,ONEIL,2.76912169862866
Lestaurtinib,Lapatinib,A2058,FRIEDMAN,6.05727809411413
dexamethasone,Lapatinib,NCIH520,ONEIL,4.00193853852038
Abiraterone,Imatinib,RPMI-8226,ALMANAC,-17.2118093980148
Lestaurtinib,Sorafenib,WT2-iPS,FRIEDMAN,-8.16841155724351
Navitoclax,Erlotinib,A101D,FRIEDMAN,26.8816826190586
Dasatinib,thalidomide,LOX IMVI,ALMANAC,-27.9317280229168
Vorinostat,geldanamycin,VCAP,ONEIL,7.262818938793504
Lenalidomide,Gefitinib,MOLT-4,ALMANAC,-31.3333758429968
Gefitinib,Trametinib,HCC1500,ASTRAZENECA,-5.64314242366204
Nilotinib,Sorafenib,A375,FRIEDMAN,-10.0226221407601
MEGESTROL ACETATE,Sorafenib,NCI-H460,ALMANAC,-6.10048855889384
Vismodegib,Lenalidomide,PC-3,ALMANAC,-0.49796494192031
Vemurafenib,Imatinib,KM12,ALMANAC,-10.3488983501153
paclitaxel,Dasatinib,A2780,ONEIL,0.1119561526876595
Vismodegib,Imatinib,MDA-MB-231,ALMANAC,-0.0093204297252452
Sunitinib,Dasatinib,A375,ONEIL,15.4985727759109
Lenalidomide,Lapatinib,TK-10,ALMANAC,-19.7934116522925
raloxifene,Vismodegib,MCF7,ALMANAC,0.939016767184743
Crizotinib,Gefitinib,K-562,ALMANAC,1.35639212064322
Vandetanib,Sunitinib,T-47D,ALMANAC,-1.4389248303173
VX-702,RAF265,IST-MEL1,FRIEDMAN,-11.1637013338419
VX-702,Lenalidomide,IST-MEL1,FRIEDMAN,-6.02107904124788
Crizotinib,Ruxolitinib,SR,ALMANAC,-21.1979982914756
MEGESTROL ACETATE,Sorafenib,CCRF-CEM,ALMANAC,4.19345085677076
Gefitinib,MEGESTROL ACETATE,SR,ALMANAC,-19.1807808691546
Crizotinib,thalidomide,MDA-MB-468,ALMANAC,2.29572914695029
celecoxib,thalidomide,OVCAR-5,ALMANAC,-0.850568840883869
Abiraterone,mitotane,CCRF-CEM,ALMANAC,-6.53382113468638
Vismodegib,Sorafenib,IGROV1,ALMANAC,-19.8732060146151
Linsitinib,SNS-032,MZ-MEL-2,FRIEDMAN,4.2998707063818
Vatalanib,Cediranib,MeWo,FRIEDMAN,-14.66550071897
Pazopanib,Tanespimycin,SKMEL30,FRIEDMAN,13.9104594452857
Abiraterone,Dasatinib,HOP-62,ALMANAC,11.2045082179773
Abiraterone,Dasatinib,UO-31,ALMANAC,2.88429826189552
Sorafenib,Dasatinib,COLO 792,FRIEDMAN,-18.6492644390877
Linsitinib,Vismodegib,IPC-298,FRIEDMAN,-2.68955408047737
Enzastaurin,Vatalanib,COLO 829,FRIEDMAN,6.9938048913474
Gefitinib,Lapatinib,NCIH23,ALMANAC,-3.02458873438672
MEGESTROL ACETATE,thalidomide,HCT-15,ALMANAC,-5.13386131656846
RAF265,Vorinostat,UACC62,FRIEDMAN,-3.7905366103453
Imatinib,Dasatinib,SK-MEL-28,ALMANAC,-8.92174553357401
celecoxib,Dasatinib,RPMI-8226,ALMANAC,1.79725765328326
Navitoclax,Tanespimycin,LOX IMVI,FRIEDMAN,31.2594600012824
raloxifene,Sunitinib,MDA-MB-231,ALMANAC,-3.44726804251539
Enzastaurin,Erlotinib,IST-MEL1,FRIEDMAN,13.081085897609
Navitoclax,VX-702,LOX IMVI,FRIEDMAN,57.6200073346927
Vandetanib,Abiraterone,TK-10,ALMANAC,-3.11945721580768
Lestaurtinib,RAF265,COLO 829,FRIEDMAN,-9.37346897339171
Enzastaurin,Cediranib,A2058,FRIEDMAN,2.11403216606515
Ruxolitinib,celecoxib,SW-620,ALMANAC,-3.72424407856129
Lenalidomide,Crizotinib,CCRF-CEM,ALMANAC,-43.7136829951789
paclitaxel,Romidepsin,HCT-15,ALMANAC,-0.880611390150818
Ruxolitinib,Sunitinib,IPC-298,FRIEDMAN,0.685154037501567
Ruxolitinib,Vandetanib,U251,ALMANAC,-11.7956746409694
Sorafenib,Bexarotene,SK-MEL-2,FRIEDMAN,5.21381269573763
Lapatinib,SNS-032,UACC62,FRIEDMAN,0.983733105425157
Sunitinib,Midostaurin,RVH-421,FRIEDMAN,-27.4358520167864
Vismodegib,Sunitinib,SNB-75,ALMANAC,-2.60585317989153
Crizotinib,Pioglitazone,SK-MEL-2,FRIEDMAN,4.05981049623112
celecoxib,Nilotinib,MDA-MB-468,ALMANAC,-4.5248150759475
raloxifene,Vorinostat,SR,ALMANAC,-33.9099538792483
Pazopanib,Tideglusib,A2058,FRIEDMAN,0.883297665707723
troglitazone,Ruxolitinib,L-1236,NCATS_HL,-24.8042089788336
Vemurafenib,Lenalidomide,MCF7,ALMANAC,3.44497393211468
Vismodegib,Vemurafenib,SF-268,ALMANAC,3.48493051596684
Cabozantinib,Ruxolitinib,L-1236,NCATS_HL,-25.5231613904445
Dasatinib,Sunitinib,HOP-92,ALMANAC,0.928141389674443
Lapatinib,thalidomide,MCF7,ALMANAC,-3.20672906057325
Vandetanib,paclitaxel,KM12,ALMANAC,-42.4181278144935
dexamethasone,Erlotinib,OVCAR3,ONEIL,-15.0089303719363
celecoxib,Sunitinib,SK-MEL-5,ALMANAC,-2.87632800624897
Vismodegib,Sunitinib,451Lu,FRIEDMAN,-10.6946928723241
Lapatinib,Dasatinib,SW837,ONEIL,20.7191486697607
Linsitinib,RAF265,RVH-421,FRIEDMAN,-25.1671496808709
Dasatinib,Fulvestrant,SK-MEL-5,ALMANAC,-1.51671739671937
Lapatinib,Tanespimycin,RPMI7951,FRIEDMAN,-21.9077312023547
Lenalidomide,Sorafenib,SR,ALMANAC,-6.37817801862628
Vandetanib,Crizotinib,OVCAR-5,ALMANAC,1.35331138856351
Lenalidomide,Vemurafenib,IGROV1,ALMANAC,-2.73502514355424
Abiraterone,Axitinib,UACC-257,ALMANAC,3.18019725552478
Axitinib,Crizotinib,SK-MEL-2,ALMANAC,-0.618222155629094
Pazopanib,Pioglitazone,SK-MEL-28,FRIEDMAN,-3.21031177790601
Vismodegib,Ruxolitinib,HCT116,ALMANAC,0.957782727029352
Imatinib,mitotane,UACC62,ALMANAC,-4.20299211807609
Vismodegib,raloxifene,IGROV1,ALMANAC,1.00294726421048
celecoxib,Imatinib,OVCAR-4,ALMANAC,1.80538369592717
MEGESTROL ACETATE,Crizotinib,NCI-H460,ALMANAC,-2.64033201670859
Vismodegib,Imatinib,M14,ALMANAC,-3.77514724952292
paclitaxel,Dasatinib,SF-295,ALMANAC,-2.92724114956779
Enzastaurin,Lapatinib,SK-MEL-28,FRIEDMAN,4.56178828634355
Linsitinib,SNS-032,RPMI7951,FRIEDMAN,-5.20300367196191
Ruxolitinib,Imatinib,BT-549,ALMANAC,-1.27127058970351
Gefitinib,Lapatinib,HT29,ALMANAC,3.02699343868781
Vemurafenib,Abiraterone,HCT116,ALMANAC,-4.62629521867548
Enzastaurin,Crizotinib,IST-MEL1,FRIEDMAN,7.22629383989079
Vemurafenib,Nilotinib,EKVX,ALMANAC,0.851206875875223
Crizotinib,Axitinib,SK-OV-3,ALMANAC,-1.36631641683395
Crizotinib,Sorafenib,LB2518-MEL,FRIEDMAN,5.1216839576196
Nilotinib,paclitaxel,LOX IMVI,ALMANAC,-16.3094315133726
Lapatinib,SNS-032,Mel Ho,FRIEDMAN,-0.877257640828196
dexamethasone,geldanamycin,HT144,ONEIL,-40.2614734397264
RAF265,Pioglitazone,SK-MEL-5,FRIEDMAN,-9.04537198289565
Ruxolitinib,Dasatinib,TK-10,ALMANAC,-0.647672388000738
Fingolimod,Vorinostat,MZ-MEL-2,FRIEDMAN,-23.840962704009
Sorafenib,RAF265,IST-MEL1,FRIEDMAN,-0.301693449188903
Abiraterone,mitotane,U251,ALMANAC,-3.28953516245788
Linsitinib,Vatalanib,RVH-421,FRIEDMAN,-6.88017908640504
Lenalidomide,Dasatinib,SF-539,ALMANAC,-47.3452671083131
Sorafenib,Cediranib,RPMI7951,FRIEDMAN,9.94463508255065
Fingolimod,Crizotinib,SKMEL30,FRIEDMAN,-39.5863510859024
Vismodegib,Ruxolitinib,SK-MEL-2,ALMANAC,0.833554298485598
vinblastine,Sorafenib,UWB1289,ONEIL,5.034618319433818
Axitinib,Romidepsin,UACC62,ALMANAC,-46.9373160277315
Romidepsin,Sunitinib,ACHN,ALMANAC,-21.8988725902684
Vemurafenib,Sorafenib,UACC-257,ALMANAC,-1.35777425121038
Dasatinib,Fulvestrant,MOLT-4,ALMANAC,-4.17957185295532
Vismodegib,celecoxib,CCRF-CEM,ALMANAC,-2.33030418672468
Abiraterone,Vandetanib,HT29,ALMANAC,10.6388109844012
metformin,Sunitinib,SW837,ONEIL,-71.7765711158932
Ruxolitinib,thalidomide,CAKI-1,ALMANAC,-8.62363260904614
Ruxolitinib,Pioglitazone,RPMI7951,FRIEDMAN,-16.4166159205946
Gefitinib,Fulvestrant,MDA-MB-361,ASTRAZENECA,7.62461706237026
Abiraterone,Vismodegib,OVCAR3,ALMANAC,-5.95135545159195
Vemurafenib,Gefitinib,CAKI-1,ALMANAC,-2.25055648281644
Crizotinib,thalidomide,NCI-H322M,ALMANAC,5.92038189223466
Bexarotene,Vorinostat,LOX IMVI,FRIEDMAN,-24.6601030508813
Ruxolitinib,Nilotinib,RXF 393,ALMANAC,-11.4799300289294
Lenalidomide,Lapatinib,K-562,ALMANAC,-4.89719420347173
RAF265,Midostaurin,IPC-298,FRIEDMAN,3.69292639628692
Crizotinib,Sunitinib,M14,ALMANAC,-2.69086842730567
Abiraterone,Axitinib,MCF7,ALMANAC,6.36239738754655
Nilotinib,Lapatinib,UACC62,FRIEDMAN,3.72966754954138
Bexarotene,Dasatinib,MeWo,FRIEDMAN,3.83715058898198
Abiraterone,Nilotinib,ACHN,ALMANAC,-2.24326992691737
Vismodegib,celecoxib,PC-3,ALMANAC,-4.24379743532298
Vorinostat,thalidomide,LOX IMVI,ALMANAC,-6.25386995565705
raloxifene,mitotane,SNB-75,ALMANAC,0.334662746253653
Axitinib,Vorinostat,SK-OV-3,ALMANAC,-1.96789513764943
Ruxolitinib,Nilotinib,MOLT-4,ALMANAC,-7.72596786985854
Imatinib,mitotane,MDA-MB-468,ALMANAC,-4.64321689863521
paclitaxel,Romidepsin,786-0,ALMANAC,-6.2048107518577
Vandetanib,Gefitinib,RPMI-8226,ALMANAC,6.79095051110278
Sorafenib,Vorinostat,WT2-iPS,FRIEDMAN,-15.9558107084491
Vorinostat,Lapatinib,HT144,ONEIL,-0.0556983764780603
Sunitinib,thalidomide,HOP-92,ALMANAC,-1.03287942142743
Ruxolitinib,SNS-032,IPC-298,FRIEDMAN,-23.677046400568
Vandetanib,Abiraterone,OVCAR3,ALMANAC,-2.9103871218992
