Drug A,Drug B,Cell Line Name,Score
VEMURAFENIB,DASATINIB,A-498,1.65
VEMURAFENIB,DASATINIB,ACHN,12.66
VEMURAFENIB,VEMURAFENIB,SN12C,-1.3
VEMURAFENIB,DASATINIB,UACC-62,0.69
VEMURAFENIB,MITOTANE,K-562,-9.37
VEMURAFENIB,VEMURAFENIB,OVCAR-5,1.95
VANDETANIB,MITOTANE,Hs 578T,1.31
VEMURAFENIB,DASATINIB,SF295,1.75
VANDETANIB,VEMURAFENIB,A-549,-0.46
VEMURAFENIB,DASATINIB,NCI-H322M,-7.89
VEMURAFENIB,DASATINIB,786-O,-0.67
VANDETANIB,FULVESTRANT,UO-31,0.84
DASATINIB,MITOTANE,OVCAR-8,-0.75
VEMURAFENIB,FULVESTRANT,Caki-1,-2.91
VANDETANIB,MITOTANE,CCRF-CEM,-14.96
VANDETANIB,FULVESTRANT,NCI-H226,-9.08
VEMURAFENIB,MITOTANE,COLO 205,-6.35
VANDETANIB,MITOTANE,HCC2998,-7.01
VEMURAFENIB,FULVESTRANT,M14,-11.3
DASATINIB,MITOTANE,MOLT-4,9.07
VEMURAFENIB,DASATINIB,SNB-75,-22.02
VEMURAFENIB,FULVESTRANT,SK-MEL-28,5.19
VEMURAFENIB,DASATINIB,Caki-1,24.46
VEMURAFENIB,DASATINIB,DU145,-5.61
MITOTANE,FULVESTRANT,A-498,-3.11
VANDETANIB,MITOTANE,SF295,-7.83
VEMURAFENIB,FULVESTRANT,BT-549,4.02
VEMURAFENIB,VEMURAFENIB,HCT 116,0.57
VANDETANIB,VEMURAFENIB,K-562,-33.18
VEMURAFENIB,MITOTANE,EKVX,5.52
VEMURAFENIB,DASATINIB,SF539,3.97
VANDETANIB,MITOTANE,RPMI-8226,7.84
VEMURAFENIB,FULVESTRANT,HOP-62,-1.02
VANDETANIB,DASATINIB,DU145,0.82
VANDETANIB,FULVESTRANT,SF295,1.42
VEMURAFENIB,VEMURAFENIB,HCT 15,-1.17
DASATINIB,MITOTANE,KM12,-0.92
VANDETANIB,MITOTANE,SF268,2.66
VEMURAFENIB,FULVESTRANT,SR,3.59
VANDETANIB,DASATINIB,ACHN,7.67
VANDETANIB,MITOTANE,UACC-62,-6.19
MITOTANE,FULVESTRANT,UACC-62,-2.77
VEMURAFENIB,DASATINIB,HOP-62,7.32
VEMURAFENIB,VANDETANIB,HOP-92,-7.07
VEMURAFENIB,MITOTANE,M14,-4.26
VANDETANIB,FULVESTRANT,K-562,-1.23
VEMURAFENIB,VANDETANIB,HT-29,3.47
MITOTANE,FULVESTRANT,MCF-7,-4.37
VEMURAFENIB,DASATINIB,HT-29,8.25
VEMURAFENIB,VEMURAFENIB,SNB-75,2.2
VANDETANIB,FULVESTRANT,TK-10,7.07
DASATINIB,FULVESTRANT,UACC-257,-3.32
VEMURAFENIB,VEMURAFENIB,MDA-MB-468,-2.1
VEMURAFENIB,DASATINIB,BT-549,-30.26
VANDETANIB,DASATINIB,HCT 116,-4.64
DASATINIB,FULVESTRANT,K-562,-10.06
VEMURAFENIB,VANDETANIB,MDA-MB-468,3.11
DASATINIB,FULVESTRANT,NCI-H322M,4.76
VEMURAFENIB,MITOTANE,NCI-H322M,-2.78
MITOTANE,FULVESTRANT,HOP-62,-16.4
VANDETANIB,FULVESTRANT,COLO 205,3.67
DASATINIB,MITOTANE,OVCAR-4,-5.31
DASATINIB,FULVESTRANT,SR,-7.43
VEMURAFENIB,MITOTANE,RXF 393L,-1.03
DASATINIB,FULVESTRANT,NCI-H522,-0.24
VEMURAFENIB,FULVESTRANT,T-47D,4.38
MITOTANE,FULVESTRANT,SK-OV-3,-1.48
DASATINIB,MITOTANE,NCI-H23,-49.55
VANDETANIB,DASATINIB,SK-MEL-5,-4.97
VANDETANIB,MITOTANE,BT-549,5.38
VEMURAFENIB,VEMURAFENIB,SK-MEL-2,8.61
VANDETANIB,MITOTANE,HCT 116,-8.84
VEMURAFENIB,DASATINIB,A-375,0.201
VANDETANIB,FULVESTRANT,MOLT-4,3.82
VANDETANIB,VEMURAFENIB,M14,-15.32
VANDETANIB,MITOTANE,PC-3,-5.23
VEMURAFENIB,VEMURAFENIB,SW620,0.09
VEMURAFENIB,DASATINIB,SN12C,-23.18
VANDETANIB,DASATINIB,HCC2998,-1.1
DASATINIB,MITOTANE,A-549,-95.25
VEMURAFENIB,VEMURAFENIB,KM12,3.38
VEMURAFENIB,DASATINIB,OVCAR-8,-3.64
VEMURAFENIB,VANDETANIB,NCI-H322M,-30.86
VANDETANIB,VEMURAFENIB,SNB-75,-41.97
DASATINIB,MITOTANE,SW620,-1.77
MITOTANE,FULVESTRANT,A-549,-0.45
VANDETANIB,DASATINIB,SF295,0.04
VANDETANIB,MITOTANE,MCF-7,3.96
VEMURAFENIB,VEMURAFENIB,HCC2998,-3.57
VEMURAFENIB,VANDETANIB,HCC2998,-18.53
VEMURAFENIB,DASATINIB,HCT 116,-19.87
VANDETANIB,FULVESTRANT,SF268,7.23
DASATINIB,FULVESTRANT,OVCAR-8,-7.26
VEMURAFENIB,VEMURAFENIB,IGROV-1,-4.18
DASATINIB,MITOTANE,SR,-9.05
DASATINIB,FULVESTRANT,SF295,4.97
VANDETANIB,FULVESTRANT,HCC2998,0.6
DASATINIB,MITOTANE,DU145,-0.01
VANDETANIB,MITOTANE,A-498,0.51
VANDETANIB,DASATINIB,HOP-92,13.54
VEMURAFENIB,VANDETANIB,ACHN,-4.31
VANDETANIB,DASATINIB,COLO 205,0.77
VEMURAFENIB,FULVESTRANT,MDA-MB-468,3.05
VEMURAFENIB,FULVESTRANT,A-498,-0.16
VEMURAFENIB,DASATINIB,OVCAR-3,-6.0
VEMURAFENIB,VANDETANIB,MCF-7,-3.03
VEMURAFENIB,VEMURAFENIB,NCI-H23,-3.91
VANDETANIB,DASATINIB,SNB-75,-0.36
VANDETANIB,DASATINIB,SR,-5.5
MITOTANE,FULVESTRANT,HCT 15,0.29
VEMURAFENIB,DASATINIB,A-549,-1.35
VEMURAFENIB,VANDETANIB,A-498,-4.0
VEMURAFENIB,DASATINIB,MZ-MEL-7,0.105
VEMURAFENIB,DASATINIB,T-47D,3.36
DASATINIB,MITOTANE,T-47D,-3.02
MITOTANE,FULVESTRANT,Hs 578T,-5.28
VEMURAFENIB,FULVESTRANT,786-O,5.85
VEMURAFENIB,VANDETANIB,Hs 578T,-2.33
VEMURAFENIB,DASATINIB,NCI-H460,21.06
VEMURAFENIB,VEMURAFENIB,T-47D,-2.03
VANDETANIB,DASATINIB,U-251MG,4.83
VEMURAFENIB,VANDETANIB,SW620,-47.3
VANDETANIB,DASATINIB,RXF 393L,5.67
DASATINIB,MITOTANE,CCRF-CEM,-11.89
MITOTANE,FULVESTRANT,UO-31,-2.4
VEMURAFENIB,VEMURAFENIB,NCI-H322M,-6.11
VEMURAFENIB,VANDETANIB,OVCAR-3,-9.06
VEMURAFENIB,VANDETANIB,OVCAR-8,-3.86
VEMURAFENIB,MITOTANE,NCI-H460,-4.61
DASATINIB,MITOTANE,MDA-MB-468,0.59
DASATINIB,MITOTANE,SK-MEL-28,-62.57
VANDETANIB,DASATINIB,NCI-H460,16.28
VEMURAFENIB,VEMURAFENIB,UACC-257,3.34
VANDETANIB,VEMURAFENIB,SK-MEL-5,-9.5
VANDETANIB,DASATINIB,MDA-MB-231,14.09
DASATINIB,FULVESTRANT,SK-MEL-5,-1.51
VANDETANIB,FULVESTRANT,MDA-MB-468,0.52
MITOTANE,FULVESTRANT,NCI-H460,-21.55
VANDETANIB,MITOTANE,HOP-92,0.82
VANDETANIB,VEMURAFENIB,OVCAR-8,-5.18
VANDETANIB,MITOTANE,786-O,4.19
MITOTANE,FULVESTRANT,IGROV-1,0.97
DASATINIB,FULVESTRANT,786-O,-68.19
VEMURAFENIB,DASATINIB,OVCAR-5,-21.19
DASATINIB,FULVESTRANT,MDA-MB-231,-5.92
VEMURAFENIB,DASATINIB,K-562,-7.02
VEMURAFENIB,DASATINIB,SK-MEL-5,-7.87
VANDETANIB,DASATINIB,SK-OV-3,4.36
VEMURAFENIB,VEMURAFENIB,PC-3,-0.04
VEMURAFENIB,VEMURAFENIB,TK-10,-1.55
VEMURAFENIB,MITOTANE,SN12C,5.54
VANDETANIB,VEMURAFENIB,SF268,-0.25
DASATINIB,MITOTANE,RPMI-8226,-11.24
VEMURAFENIB,MITOTANE,NCI-H23,2.35
VANDETANIB,FULVESTRANT,SK-MEL-28,-3.5
DASATINIB,MITOTANE,HT-29,-14.82
DASATINIB,FULVESTRANT,MCF-7,-7.78
DASATINIB,MITOTANE,HCC2998,-4.66
MITOTANE,FULVESTRANT,SR,-6.4
VANDETANIB,FULVESTRANT,A-498,-5.22
VEMURAFENIB,MITOTANE,UACC-257,-12.57
VEMURAFENIB,VANDETANIB,HOP-62,-20.95
VANDETANIB,VEMURAFENIB,DU145,-6.77
MITOTANE,FULVESTRANT,MDA-MB-231,4.33
VEMURAFENIB,VEMURAFENIB,HT-29,-0.79
DASATINIB,MITOTANE,OVCAR-3,-5.43
DASATINIB,FULVESTRANT,HOP-92,-11.62
VANDETANIB,VEMURAFENIB,T-47D,-3.21
VEMURAFENIB,VANDETANIB,M14,-8.22
DASATINIB,FULVESTRANT,LOX-IMVI,5.38
VEMURAFENIB,VANDETANIB,K-562,-36.37
VEMURAFENIB,MITOTANE,NCI-H522,7.9
VEMURAFENIB,FULVESTRANT,HT-29,5.27
DASATINIB,MITOTANE,LOX-IMVI,-4.41
VANDETANIB,VEMURAFENIB,MCF-7,-7.65
VANDETANIB,DASATINIB,Caki-1,17.24
VEMURAFENIB,FULVESTRANT,A-549,-14.74
VANDETANIB,FULVESTRANT,Caki-1,-5.63
VEMURAFENIB,VEMURAFENIB,UO-31,1.3
VEMURAFENIB,MITOTANE,MDA-MB-231,1.16
VEMURAFENIB,MITOTANE,OVCAR-8,-1.64
VANDETANIB,VEMURAFENIB,UACC-62,-0.24
VANDETANIB,FULVESTRANT,EKVX,-6.81
DASATINIB,FULVESTRANT,A-498,-23.59
VEMURAFENIB,VEMURAFENIB,SF539,-0.29
VANDETANIB,MITOTANE,OVCAR-3,-12.59
VEMURAFENIB,MITOTANE,RPMI-8226,-12.72
VANDETANIB,VEMURAFENIB,NCI-H23,-27.89
VEMURAFENIB,VANDETANIB,RPMI-8226,-2.82
MITOTANE,FULVESTRANT,SW620,-10.43
VANDETANIB,FULVESTRANT,NCI-H460,-8.15
VANDETANIB,FULVESTRANT,BT-549,4.37
VANDETANIB,VEMURAFENIB,SK-MEL-28,-6.17
VEMURAFENIB,MITOTANE,A-498,-7.49
VEMURAFENIB,VANDETANIB,MOLT-4,5.97
VEMURAFENIB,DASATINIB,LOX-IMVI,5.4
VEMURAFENIB,VEMURAFENIB,LOX-IMVI,-5.08
VANDETANIB,VEMURAFENIB,UO-31,-4.01
DASATINIB,MITOTANE,M14,-0.98
VEMURAFENIB,MITOTANE,HCT 15,2.2
VANDETANIB,MITOTANE,NCI-H460,-3.87
VEMURAFENIB,VEMURAFENIB,Caki-1,3.46
VANDETANIB,FULVESTRANT,SNB-75,-9.75
MITOTANE,FULVESTRANT,SF295,-6.91
VANDETANIB,DASATINIB,A-549,15.59
VEMURAFENIB,FULVESTRANT,NCI-H23,-1.21
VEMURAFENIB,FULVESTRANT,COLO 205,-1.91
DASATINIB,MITOTANE,RXF 393L,-4.73
VANDETANIB,DASATINIB,NCI-H522,6.81
VEMURAFENIB,DASATINIB,HCT 15,-12.32
VEMURAFENIB,VANDETANIB,SF295,-3.53
VANDETANIB,FULVESTRANT,SK-MEL-5,1.0
MITOTANE,FULVESTRANT,NCI-H226,-1.43
VANDETANIB,DASATINIB,NCI-H23,-2.57
VEMURAFENIB,VANDETANIB,OVCAR-5,-14.63
DASATINIB,FULVESTRANT,EKVX,-54.74
VANDETANIB,FULVESTRANT,NCI-H23,1.67
VANDETANIB,VEMURAFENIB,Caki-1,-1.22
DASATINIB,MITOTANE,EKVX,-11.81
VEMURAFENIB,FULVESTRANT,HOP-92,-2.16
VANDETANIB,VEMURAFENIB,NCI-H226,-26.0
VANDETANIB,DASATINIB,HCT 15,0.15
MITOTANE,FULVESTRANT,NCI-H322M,-2.38
VANDETANIB,VEMURAFENIB,OVCAR-5,-15.29
DASATINIB,FULVESTRANT,DU145,0.41
DASATINIB,MITOTANE,NCI-H460,-0.21
VANDETANIB,VEMURAFENIB,KM12,4.86
DASATINIB,FULVESTRANT,SW620,-5.89
VEMURAFENIB,VANDETANIB,HCT 15,-14.2
VEMURAFENIB,MITOTANE,U-251MG,-16.79
DASATINIB,MITOTANE,SN12C,-16.31
DASATINIB,MITOTANE,HOP-62,-1.19
MITOTANE,FULVESTRANT,HOP-92,1.64
VEMURAFENIB,VANDETANIB,SNB-75,-42.11
DASATINIB,FULVESTRANT,SNB-75,-6.25
VANDETANIB,FULVESTRANT,HOP-62,0.86
DASATINIB,FULVESTRANT,A-549,-1.14
MITOTANE,FULVESTRANT,RPMI-8226,-4.37
VEMURAFENIB,MITOTANE,KM12,7.64
VEMURAFENIB,DASATINIB,RPMI-8226,-11.42
VEMURAFENIB,VEMURAFENIB,U-251MG,-0.7
VANDETANIB,MITOTANE,MDA-MB-231,-30.88
DASATINIB,FULVESTRANT,SN12C,-15.49
VEMURAFENIB,FULVESTRANT,SK-MEL-2,2.51
VANDETANIB,MITOTANE,T-47D,6.07
VANDETANIB,FULVESTRANT,UACC-257,2.49
MITOTANE,FULVESTRANT,T-47D,6.25
VANDETANIB,VEMURAFENIB,NCI-H460,-5.39
DASATINIB,FULVESTRANT,HCT 15,-1.99
VANDETANIB,MITOTANE,IGROV-1,-38.64
VANDETANIB,MITOTANE,UACC-257,-1.99
VEMURAFENIB,DASATINIB,OVCAR-4,-33.28
MITOTANE,FULVESTRANT,NCI-H522,-2.34
VEMURAFENIB,MITOTANE,IGROV-1,-20.35
VANDETANIB,FULVESTRANT,U-251MG,0.17
DASATINIB,MITOTANE,NCI-H522,-0.66
VANDETANIB,DASATINIB,OVCAR-5,1.89
VEMURAFENIB,VANDETANIB,BT-549,2.44
VANDETANIB,FULVESTRANT,T-47D,2.84
VANDETANIB,FULVESTRANT,OVCAR-3,2.41
MITOTANE,FULVESTRANT,M14,-7.24
DASATINIB,MITOTANE,Caki-1,-17.87
VEMURAFENIB,MITOTANE,PC-3,3.8
MITOTANE,FULVESTRANT,SN12C,-2.21
VANDETANIB,MITOTANE,SK-MEL-5,3.02
VEMURAFENIB,VANDETANIB,COLO 205,-22.21
VANDETANIB,DASATINIB,M14,-13.53
VANDETANIB,MITOTANE,EKVX,-8.88
VANDETANIB,FULVESTRANT,RXF 393L,0.84
VANDETANIB,MITOTANE,NCI-H226,-33.59
VEMURAFENIB,FULVESTRANT,LOX-IMVI,-2.93
VEMURAFENIB,MITOTANE,SK-MEL-2,4.43
VEMURAFENIB,DASATINIB,M14,-0.17
VEMURAFENIB,DASATINIB,MOLT-4,-60.26
VEMURAFENIB,VEMURAFENIB,M14,0.7
VANDETANIB,FULVESTRANT,MDA-MB-231,-4.04
DASATINIB,MITOTANE,TK-10,-92.9
VANDETANIB,MITOTANE,SW620,-12.06
VANDETANIB,MITOTANE,SK-MEL-2,3.57
VANDETANIB,DASATINIB,OVCAR-3,2.27
DASATINIB,MITOTANE,SNB-75,-4.06
VEMURAFENIB,FULVESTRANT,HCT 15,-6.11
VEMURAFENIB,VANDETANIB,NCI-H460,1.19
DASATINIB,MITOTANE,IGROV-1,0.44
VANDETANIB,VEMURAFENIB,LOX-IMVI,4.06
VANDETANIB,VEMURAFENIB,SR,-10.78
VANDETANIB,MITOTANE,MDA-MB-468,3.67
VANDETANIB,FULVESTRANT,RPMI-8226,0.51
VEMURAFENIB,FULVESTRANT,SF268,5.16
VEMURAFENIB,MITOTANE,SNB-75,0.33
VEMURAFENIB,MITOTANE,HCT 116,9.89
DASATINIB,FULVESTRANT,IGROV-1,-12.27
VANDETANIB,FULVESTRANT,SK-MEL-2,-0.35
VEMURAFENIB,VEMURAFENIB,HOP-62,-9.6
VEMURAFENIB,FULVESTRANT,ACHN,-0.65
VEMURAFENIB,FULVESTRANT,SNB-75,-1.98
VANDETANIB,DASATINIB,LOX-IMVI,-7.16
MITOTANE,FULVESTRANT,EKVX,-2.18
VANDETANIB,DASATINIB,NCI-H226,9.36
VEMURAFENIB,FULVESTRANT,NCI-H522,0.48
VEMURAFENIB,FULVESTRANT,SN12C,-5.98
VANDETANIB,VEMURAFENIB,RXF 393L,-5.48
VANDETANIB,MITOTANE,SR,11.23
VANDETANIB,VEMURAFENIB,TK-10,-2.44
VANDETANIB,VEMURAFENIB,CCRF-CEM,-5.0
VEMURAFENIB,VANDETANIB,IGROV-1,-4.73
VANDETANIB,DASATINIB,PC-3,11.11
VEMURAFENIB,DASATINIB,UO-31,5.81
VEMURAFENIB,VANDETANIB,OVCAR-4,-4.43
DASATINIB,FULVESTRANT,SF539,9.88
VEMURAFENIB,MITOTANE,MDA-MB-468,3.62
VANDETANIB,FULVESTRANT,M14,3.59
VEMURAFENIB,MITOTANE,SF539,-0.03
VEMURAFENIB,VEMURAFENIB,DU145,0.02
MITOTANE,FULVESTRANT,SK-MEL-28,-6.96
DASATINIB,FULVESTRANT,U-251MG,-2.93
MITOTANE,FULVESTRANT,SF539,-11.44
VEMURAFENIB,FULVESTRANT,HCT 116,-6.46
VANDETANIB,VEMURAFENIB,SK-OV-3,-21.26
DASATINIB,FULVESTRANT,MOLT-4,-0.31
VEMURAFENIB,FULVESTRANT,CCRF-CEM,-7.55
VEMURAFENIB,VANDETANIB,SK-MEL-2,3.52
VANDETANIB,MITOTANE,SK-MEL-28,5.76
DASATINIB,FULVESTRANT,KM12,-13.24
VANDETANIB,VEMURAFENIB,HT-29,-1.76
VANDETANIB,DASATINIB,MOLT-4,-2.1
VEMURAFENIB,FULVESTRANT,OVCAR-3,5.53
VANDETANIB,VEMURAFENIB,MDA-MB-231,-8.52
VEMURAFENIB,DASATINIB,NCI-H522,-8.05
VANDETANIB,FULVESTRANT,HCT 116,-3.77
VEMURAFENIB,FULVESTRANT,HCC2998,-3.6
DASATINIB,MITOTANE,NCI-H322M,2.15
DASATINIB,MITOTANE,ACHN,-15.7
VEMURAFENIB,FULVESTRANT,U-251MG,-3.04
MITOTANE,FULVESTRANT,KM12,-4.87
DASATINIB,MITOTANE,SF268,-5.23
VEMURAFENIB,VANDETANIB,SR,-8.46
VEMURAFENIB,MITOTANE,NCI-H226,-30.74
VEMURAFENIB,FULVESTRANT,PC-3,-0.12
VANDETANIB,VEMURAFENIB,OVCAR-4,-4.15
VANDETANIB,VEMURAFENIB,OVCAR-3,-4.11
VEMURAFENIB,VANDETANIB,KM12,-5.46
VEMURAFENIB,MITOTANE,Hs 578T,0.61
VEMURAFENIB,FULVESTRANT,OVCAR-5,-4.66
VEMURAFENIB,MITOTANE,CCRF-CEM,-1.68
VANDETANIB,VEMURAFENIB,HCT 15,-15.73
DASATINIB,FULVESTRANT,MDA-MB-468,-64.61
VANDETANIB,MITOTANE,SK-OV-3,-6.08
VANDETANIB,DASATINIB,SK-MEL-28,-5.74
VANDETANIB,VEMURAFENIB,MDA-MB-468,-2.22
VEMURAFENIB,FULVESTRANT,UACC-257,-5.65
VEMURAFENIB,MITOTANE,T-47D,-1.31
VEMURAFENIB,DASATINIB,WM115,0.421
VEMURAFENIB,VANDETANIB,RXF 393L,2.08
VEMURAFENIB,VEMURAFENIB,RXF 393L,-1.23
VANDETANIB,FULVESTRANT,KM12,-1.96
VEMURAFENIB,VEMURAFENIB,HOP-92,0.53
VANDETANIB,MITOTANE,SN12C,-1.42
VEMURAFENIB,VEMURAFENIB,SK-OV-3,-0.08
DASATINIB,FULVESTRANT,BT-549,0.02
VEMURAFENIB,DASATINIB,MDA-MB-468,-0.68
VANDETANIB,DASATINIB,UACC-62,4.53
VANDETANIB,DASATINIB,HT-29,-0.39
MITOTANE,FULVESTRANT,TK-10,-2.06
DASATINIB,FULVESTRANT,ACHN,-31.73
VEMURAFENIB,VANDETANIB,A-549,-10.32
VEMURAFENIB,FULVESTRANT,UACC-62,-2.84
VEMURAFENIB,VEMURAFENIB,K-562,-12.5
VEMURAFENIB,MITOTANE,A-549,-0.57
VEMURAFENIB,VANDETANIB,UACC-257,0.82
VEMURAFENIB,FULVESTRANT,NCI-H460,-5.29
MITOTANE,FULVESTRANT,K-562,-5.26
DASATINIB,FULVESTRANT,RPMI-8226,-10.22
DASATINIB,MITOTANE,OVCAR-5,0.14
DASATINIB,MITOTANE,COLO 205,1.89
VEMURAFENIB,FULVESTRANT,SF539,0.92
VANDETANIB,DASATINIB,UO-31,9.69
VANDETANIB,FULVESTRANT,OVCAR-8,3.79
DASATINIB,FULVESTRANT,T-47D,-58.16
VEMURAFENIB,DASATINIB,PC-3,1.27
VEMURAFENIB,VEMURAFENIB,COLO 205,-1.04
VANDETANIB,FULVESTRANT,Hs 578T,-3.66
VANDETANIB,VEMURAFENIB,EKVX,-10.36
VANDETANIB,MITOTANE,RXF 393L,-17.96
VANDETANIB,FULVESTRANT,HT-29,1.9
VEMURAFENIB,FULVESTRANT,EKVX,2.13
VEMURAFENIB,MITOTANE,HOP-92,10.08
VEMURAFENIB,VEMURAFENIB,BT-549,0.17
