Drug A,Drug B,Cell Line Name,Score
CELECOXIB,PACLITAXEL,NCI-H460,7.6
CRIZOTINIB,THALIDOMIDE,MCF-7,-4.84
AXITINIB,GEFITINIB,LOX-IMVI,-1.1
RALOXIFENE,MITOTANE,SF539,-0.94
VEMURAFENIB,NILOTINIB,ACHN,5.87
GEFITINIB,LAPATINIB,SNB-75,4.14
DASATINIB,MITOTANE,HT-29,-14.82
VISMODEGIB,IMATINIB,LOX-IMVI,3.21
GEFITINIB,SUNITINIB,UO-31,-3.38
GEFITINIB,SORAFENIB,M14,-15.43
RALOXIFENE,VISMODEGIB,OVCAR-4,-3.72
RALOXIFENE,ARSENIC TRIOXIDE,NCI-H23,-33.51
VISMODEGIB,DOCETAXEL,SF295,-8.67
AXITINIB,ABIRATERONE,KM12,-0.32
RUXOLITINIB,PACLITAXEL,SNB-75,-87.98
MIFEPRISTONE,RUXOLITINIB,L-1236,-28.83
DASATINIB,FULVESTRANT,MCF-7,-7.78
VEMURAFENIB,MEGESTROL ACETATE,HOP-62,-44.65
DASATINIB,MITOTANE,HCC2998,-4.66
ERLOTINIB,DASATINIB,OV-90,6.265000000000001
LENALIDOMIDE,RUXOLITINIB,L-1236,-37.86
IMATINIB,FULVESTRANT,T-47D,-3.84
LENALIDOMIDE,MEGESTROL ACETATE,DU145,-1.4
RALOXIFENE,MEGESTROL ACETATE,SW620,-3.27
ABIRATERONE,VANDETANIB,SF539,1.27
IMATINIB,SORAFENIB,SF295,-2.66
CRIZOTINIB,GEFITINIB,UO-31,1.9
LENALIDOMIDE,GEFITINIB,SNB-75,-10.51
PACLITAXEL,GELDANAMYCIN,NCI-H2122,-80.74000000000001
VANDETANIB,ABIRATERONE,BT-549,5.87
RALOXIFENE,ABIRATERONE,SF539,0.24
VISMODEGIB,MEGESTROL ACETATE,U-251MG,-6.26
DOCETAXEL,MITOTANE,SK-OV-3,-77.2
LENALIDOMIDE,THALIDOMIDE,CCRF-CEM,-3.73
ABIRATERONE,SUNITINIB,OVCAR-8,-5.22
MITOTANE,ARSENIC TRIOXIDE,SW620,-18.71
VISMODEGIB,SUNITINIB,EKVX,2.35
VISMODEGIB,NILOTINIB,UO-31,6.88
PACLITAXEL,ROMIDEPSIN,A-498,-61.83
LAPATINIB,GELDANAMYCIN,HT-144,2.2625
ABIRATERONE,VISMODEGIB,SF539,-4.18
VANDETANIB,CELECOXIB,HOP-92,7.25
RUXOLITINIB,CELECOXIB,UACC-62,-7.66
ABIRATERONE,ARSENIC TRIOXIDE,SF539,-4.58
PACLITAXEL,FULVESTRANT,LOX-IMVI,-15.14
CRIZOTINIB,FULVESTRANT,U-251MG,1.0
AXITINIB,GEFITINIB,NCI-H23,-3.0
VISMODEGIB,IMATINIB,A-498,-6.95
RALOXIFENE,LENALIDOMIDE,UACC-257,0.66
VEMURAFENIB,RUXOLITINIB,MCF-7,-0.09
LENALIDOMIDE,FULVESTRANT,EKVX,1.91
AXITINIB,TRETINOIN,U-251MG,-18.98
PACLITAXEL,ROMIDEPSIN,HCT 116,-7.62
RALOXIFENE,NILOTINIB,IGROV-1,-0.36
ABIRATERONE,MITOTANE,SF268,-10.07
CRIZOTINIB,MITOTANE,SNB-75,-11.76
VEMURAFENIB,TRETINOIN,HOP-62,-5.45
IMATINIB,PACLITAXEL,SN12C,-27.56
VEMURAFENIB,IMATINIB,A-498,-14.26
ROMIDEPSIN,SORAFENIB,A-498,-34.32
PANOBINOSTAT,TIVANTINIB,TC-71,-4.071
CRIZOTINIB,DASATINIB,OVCAR-8,2.79
NILOTINIB,ROMIDEPSIN,SR,-60.15
RALOXIFENE,DASATINIB,Hs 578T,-16.03
VINBLASTINE,DASATINIB,SK-OV-3,3.3025
PACLITAXEL,LAPATINIB,DU145,17.47
CRIZOTINIB,ROMIDEPSIN,UO-31,5.78
VANDETANIB,CRIZOTINIB,SK-MEL-28,1.99
ABIRATERONE,ARSENIC TRIOXIDE,OVCAR-3,-7.77
MEGESTROL ACETATE,MITOTANE,UACC-62,-0.12
VISMODEGIB,SUNITINIB,ACHN,-66.55
AXITINIB,RUXOLITINIB,A-498,-3.27
VANDETANIB,VISMODEGIB,UACC-257,-3.61
LENALIDOMIDE,SUNITINIB,SF268,-2.86
VINBLASTINE,ERLOTINIB,HCT 116,-5.297499999999999
NILOTINIB,THALIDOMIDE,HOP-92,4.46
IMATINIB,THALIDOMIDE,EKVX,-1.17
LENALIDOMIDE,NILOTINIB,HOP-92,1.6
AXITINIB,ROMIDEPSIN,UO-31,-0.55
LENALIDOMIDE,MITOTANE,TK-10,5.37
CRIZOTINIB,DASATINIB,NCI-H460,21.29
VEMURAFENIB,ROMIDEPSIN,HT-29,-0.66
PACLITAXEL,DASATINIB,NCI-H322M,2.53
VANDETANIB,SUNITINIB,MDA-MB-231,-1.72
TAZAROTENE,RUXOLITINIB,L-1236,-15.54
MEGESTROL ACETATE,TRETINOIN,RXF 393L,-1.74
GEFITINIB,VEMURAFENIB,RXF 393L,-3.49
DEXAMETHASONE,LAPATINIB,NCI-H460,-5.1625000000000005
SUNITINIB,FULVESTRANT,K-562,2.16
NILOTINIB,SUNITINIB,SNB-75,-6.15
CELECOXIB,FULVESTRANT,TK-10,-4.26
VANDETANIB,DOCETAXEL,OVCAR-8,-2.59
MEGESTROL ACETATE,IMATINIB,RXF 393L,-16.68
ROMIDEPSIN,SORAFENIB,NCI-H23,-41.26
PERHEXILINE,RUXOLITINIB,L-1236,1.41
NILOTINIB,FULVESTRANT,SNB-75,-2.83
VANDETANIB,MEGESTROL ACETATE,A-549,2.87
RALOXIFENE,TRETINOIN,DU145,-4.41
GEFITINIB,PACLITAXEL,HCT 116,-16.98
GEFITINIB,MEGESTROL ACETATE,COLO 205,-3.08
MEGESTROL ACETATE,THALIDOMIDE,OVCAR-8,0.76
VISMODEGIB,MEGESTROL ACETATE,UACC-62,-6.06
LENALIDOMIDE,IMATINIB,MCF-7,-0.45
MEGESTROL ACETATE,CELECOXIB,NCI-H460,10.5
RUXOLITINIB,FULVESTRANT,OVCAR-4,-0.95
CRIZOTINIB,LAPATINIB,SK-OV-3,-3.16
VANDETANIB,ROMIDEPSIN,Caki-1,-33.66
VANDETANIB,SORAFENIB,Caki-1,4.23
NILOTINIB,DASATINIB,EKVX,-0.07
VANDETANIB,ROMIDEPSIN,U-251MG,-35.01
DASATINIB,LAPATINIB,NCI-H322M,-3.11
RUXOLITINIB,RALOXIFENE,PC-3,-1.86
MITOTANE,FULVESTRANT,SR,-6.4
TRETINOIN,DOCETAXEL,SF539,18.2
RIDAFOROLIMUS,RUXOLITINIB,L-1236,4.131
VANDETANIB,MEGESTROL ACETATE,NCI-H460,-1.49
VISMODEGIB,VANDETANIB,MDA-MB-231,-3.52
ABIRATERONE,IMATINIB,Hs 578T,-8.95
CRIZOTINIB,VANDETANIB,A-498,-32.26
DASATINIB,LAPATINIB,NCI-H226,3.33
LENALIDOMIDE,PACLITAXEL,UACC-62,-51.72
ABIRATERONE,DOCETAXEL,SF539,6.15
AXITINIB,VISMODEGIB,Hs 578T,-31.43
AXITINIB,VANDETANIB,TK-10,0.46
ROMIDEPSIN,THALIDOMIDE,LOX-IMVI,-62.86
RUXOLITINIB,MITOTANE,OVCAR-8,-0.49
IMATINIB,SORAFENIB,EKVX,-9.33
CELECOXIB,SORAFENIB,BT-549,-4.37
CELECOXIB,ROMIDEPSIN,A-498,-81.34
GEFITINIB,IMATINIB,RPMI-8226,-3.59
FULVESTRANT,DOCETAXEL,A-498,8.28
IMATINIB,THALIDOMIDE,NCI-H322M,-0.49
CRIZOTINIB,THALIDOMIDE,RPMI-8226,3.84
SUNITINIB,SORAFENIB,SF539,-7.1
VISMODEGIB,PACLITAXEL,EKVX,-1.44
CRIZOTINIB,PACLITAXEL,OVCAR-5,-4.8
LAPATINIB,DASATINIB,LoVo,8.835
VANDETANIB,FULVESTRANT,A-498,-5.22
CRIZOTINIB,FULVESTRANT,PC-3,-1.6
ABIRATERONE,CRIZOTINIB,U-251MG,6.75
VEMURAFENIB,MITOTANE,UACC-257,-12.57
ABIRATERONE,SUNITINIB,NCI-H522,-2.53
VISMODEGIB,RUXOLITINIB,EKVX,5.97
RALOXIFENE,MITOTANE,SW620,2.56
CRIZOTINIB,ABIRATERONE,MDA-MB-231,-7.23
GEFITINIB,LAPATINIB,SK-MEL-2,-15.21
TRETINOIN,PACLITAXEL,SF539,-3.62
RUXOLITINIB,SORAFENIB,KM12,-6.25
MEGESTROL ACETATE,CRIZOTINIB,HOP-92,-72.91
LENALIDOMIDE,VEMURAFENIB,PC-3,3.1
RALOXIFENE,AXITINIB,U-251MG,-0.44
VISMODEGIB,THALIDOMIDE,HCC2998,4.77
MEGESTROL ACETATE,FULVESTRANT,OVCAR-3,-3.56
TRETINOIN,DASATINIB,TK-10,-0.06
VEMURAFENIB,SUNITINIB,MCF-7,5.77
MEGESTROL ACETATE,MITOTANE,SF268,-1.04
MEGESTROL ACETATE,ROMIDEPSIN,SN12C,-46.38
CRIZOTINIB,LAPATINIB,SK-MEL-5,-5.4
VANDETANIB,CELECOXIB,HT-29,-32.33
VEMURAFENIB,MEGESTROL ACETATE,K-562,23.1
LENALIDOMIDE,ARSENIC TRIOXIDE,SK-MEL-5,-41.04
DOCETAXEL,DASATINIB,EKVX,0.66
MEGESTROL ACETATE,VEMURAFENIB,KM12,-0.39
LENALIDOMIDE,THALIDOMIDE,HCT 116,-11.36
TETRABENAZINE,RUXOLITINIB,L-1236,-37.66
CRIZOTINIB,LAPATINIB,SF268,-8.65
GEFITINIB,IMATINIB,NCI-H460,-9.57
RALOXIFENE,TRETINOIN,HCC2998,-1.01
VISMODEGIB,ARSENIC TRIOXIDE,HCC2998,0.87
VANDETANIB,LENALIDOMIDE,M14,-4.24
RUXOLITINIB,CELECOXIB,DU145,-2.21
SUNITINIB,ERLOTINIB,NCI-H1650,12.8825
RALOXIFENE,NILOTINIB,DU145,-4.66
VISMODEGIB,THALIDOMIDE,SR,-7.76
NILOTINIB,DOCETAXEL,SF268,-9.91
CELECOXIB,NILOTINIB,SK-MEL-28,-2.87
ABIRATERONE,DASATINIB,OVCAR-3,-2.65
VEMURAFENIB,CELECOXIB,MOLT-4,-3.24
MEGESTROL ACETATE,LAPATINIB,RXF 393L,1.02
RUXOLITINIB,ARSENIC TRIOXIDE,SF268,-61.47
GEFITINIB,THALIDOMIDE,RXF 393L,-10.78
CRIZOTINIB,LENALIDOMIDE,PC-3,-12.67
CRIZOTINIB,LENALIDOMIDE,BT-549,1.13
AXITINIB,RALOXIFENE,OVCAR-3,-1.94
CRIZOTINIB,CELECOXIB,ACHN,-11.13
NILOTINIB,ROMIDEPSIN,KM12,-38.06
NILOTINIB,SUNITINIB,SF539,-1.93
VANDETANIB,GEFITINIB,U-251MG,1.26
VEMURAFENIB,DOCETAXEL,KM12,-80.76
RUXOLITINIB,TRETINOIN,A-549,1.01
ABIRATERONE,ARSENIC TRIOXIDE,SK-OV-3,-6.56
AXITINIB,ARSENIC TRIOXIDE,OVCAR-3,-9.49
VEMURAFENIB,VANDETANIB,HOP-62,-20.95
CELECOXIB,DOCETAXEL,IGROV-1,5.39
RUXOLITINIB,MEGESTROL ACETATE,MDA-MB-468,-1.03
RUXOLITINIB,SORAFENIB,NCI-H460,-30.28
MEGESTROL ACETATE,PACLITAXEL,SF268,-70.56
CELECOXIB,PACLITAXEL,HCT 15,0.86
LENALIDOMIDE,CELECOXIB,SR,-1.25
RALOXIFENE,IMATINIB,NCI-H23,2.75
RALOXIFENE,PACLITAXEL,HCC2998,-39.67
VISMODEGIB,CELECOXIB,EKVX,-0.09
VANDETANIB,NILOTINIB,NCI-H23,-4.02
RUXOLITINIB,ARSENIC TRIOXIDE,KM12,-12.93
VEMURAFENIB,MEGESTROL ACETATE,NCI-H226,-43.67
AXITINIB,VISMODEGIB,HCT 15,-7.22
VISMODEGIB,SORAFENIB,OVCAR-5,-18.6
VANDETANIB,SUNITINIB,SF295,-1.11
MEGESTROL ACETATE,ARSENIC TRIOXIDE,HOP-62,-2.32
CELECOXIB,IMATINIB,HCT 116,-34.71
RUXOLITINIB,MEGESTROL ACETATE,EKVX,3.46
VANDETANIB,THALIDOMIDE,HCT 15,-8.94
IMATINIB,ROMIDEPSIN,SK-OV-3,-48.17
TRETINOIN,THALIDOMIDE,SF268,-2.5
RUXOLITINIB,VISMODEGIB,Hs 578T,3.9
VEMURAFENIB,DOCETAXEL,MDA-MB-468,8.44
VISMODEGIB,DOCETAXEL,PC-3,7.17
ERLOTINIB,GELDANAMYCIN,OVCAR-3,-1.005
RALOXIFENE,MITOTANE,MOLT-4,-2.59
IMATINIB,ROMIDEPSIN,SK-MEL-5,-47.49
MEGESTROL ACETATE,DOCETAXEL,SK-MEL-28,-27.36
VANDETANIB,VEMURAFENIB,DU145,-6.77
PACLITAXEL,SUNITINIB,RPMI-7951,49.0425
MEGESTROL ACETATE,THALIDOMIDE,RXF 393L,-0.17
IMATINIB,FULVESTRANT,BT-549,-4.81
CRIZOTINIB,PACLITAXEL,SF539,-40.25
PIZOTIFEN,RUXOLITINIB,L-1236,-12.032
CRIZOTINIB,NILOTINIB,OVCAR-8,-4.69
LENALIDOMIDE,LAPATINIB,K-562,-32.38
LENALIDOMIDE,ROMIDEPSIN,RXF 393L,-46.81
CELECOXIB,SUNITINIB,SF539,-1.91
LENALIDOMIDE,DASATINIB,A-549,4.62
MITOTANE,FULVESTRANT,MDA-MB-231,4.33
RUXOLITINIB,NILOTINIB,SF295,-2.9
RUXOLITINIB,RALOXIFENE,A-549,-0.05
TRETINOIN,PACLITAXEL,T-47D,4.13
DOCETAXEL,CABOZANTINIB,TC-71,1.961
AXITINIB,ABIRATERONE,SN12C,-1.86
VEMURAFENIB,VEMURAFENIB,HT-29,-0.79
DEXAMETHASONE,GELDANAMYCIN,A-427,-18.71
RALOXIFENE,MEGESTROL ACETATE,COLO 205,7.17
TRETINOIN,DOCETAXEL,NCI-H226,7.21
AXITINIB,ARSENIC TRIOXIDE,SR,-19.56
RUXOLITINIB,RALOXIFENE,HT-29,1.63
GEFITINIB,NILOTINIB,M14,2.44
AXITINIB,VANDETANIB,SR,-28.11
GEFITINIB,PACLITAXEL,786-O,2.8
LAPATINIB,ARSENIC TRIOXIDE,EKVX,-2.41
DASATINIB,MITOTANE,OVCAR-3,-5.43
AXITINIB,VANDETANIB,NCI-H322M,-11.75
PACLITAXEL,DASATINIB,KM12,11.1
PACLITAXEL,FULVESTRANT,RPMI-8226,-7.75
ROMIDEPSIN,THALIDOMIDE,MCF-7,-13.42
LENALIDOMIDE,DASATINIB,NCI-H23,4.78
SORAFENIB,MITOTANE,T-47D,4.82
ABIRATERONE,TRETINOIN,MDA-MB-231,-7.66
GEFITINIB,SORAFENIB,COLO 205,-5.73
RALOXIFENE,FULVESTRANT,RPMI-8226,1.56
NILOTINIB,SUNITINIB,HOP-62,0.77
LENALIDOMIDE,MEGESTROL ACETATE,OVCAR-3,-1.37
DASATINIB,FULVESTRANT,HOP-92,-11.62
AXITINIB,GEFITINIB,OVCAR-4,-1.08
MEGESTROL ACETATE,RUXOLITINIB,L-1236,-16.588
MITOTANE,NILOTINIB,COLO 205,3.38
RALOXIFENE,ROMIDEPSIN,RPMI-8226,-80.35
VISMODEGIB,IMATINIB,NCI-H23,-6.25
CRIZOTINIB,SORAFENIB,UO-31,-3.7
ABIRATERONE,VEMURAFENIB,HOP-92,-3.86
CELECOXIB,PACLITAXEL,SR,-51.67
ERLOTINIB,GELDANAMYCIN,SK-OV-3,2.8175
VISMODEGIB,SUNITINIB,SF268,2.67
AXITINIB,SUNITINIB,HOP-92,-6.27
LENALIDOMIDE,CRIZOTINIB,NCI-H23,1.49
CELECOXIB,THALIDOMIDE,BT-549,-3.99
RUXOLITINIB,SORAFENIB,IGROV-1,-21.78
VANDETANIB,VEMURAFENIB,T-47D,-3.21
RALOXIFENE,GEFITINIB,SF295,-1.09
NILOTINIB,LAPATINIB,HT-29,-12.44
SUNITINIB,GELDANAMYCIN,A-375,11.64
MEGESTROL ACETATE,DOCETAXEL,NCI-H460,5.64
LAPATINIB,SUNITINIB,SNB-75,-3.15
VEMURAFENIB,SUNITINIB,A-549,-0.07
CELECOXIB,DOCETAXEL,K-562,20.73
VEMURAFENIB,LENALIDOMIDE,HOP-62,-27.1
ROMIDEPSIN,LAPATINIB,CCRF-CEM,-78.73
ABIRATERONE,MEGESTROL ACETATE,OVCAR-4,-7.82
GEFITINIB,TRETINOIN,MOLT-4,6.42
VEMURAFENIB,LAPATINIB,NCI-H460,8.71
GEFITINIB,MEGESTROL ACETATE,T-47D,12.23
GEFITINIB,NILOTINIB,SR,2.74
TRETINOIN,THALIDOMIDE,HCT 116,0.71
VANDETANIB,SUNITINIB,TK-10,-7.72
AT7519,RUXOLITINIB,L-1236,-6.41
CELECOXIB,TRETINOIN,SK-OV-3,-2.76
RUXOLITINIB,FULVESTRANT,KM12,-2.75
GEFITINIB,DASATINIB,SN12C,6.86
PACLITAXEL,ARSENIC TRIOXIDE,UACC-257,-4.39
VISMODEGIB,DASATINIB,M14,-12.98
RUXOLITINIB,AXITINIB,IGROV-1,2.58
RALOXIFENE,VEMURAFENIB,NCI-H322M,-9.93
THALIDOMIDE,ARSENIC TRIOXIDE,HOP-92,-24.58
VISMODEGIB,SUNITINIB,HT-29,-11.99
ABIRATERONE,RUXOLITINIB,MDA-MB-231,3.63
DASATINIB,ARSENIC TRIOXIDE,NCI-H522,0.49
GEFITINIB,PACLITAXEL,SW620,2.62
ABIRATERONE,AXITINIB,UACC-62,-5.36
DASATINIB,SORAFENIB,ACHN,-31.44
DOCETAXEL,THALIDOMIDE,SR,0.43
RUXOLITINIB,PACLITAXEL,SK-MEL-28,-35.69
CRIZOTINIB,ABIRATERONE,HCT 116,0.75
AXITINIB,TRETINOIN,MDA-MB-231,-5.87
RUXOLITINIB,ARSENIC TRIOXIDE,A-498,-3.08
ABIRATERONE,DASATINIB,HCT 15,-2.34
CELECOXIB,MITOTANE,SNB-75,-3.04
RUXOLITINIB,PACLITAXEL,SK-MEL-2,-50.57
VINBLASTINE,LAPATINIB,RKO,-8.82
RUXOLITINIB,TRETINOIN,OVCAR-5,-2.21
PACLITAXEL,FULVESTRANT,SK-OV-3,-5.99
VINBLASTINE,ERLOTINIB,MDA-MB-436,6.63
CRIZOTINIB,LENALIDOMIDE,HOP-92,-19.58
RALOXIFENE,ROMIDEPSIN,SF268,-64.94
ABIRATERONE,NILOTINIB,PC-3,4.18
CRIZOTINIB,DASATINIB,CCRF-CEM,-6.31
CRIZOTINIB,TRETINOIN,SF295,-0.1
IMATINIB,THALIDOMIDE,HT-29,-1.89
AXITINIB,VEMURAFENIB,OVCAR-8,5.74
RALOXIFENE,THALIDOMIDE,LOX-IMVI,1.0
RUXOLITINIB,ARSENIC TRIOXIDE,OVCAR-5,-31.64
ABIRATERONE,PACLITAXEL,TK-10,-2.66
LENALIDOMIDE,THALIDOMIDE,A-498,-0.83
TERAZOSIN,RUXOLITINIB,L-1236,-43.96
SORAFENIB,ARSENIC TRIOXIDE,HOP-92,-30.47
LENALIDOMIDE,DASATINIB,HOP-92,-28.82
LAPATINIB,ARSENIC TRIOXIDE,SK-MEL-28,-14.03
DOCETAXEL,DASATINIB,UACC-257,0.77
SUNITINIB,ARSENIC TRIOXIDE,NCI-H460,-6.93
ABIRATERONE,RALOXIFENE,DU145,5.66
DOCETAXEL,ARSENIC TRIOXIDE,SK-MEL-2,0.87
MEGESTROL ACETATE,ARSENIC TRIOXIDE,Caki-1,-67.9
CRIZOTINIB,ROMIDEPSIN,SF539,-63.21
VEMURAFENIB,PACLITAXEL,SNB-75,-64.1
RUXOLITINIB,PACLITAXEL,OVCAR-5,-72.85
GEFITINIB,CELECOXIB,SF539,-2.33
PACLITAXEL,SUNITINIB,IGROV-1,-11.36
NILOTINIB,DASATINIB,TK-10,-3.37
RUXOLITINIB,RALOXIFENE,SF539,-7.95
AXITINIB,RALOXIFENE,MOLT-4,7.22
LENALIDOMIDE,SORAFENIB,SN12C,-14.24
LENALIDOMIDE,CRIZOTINIB,TK-10,-2.34
VISMODEGIB,RUXOLITINIB,HOP-62,-3.74
PACLITAXEL,MITOTANE,RPMI-8226,-3.09
MITOTANE,THALIDOMIDE,T-47D,-6.57
AXITINIB,ARSENIC TRIOXIDE,HOP-62,-6.03
RUXOLITINIB,IMATINIB,MCF-7,1.59
PACLITAXEL,SORAFENIB,SW837,-5.800000000000001
ABIRATERONE,NILOTINIB,NCI-H226,-4.92
IMATINIB,DOCETAXEL,TK-10,13.26
GEFITINIB,MEGESTROL ACETATE,SNB-75,-20.04
DOCETAXEL,ROMIDEPSIN,DU145,-34.35
GEFITINIB,MEGESTROL ACETATE,UACC-257,-4.5
LENALIDOMIDE,IMATINIB,K-562,-26.74
VANDETANIB,THALIDOMIDE,CCRF-CEM,-7.67
RUXOLITINIB,ABIRATERONE,EKVX,-3.55
LENALIDOMIDE,PACLITAXEL,LOX-IMVI,-9.31
NILOTINIB,PACLITAXEL,SK-MEL-28,-41.16
SUNITINIB,MITOTANE,RPMI-8226,-2.08
ABIRATERONE,ROMIDEPSIN,SF539,-19.54
RUXOLITINIB,PACLITAXEL,HOP-62,-19.28
PACLITAXEL,DASATINIB,Hs 578T,5.27
RALOXIFENE,NILOTINIB,SF268,7.43
