Drug A,Drug B,Cell Line Name,Score
AXITINIB,ROMIDEPSIN,OVCAR-3,-72.24
AXITINIB,RUXOLITINIB,PC-3,-1.73
MEGESTROL ACETATE,MITOTANE,Caki-1,7.38
VEMURAFENIB,DOCETAXEL,EKVX,-24.79
VISMODEGIB,SUNITINIB,RXF 393L,-0.2
VISMODEGIB,LAPATINIB,Hs 578T,-2.77
LAPATINIB,THALIDOMIDE,SK-MEL-5,1.05
VISMODEGIB,NILOTINIB,Caki-1,17.8
LENALIDOMIDE,DOCETAXEL,SN12C,-52.42
CRIZOTINIB,SORAFENIB,NCI-H322M,-13.97
METFORMIN,SUNITINIB,A2058,-30.8975
PACLITAXEL,FULVESTRANT,PC-3,0.83
RALOXIFENE,AXITINIB,786-O,1.51
MITOTANE,THALIDOMIDE,SF268,-2.68
VEMURAFENIB,AXITINIB,NCI-H23,4.17
ERLOTINIB,SORAFENIB,A2780,5.300000000000001
VANDETANIB,DOCETAXEL,NCI-H322M,9.36
DOCETAXEL,SUNITINIB,NCI-H460,11.9
CRIZOTINIB,NILOTINIB,786-O,3.84
VANDETANIB,TRETINOIN,TK-10,-16.78
RUXOLITINIB,MITOTANE,HOP-92,6.09
RALOXIFENE,VANDETANIB,SF539,-3.96
AXITINIB,CRIZOTINIB,NCI-H522,-6.56
LENALIDOMIDE,VEMURAFENIB,HCT 15,0.78
VEMURAFENIB,VISMODEGIB,HCT 15,-5.58
RUXOLITINIB,MITOTANE,COLO 205,1.85
CRIZOTINIB,DASATINIB,PC-3,15.57
BUFEXAMAC,RUXOLITINIB,L-1236,-24.66
VINBLASTINE,LAPATINIB,HT-144,-7.475
VISMODEGIB,GEFITINIB,RPMI-8226,-25.39
GEFITINIB,SORAFENIB,ACHN,-1.32
NILOTINIB,SUNITINIB,HCT 15,-30.35
PACLITAXEL,SUNITINIB,U-251MG,-21.8
GEFITINIB,MITOTANE,OVCAR-4,-2.17
RALOXIFENE,SUNITINIB,A-498,-0.93
PACLITAXEL,DASATINIB,EKVX,-2.36
RALOXIFENE,LENALIDOMIDE,UACC-62,-11.86
CRIZOTINIB,ABIRATERONE,UACC-62,-5.37
VANDETANIB,DASATINIB,NCI-H322M,4.44
DEXAMETHASONE,GELDANAMYCIN,NCI-H23,-30.1675
VANDETANIB,VISMODEGIB,LOX-IMVI,-3.76
MITOTANE,FULVESTRANT,HT-29,-4.24
PACLITAXEL,DASATINIB,UACC-257,0.37
MEGESTROL ACETATE,TRETINOIN,CCRF-CEM,-1.61
AXITINIB,VISMODEGIB,OVCAR-3,0.28
GEFITINIB,LAPATINIB,TK-10,-1.78
LENALIDOMIDE,CELECOXIB,M14,-0.41
VEMURAFENIB,ABIRATERONE,ACHN,-1.42
RALOXIFENE,ROMIDEPSIN,SR,-63.4
ABIRATERONE,VEMURAFENIB,UACC-257,-7.17
CRIZOTINIB,SUNITINIB,UACC-62,1.08
LENALIDOMIDE,CRIZOTINIB,SF295,-9.01
ABIRATERONE,VANDETANIB,NCI-H522,-2.54
LENALIDOMIDE,ROMIDEPSIN,K-562,-50.53
LAPATINIB,ERLOTINIB,NCI-H1650,2.675
AXITINIB,DOCETAXEL,SF295,-9.33
CELECOXIB,IMATINIB,RXF 393L,0.1
IMATINIB,DASATINIB,SF539,6.36
VEMURAFENIB,GEFITINIB,HOP-62,-5.99
RUXOLITINIB,AXITINIB,EKVX,0.43
CELECOXIB,SUNITINIB,TK-10,-2.27
RALOXIFENE,PACLITAXEL,SNB-75,-62.04
AXITINIB,VISMODEGIB,OVCAR-5,-1.13
ABIRATERONE,THALIDOMIDE,BT-549,6.06
CRIZOTINIB,NILOTINIB,CCRF-CEM,-20.43
VEMURAFENIB,GEFITINIB,SK-MEL-2,-1.33
DASATINIB,ARSENIC TRIOXIDE,A-498,0.97
CRIZOTINIB,THALIDOMIDE,T-47D,5.87
LENALIDOMIDE,IMATINIB,SN12C,-3.39
CRIZOTINIB,PACLITAXEL,HCT 116,-13.22
CRIZOTINIB,ARSENIC TRIOXIDE,NCI-H460,2.89
ABIRATERONE,NILOTINIB,A-549,-1.7
CELECOXIB,DASATINIB,RPMI-8226,2.0
MEGESTROL ACETATE,TRETINOIN,DU145,-5.21
AXITINIB,VANDETANIB,U-251MG,-4.46
RUXOLITINIB,MEGESTROL ACETATE,OVCAR-3,-6.06
GEFITINIB,IMATINIB,Hs 578T,-5.37
LAPATINIB,FULVESTRANT,Caki-1,-8.99
SUNITINIB,SORAFENIB,HCC2998,3.36
NILOTINIB,THALIDOMIDE,SK-OV-3,-4.08
AXITINIB,MEGESTROL ACETATE,UO-31,1.41
RUXOLITINIB,VISMODEGIB,OVCAR-5,-3.47
RUXOLITINIB,IMATINIB,CCRF-CEM,-6.47
AXITINIB,VEMURAFENIB,786-O,-0.67
IMATINIB,DASATINIB,OVCAR-5,-3.45
RUXOLITINIB,GEFITINIB,OVCAR-5,-18.96
MEGESTROL ACETATE,DOCETAXEL,UACC-257,-15.69
TRETINOIN,NILOTINIB,MCF-7,-4.99
VISMODEGIB,LAPATINIB,A-549,-4.96
NILOTINIB,PACLITAXEL,SW620,-26.53
PIROXICAM,RUXOLITINIB,L-1236,-20.437
GEFITINIB,PACLITAXEL,NCI-H460,-20.91
DASATINIB,SUNITINIB,U-251MG,2.77
DASATINIB,ARSENIC TRIOXIDE,MDA-MB-231,-7.59
AXITINIB,RUXOLITINIB,SR,-13.28
RUXOLITINIB,LENALIDOMIDE,KM12,-3.83
LAPATINIB,ARSENIC TRIOXIDE,SF268,-11.91
LAPATINIB,GELDANAMYCIN,NCI-H460,5.3925
NILOTINIB,DOCETAXEL,BT-549,4.5
ABIRATERONE,IMATINIB,NCI-H460,7.08
IMATINIB,ARSENIC TRIOXIDE,UO-31,-19.0
VISMODEGIB,THALIDOMIDE,OVCAR-5,5.63
VEMURAFENIB,DASATINIB,SW620,-23.73
RALOXIFENE,MEGESTROL ACETATE,OVCAR-4,0.82
VANDETANIB,SORAFENIB,Hs 578T,-17.76
CRIZOTINIB,NILOTINIB,SNB-75,-2.94
NILOTINIB,DOCETAXEL,OVCAR-3,11.78
MEGESTROL ACETATE,IMATINIB,KM12,-13.92
CRIZOTINIB,VEMURAFENIB,HOP-62,-3.81
RALOXIFENE,TRETINOIN,EKVX,-12.85
RALOXIFENE,VANDETANIB,HCC2998,-6.52
CRIZOTINIB,DASATINIB,KM12,-9.42
RILMENIDINE,RUXOLITINIB,L-1236,-31.48
ERTEBEREL,RUXOLITINIB,L-1236,-19.6
CRIZOTINIB,RALOXIFENE,786-O,4.53
METFORMIN,DASATINIB,A2058,-2.9725
RUXOLITINIB,GEFITINIB,OVCAR-8,-5.3
COBIMETINIB,PONATINIB,TC-71,-28.37
TENOXICAM,RUXOLITINIB,L-1236,-30.175
DASATINIB,MITOTANE,SF295,2.5
TRETINOIN,SORAFENIB,OVCAR-4,-25.86
MEFLOQUINE,RUXOLITINIB,L-1236,-6.154
VISMODEGIB,MITOTANE,OVCAR-4,-1.33
ABIRATERONE,AXITINIB,HCC2998,-9.72
FULVESTRANT,THALIDOMIDE,OVCAR-4,-2.45
NILOTINIB,LAPATINIB,UACC-62,-9.79
GEFITINIB,MITOTANE,SF268,-1.79
NILOTINIB,DOCETAXEL,SR,6.04
GEFITINIB,DOCETAXEL,SK-OV-3,8.0
VEMURAFENIB,TRETINOIN,UACC-62,4.17
TRETINOIN,PACLITAXEL,UACC-257,-8.54
FULVESTRANT,THALIDOMIDE,SK-MEL-28,-5.41
VANDETANIB,MITOTANE,A-549,-11.7
RALOXIFENE,NILOTINIB,ACHN,1.39
MEGESTROL ACETATE,VEMURAFENIB,UACC-62,-23.85
GEFITINIB,FULVESTRANT,SR,0.75
VISMODEGIB,DOCETAXEL,SF539,8.64
LENALIDOMIDE,THALIDOMIDE,HT-29,-3.9
ABIRATERONE,TRETINOIN,KM12,-5.77
ROMIDEPSIN,LAPATINIB,HCT 116,-30.44
VANDETANIB,ROMIDEPSIN,SF268,-71.5
LENALIDOMIDE,VEMURAFENIB,786-O,-3.44
CELECOXIB,THALIDOMIDE,DU145,-3.18
ABIRATERONE,IMATINIB,SK-MEL-2,-4.58
LENALIDOMIDE,ARSENIC TRIOXIDE,SNB-75,4.62
VISMODEGIB,NILOTINIB,HT-29,-0.51
GEFITINIB,DOCETAXEL,RPMI-8226,-8.75
NILOTINIB,DOCETAXEL,OVCAR-4,1.46
VISMODEGIB,RALOXIFENE,ACHN,3.87
CRIZOTINIB,DOCETAXEL,NCI-H460,13.55
TRETINOIN,SUNITINIB,MDA-MB-231,-3.79
VEMURAFENIB,ARSENIC TRIOXIDE,MCF-7,-0.84
VEMURAFENIB,THALIDOMIDE,NCI-H226,-23.1
IMATINIB,SUNITINIB,MDA-MB-468,-0.55
VISMODEGIB,DOCETAXEL,SK-OV-3,7.24
VISMODEGIB,AXITINIB,T-47D,1.39
VEMURAFENIB,RUXOLITINIB,PC-3,-1.63
CELECOXIB,PACLITAXEL,786-O,11.57
AXITINIB,MEGESTROL ACETATE,NCI-H23,-5.32
CRIZOTINIB,ROMIDEPSIN,786-O,-76.12
LAPATINIB,THALIDOMIDE,MDA-MB-468,-8.7
VANDETANIB,RUXOLITINIB,PC-3,-10.19
DASATINIB,LAPATINIB,NCI-H23,4.63
VANDETANIB,ABIRATERONE,T-47D,1.24
CRIZOTINIB,ROMIDEPSIN,SK-MEL-2,-12.68
RALOXIFENE,LAPATINIB,CCRF-CEM,-6.82
CELECOXIB,DOCETAXEL,OVCAR-8,5.48
CRIZOTINIB,VEMURAFENIB,K-562,-49.91
PACLITAXEL,SORAFENIB,SN12C,-22.76
CELECOXIB,FULVESTRANT,IGROV-1,-3.68
LENALIDOMIDE,FULVESTRANT,BT-549,-2.75
ABIRATERONE,THALIDOMIDE,TK-10,-1.44
CRIZOTINIB,ROMIDEPSIN,K-562,5.73
VISMODEGIB,DOCETAXEL,UACC-257,-15.49
CRIZOTINIB,AXITINIB,SF295,2.09
SUNITINIB,ARSENIC TRIOXIDE,HCT 15,-6.81
AXITINIB,LAPATINIB,MDA-MB-231,-4.26
CRIZOTINIB,FULVESTRANT,RXF 393L,3.67
VANDETANIB,RALOXIFENE,PC-3,5.84
VANDETANIB,PACLITAXEL,DU145,-1.17
VEMURAFENIB,MEGESTROL ACETATE,HCT 15,6.41
RALOXIFENE,CELECOXIB,RPMI-8226,-0.76
RALOXIFENE,NILOTINIB,NCI-H23,-1.65
IMATINIB,SORAFENIB,OVCAR-5,-3.16
PACLITAXEL,MITOTANE,OVCAR-8,-6.29
MEGESTROL ACETATE,FULVESTRANT,U-251MG,-4.99
MEGESTROL ACETATE,THALIDOMIDE,BT-549,-1.16
ROMIDEPSIN,DASATINIB,BT-549,-49.99
TRETINOIN,ROMIDEPSIN,PC-3,-76.19
MEGESTROL ACETATE,MITOTANE,MDA-MB-468,-5.67
DASATINIB,LAPATINIB,UACC-62,-2.5
CRIZOTINIB,FULVESTRANT,EKVX,-9.65
CRIZOTINIB,ARSENIC TRIOXIDE,MDA-MB-468,-15.78
GEFITINIB,ARSENIC TRIOXIDE,MCF-7,-0.33
RUXOLITINIB,LAPATINIB,CCRF-CEM,-7.19
MEGESTROL ACETATE,PACLITAXEL,RXF 393L,-17.7
RUXOLITINIB,LAPATINIB,MDA-MB-468,-7.39
MEGESTROL ACETATE,ROMIDEPSIN,M14,-78.36
MITOTANE,THALIDOMIDE,OVCAR-5,1.2
LENALIDOMIDE,NILOTINIB,SNB-75,-4.2
CELECOXIB,SORAFENIB,CCRF-CEM,0.14
AXITINIB,FULVESTRANT,786-O,5.07
DASATINIB,THALIDOMIDE,LOX-IMVI,-18.3
CRIZOTINIB,DOCETAXEL,SF295,-7.44
LAPATINIB,SORAFENIB,A2780,1.6225
RALOXIFENE,CRIZOTINIB,LOX-IMVI,1.34
RUXOLITINIB,MEGESTROL ACETATE,M14,-11.28
VISMODEGIB,THALIDOMIDE,COLO 205,-2.26
VANDETANIB,CRIZOTINIB,Caki-1,3.39
GEFITINIB,LAPATINIB,HCT 15,-5.17
VINBLASTINE,SUNITINIB,OVCAR-3,-12.4125
BARDOXOLONE METHYL,KX01,TC-71,-1.3055
AXITINIB,DASATINIB,NCI-H322M,9.82
RALOXIFENE,LAPATINIB,A-549,-8.44
VISMODEGIB,RUXOLITINIB,UACC-62,-6.09
LAPATINIB,ARSENIC TRIOXIDE,T-47D,-4.96
DOCETAXEL,ROMIDEPSIN,SF295,-24.67
RUXOLITINIB,FULVESTRANT,UO-31,0.0
AXITINIB,MITOTANE,SNB-75,1.51
ABIRATERONE,ARSENIC TRIOXIDE,HCT 116,-6.87
VEMURAFENIB,ARSENIC TRIOXIDE,U-251MG,-10.08
GEFITINIB,DOCETAXEL,T-47D,3.68
TRETINOIN,ARSENIC TRIOXIDE,COLO 205,-10.72
LAPATINIB,ERLOTINIB,HT-29,0.5349999999999999
NILOTINIB,MITOTANE,Hs 578T,-0.63
MEGESTROL ACETATE,SORAFENIB,NCI-H322M,-38.98
PACLITAXEL,LAPATINIB,SR,31.92
RALOXIFENE,DASATINIB,RPMI-8226,-3.78
VEMURAFENIB,AXITINIB,HCC2998,-51.11
TRETINOIN,SORAFENIB,OVCAR-8,5.32
GEFITINIB,ROMIDEPSIN,HOP-92,-2.64
ROMIDEPSIN,SUNITINIB,SW620,-25.68
ALMOTRIPTAN,RUXOLITINIB,L-1236,-26.13
MEGESTROL ACETATE,TRETINOIN,SF539,0.55
RUXOLITINIB,LAPATINIB,MCF-7,2.53
GELDANAMYCIN,RUXOLITINIB,L-1236,-1.14
LAPATINIB,THALIDOMIDE,T-47D,0.27
AXITINIB,MITOTANE,SF295,-3.88
RALOXIFENE,CELECOXIB,TK-10,2.23
CRIZOTINIB,ARSENIC TRIOXIDE,NCI-H23,-6.92
TRETINOIN,PACLITAXEL,UACC-62,-4.19
LAPATINIB,ARSENIC TRIOXIDE,SNB-75,-9.97
VEMURAFENIB,IMATINIB,SF268,-3.03
AXITINIB,RUXOLITINIB,U-251MG,-16.07
DOCETAXEL,SUNITINIB,KM12,1.23
RALOXIFENE,ARSENIC TRIOXIDE,SW620,-4.33
GEFITINIB,PACLITAXEL,HOP-62,-9.63
AXITINIB,SORAFENIB,OVCAR-4,-5.82
VINBLASTINE,DASATINIB,A2780,1.92
ABIRATERONE,THALIDOMIDE,MDA-MB-468,-5.06
LENALIDOMIDE,FULVESTRANT,PC-3,2.83
VANDETANIB,DASATINIB,Hs 578T,-18.47
RUXOLITINIB,VEMURAFENIB,DU145,-2.24
VISMODEGIB,TRETINOIN,MDA-MB-231,-3.93
NILOTINIB,LAPATINIB,UACC-257,-3.51
VEMURAFENIB,ABIRATERONE,U-251MG,4.84
VEMURAFENIB,ABIRATERONE,HT-29,-0.08
DOCETAXEL,LAPATINIB,BT-549,12.66
RUXOLITINIB,VANDETANIB,Hs 578T,0.94
ROMIDEPSIN,DASATINIB,MDA-MB-468,-45.39
CRIZOTINIB,LAPATINIB,SN12C,1.73
VISMODEGIB,SUNITINIB,OVCAR-8,-8.84
LY294002,RUXOLITINIB,L-1236,-23.296
