Drug A,Drug B,Cell Line Name,Score
Dasatinib,geldanamycin,NCIH2122,-25.4508968849616
Vorinostat,Sorafenib,HT29,-5.3185412482723295
Sunitinib,Lapatinib,OVCAR3,9.1356503291117
Erlotinib,Dasatinib,VCAP,4.020569536845237
vinblastine,Dasatinib,SKMEL30,-58.5527340809363
Vorinostat,Sunitinib,SW-620,-6.291328737399075
paclitaxel,Sunitinib,A427,4.187869588752649
vinblastine,Erlotinib,OV90,8.922207576391518
Lapatinib,Dasatinib,A2780,22.7414116448382
metformin,Erlotinib,PA1,-44.6057608529879
dexamethasone,Sunitinib,SW837,-26.5129077898497
Sunitinib,Sorafenib,UACC62,-2.13735826282737
Sunitinib,Erlotinib,T-47D,-1.14890133483728
paclitaxel,Lapatinib,A2058,-15.2234416939723
paclitaxel,geldanamycin,RPMI7951,0.369316059642221
dexamethasone,Sorafenib,SK-OV-3,-0.6884117876070912
Vorinostat,geldanamycin,RPMI7951,-5.8772631055401
paclitaxel,Dasatinib,SW837,3.6053774296538297
vinblastine,Erlotinib,MDAMB436,5.07108724357905
Lapatinib,Dasatinib,OVCAR3,1.292753014965791
paclitaxel,Lapatinib,OCUBM,8.440986836263871
vinblastine,geldanamycin,NCIH1650,-3.43040335892423
paclitaxel,Vorinostat,UACC62,0.7651079053562314
metformin,Sunitinib,A427,-37.13962469223695
vinblastine,Dasatinib,SKMES1,-5.822632503482525
dexamethasone,Sorafenib,UWB1289,-6.879472048396067
paclitaxel,Sunitinib,LOVO,2.11024229353816
dexamethasone,Sorafenib,A2058,-7.1526743450051855
paclitaxel,Lapatinib,SKMEL30,-1.122073026503361
vinblastine,Sunitinib,PA1,0.3302260274555297
Lapatinib,geldanamycin,A2058,-1.178255647098801
Sunitinib,geldanamycin,OVCAR3,-2.99361591491145
dexamethasone,Erlotinib,HT29,-18.1070051290659
Lapatinib,Sorafenib,HT29,-3.0332808194811403
paclitaxel,geldanamycin,SW-620,2.6303171850506604
vinblastine,Lapatinib,NCIH1650,-9.72499716390718
paclitaxel,geldanamycin,UWB1289,0.2729453578388601
dexamethasone,Vorinostat,VCAP,-21.4503408223732
Sunitinib,Sorafenib,PA1,-4.99755531471552
metformin,Sunitinib,HT29,-18.0018409950579
vinblastine,Erlotinib,NCIH1650,4.00031385473591
Sunitinib,Lapatinib,A427,12.0378145652987
dexamethasone,Sunitinib,NCIH2122,14.1235470599023
Dasatinib,geldanamycin,OCUBM,6.55729051148795
Lapatinib,Dasatinib,HT29,11.19992297656359
dexamethasone,Sorafenib,NCIH2122,-7.81388191369781
paclitaxel,geldanamycin,HT29,-2.924593214648255
dexamethasone,Dasatinib,LOVO,3.7667366885646025
dexamethasone,Dasatinib,A427,-6.68253431604433
Dasatinib,Sorafenib,OVCAR3,0.7345204104922589
Erlotinib,Sorafenib,RPMI7951,-10.626155896203898
Sunitinib,Dasatinib,NCIH1650,8.106852576346123
metformin,Sunitinib,HCT116,-58.24412469223692
Sunitinib,geldanamycin,SW-620,1.4955767028094
metformin,Sunitinib,VCAP,-17.6906096863185
Sunitinib,Erlotinib,SW-620,-4.813871520282443
vinblastine,geldanamycin,OVCAR3,-11.8973420493851
Sunitinib,Sorafenib,SW-620,-2.67676896274171
Erlotinib,geldanamycin,UWB1289,-3.9331393974605526
Sunitinib,Dasatinib,CAOV3,8.756217929094177
vinblastine,Dasatinib,NCI-H460,-29.2662792150344
paclitaxel,Erlotinib,A2780,1.7249239205326918
metformin,Dasatinib,PA1,-6.686975812883663
Erlotinib,Dasatinib,SKMES1,11.10272802991041
dexamethasone,Sorafenib,T-47D,-10.956818171714705
metformin,Dasatinib,OCUBM,-6.3500959185649
geldanamycin,Sorafenib,NCIH23,0.6681105368389735
dexamethasone,geldanamycin,SKMEL30,-12.500029270357295
vinblastine,Sunitinib,HT29,-2.591242863373206
Vorinostat,Erlotinib,RPMI7951,5.954690473588823
metformin,Sunitinib,SW-620,-43.929359067237
dexamethasone,Sorafenib,HT144,-17.4841411730512
Vorinostat,Lapatinib,SKMES1,3.61441892535489
paclitaxel,Dasatinib,RPMI7951,2.1112971208509976
metformin,Lapatinib,NCIH2122,-41.8026500314277
Sunitinib,Lapatinib,NCIH520,7.028135642932115
Lapatinib,geldanamycin,SW837,8.463248256721428
dexamethasone,Erlotinib,SW837,-13.037072413777096
paclitaxel,geldanamycin,A2058,-1.6307504375632549
Vorinostat,Lapatinib,LOVO,-0.3284521577656807
vinblastine,Sorafenib,OV90,0.4685622181175212
vinblastine,Dasatinib,RKO,-5.316952415477393
dexamethasone,Sunitinib,NCI-H460,4.584421564331302
dexamethasone,geldanamycin,OCUBM,-20.3593816575191
Vorinostat,Sunitinib,NCI-H460,3.67041582610247
Vorinostat,Erlotinib,SK-OV-3,2.204062447972561
Vorinostat,geldanamycin,PA1,-4.666937653128132
dexamethasone,Sorafenib,PA1,-12.3781694316975
Erlotinib,geldanamycin,HCT116,7.06923762363823
dexamethasone,Vorinostat,OCUBM,-37.2883298194418
Sunitinib,Dasatinib,NCIH520,6.442434166934048
dexamethasone,Sorafenib,A2780,-12.2162083245621
Vorinostat,Dasatinib,HCT116,-20.3623076046531
paclitaxel,Sorafenib,MDAMB436,-5.45440876641342
paclitaxel,Sunitinib,HT29,3.1416241584890576
vinblastine,Vorinostat,HCT116,-4.96580172718434
metformin,Sorafenib,HT29,-37.4061766871973
paclitaxel,Lapatinib,HT144,6.46185690649625
Dasatinib,geldanamycin,MDAMB436,0.5403453062071405
Sunitinib,Erlotinib,PA1,8.656689402528613
Sunitinib,Erlotinib,SKMES1,12.331931266595111
Vorinostat,Lapatinib,OVCAR3,2.75380173901167
Dasatinib,geldanamycin,RKO,-2.8447496930443927
vinblastine,geldanamycin,CAOV3,0.0285872237409883
vinblastine,Lapatinib,SW-620,-73.5286754265322
vinblastine,Erlotinib,UACC62,7.285509446842615
Erlotinib,Sorafenib,NCIH520,6.72046542688671
Sunitinib,Sorafenib,NCIH23,-6.19730890695259
dexamethasone,Dasatinib,T-47D,-16.4599719883519
geldanamycin,Sorafenib,LOVO,-10.288292260688207
vinblastine,Vorinostat,CAOV3,-10.285920522724917
paclitaxel,Lapatinib,NCI-H460,-30.8171784242839
vinblastine,geldanamycin,NCIH23,-4.65691689928222
dexamethasone,Vorinostat,A427,-37.1716279374795
Vorinostat,Dasatinib,NCIH2122,-36.50577458359941
Erlotinib,geldanamycin,HT29,0.7942566624333496
paclitaxel,Lapatinib,SW-620,-34.8552692363716
vinblastine,Lapatinib,NCI-H460,-2.491707941339629
Erlotinib,Dasatinib,OCUBM,1.7387039934851498
Sunitinib,Lapatinib,OCUBM,18.9715733525152
Sunitinib,Sorafenib,MDAMB436,-13.8996269060666
paclitaxel,Erlotinib,NCIH1650,4.17561229224804
dexamethasone,Erlotinib,NCIH1650,4.7680640763497
Vorinostat,geldanamycin,UACC62,-6.745372906074374
Vorinostat,geldanamycin,VCAP,7.262818938793504
metformin,Sorafenib,VCAP,-55.7541546140486
Sunitinib,Lapatinib,A2780,8.453421074249384
Vorinostat,Sunitinib,SKMES1,-5.85807143580148
metformin,Sorafenib,MDAMB436,-52.7336020518746
geldanamycin,Sorafenib,HT29,-1.995826789875676
metformin,Sorafenib,T-47D,-1.3326443092463092
Lapatinib,Sorafenib,A375,5.029017096161708
Vorinostat,Sorafenib,OV90,-0.71117494174041
Dasatinib,Sorafenib,NCIH23,8.243548509216069
vinblastine,Sunitinib,A427,5.81602235619721
paclitaxel,Vorinostat,SK-OV-3,5.978124919049687
geldanamycin,Sorafenib,SKMES1,-2.8859593337581737
metformin,Sorafenib,NCIH23,-26.0047332498617
dexamethasone,Sunitinib,SKMES1,-1.5220929784942658
Sunitinib,Lapatinib,HCT116,-3.195242757261453
dexamethasone,Erlotinib,OVCAR3,-15.0089303719363
metformin,Sunitinib,RPMI7951,-1.757118944268968
vinblastine,geldanamycin,SKMEL30,-13.5091075877696
vinblastine,Erlotinib,PA1,-4.0681667574955
Vorinostat,Lapatinib,NCIH1650,4.43276114617859
Vorinostat,Sorafenib,HT144,-4.665207913971671
vinblastine,Erlotinib,UWB1289,7.33919324558513
dexamethasone,Erlotinib,SKMES1,-11.69780882660921
paclitaxel,Sunitinib,HCT116,5.960801203295765
metformin,Erlotinib,SW-620,-29.9162730471743
vinblastine,geldanamycin,A427,-5.331847529263395
