symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
ANGPTL4,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
AOX1,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
APAF1,0,0,1,0,-1,0,0,0,1,-1,1,0,1,1,1,1,0,0,0,0,-1,-1,0,0,0,0,1,1,1,1
APBB1IP,0,0,-1,0,1,0,-1,0,0,1,-1,0,1,0,-1,0,2,-1,0,1,1,0,0,-1,0,0,-1,-1,0,0
APC,0,0,1,1,1,0,1,0,1,-1,1,1,1,-1,1,-1,0,0,0,-2,-1,0,1,0,0,1,1,0,-1,-1
APC2,-2,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-2,-1,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
APH1A,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,-1,0,1,1,0,0,1,0,1,0
APH1B,0,0,0,-1,-1,-1,0,1,1,-1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,-1,-1,1
APLNR,0,0,0,1,1,-1,0,1,1,1,-1,0,-1,-1,1,1,1,-1,0,1,-1,1,1,0,1,0,1,-1,1,1
APOA1,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
APOA2,1,1,1,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0
APOA5,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
APOC3,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
AQP7,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
ARAP3,0,0,0,1,1,-1,0,0,1,1,1,0,1,1,1,-1,0,1,0,1,-1,0,1,0,0,1,1,-1,-1,0
AREG,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,-2
ARF1,1,1,1,-1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,-1,0,1,1,0,0,1,1,1,-2
ARF6,0,0,-1,0,-1,0,0,-1,0,-1,1,0,1,0,-1,-1,0,1,0,0,-1,0,-1,1,0,0,1,0,0,0
ARHGDIA,0,0,-1,1,2,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,0,1,-1,2,1,1,1,0,1,0,0,1
ARHGDIB,0,0,1,1,1,0,0,0,1,1,0,1,-1,1,-1,1,0,0,-1,0,-1,-1,0,-1,1,0,-2,1,-1,1
ARHGDIG,0,0,-1,0,-1,-2,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-1
ARHGEF12,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,1,1,2,-1,2,1
ARNT,1,1,1,1,1,0,0,0,0,1,1,0,1,1,2,1,0,1,0,0,-1,2,1,1,0,0,1,0,1,1
ARRB1,0,0,-1,1,1,-1,-1,1,1,-1,-1,0,-1,1,0,1,1,0,0,1,0,-1,-1,1,1,1,1,-1,1,1
ARRB2,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
ASPH,1,0,1,0,-1,0,0,1,0,1,0,0,1,1,1,1,-1,1,0,1,1,0,0,0,0,0,1,1,1,1
ATF2,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,-1,1,0,0,1,1,0,-1,1,1,0
ATF4,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,0,-1,0
ATF6B,1,0,-1,0,0,-2,0,-1,0,-1,-1,-1,-2,0,-1,1,0,-1,0,0,-1,0,1,-1,0,-1,0,-1,-1,0
ATG12,0,0,1,1,1,2,1,0,1,-1,1,1,1,1,1,-1,0,0,0,0,-1,0,1,0,0,1,1,0,-1,0
ATG16L1,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,0,0,-1,1,-1,0
ATG5,0,0,-1,0,-1,0,-1,-1,0,1,0,-1,-1,-1,1,-2,0,0,0,-2,1,0,-1,1,0,-1,-1,-1,0,0
ATM,0,0,-1,-1,-1,0,-1,1,1,-1,0,0,-1,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,1,1,1,-1,1,1
ATP1A1,0,0,0,-1,1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,0,1,1,0,1,1,0,-1,-1,1,1,0
ATP1A2,1,1,1,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0
ATP1A3,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,-1,0,1,1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,1
ATP1A4,1,1,1,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0
ATP1B1,1,1,1,1,-1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1,0,1,1,0,0,1,1,1,0
ATP1B2,-1,0,-1,0,-1,-1,-1,-1,0,0,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,-1
ATP1B3,1,0,0,2,2,0,1,0,0,-1,-1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,2,1,0
ATP2A1,0,0,-1,0,1,0,0,-1,0,-1,1,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,2,-1
ATP2A2,0,0,0,0,-1,0,0,0,1,-1,1,0,1,1,0,1,1,0,0,1,-1,0,0,0,0,0,1,0,1,1
ATP2A3,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,0,1,1
ATP2B1,0,-1,1,0,-1,0,0,0,1,-1,1,1,1,1,1,1,1,0,-2,-1,-1,1,0,0,0,0,1,1,-1,1
ATP2B2,-1,0,-1,0,1,-1,1,-1,0,1,-1,0,-1,-1,-1,1,-1,-1,0,1,1,0,-1,-1,0,-1,0,-1,-1,1
ATP2B4,1,1,1,0,-1,-1,0,-1,0,0,1,0,1,0,0,0,0,-1,0,1,-1,-1,1,1,-1,0,1,0,-1,0
ATP6V1A,0,0,1,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,-1,1,0,1,1,0,0,1,1,1,0
ATP6V1B1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,-1,1,1,0
ATP6V1B2,0,0,-1,0,0,0,-1,-1,0,0,-1,-1,1,-1,-1,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1
ATP6V1C1,1,0,0,-1,0,2,0,1,0,-1,0,1,-1,1,1,1,1,-1,0,2,1,0,0,0,0,0,1,1,1,1
ATP6V1C2,0,0,0,1,-1,0,0,0,0,1,1,0,1,1,1,1,1,-1,0,0,1,-1,0,-1,-1,0,-1,1,1,-1
ATP6V1D,0,0,-1,0,-1,0,0,-1,0,1,1,0,1,0,0,-1,0,1,0,0,-1,0,-1,1,0,0,1,0,-1,0
ATP6V1E1,0,0,-1,-1,2,-1,0,-1,1,-1,1,0,-1,-1,-2,-1,-1,1,-2,-2,-1,0,0,-1,-1,2,-1,0,1,1
ATP6V1E2,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,-1,1,0,0,1,0,0,-1,1,1,0
ATP6V1F,1,0,0,0,1,0,1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1
ATP6V1G1,0,0,0,-1,1,-1,-1,0,0,0,1,0,-1,-1,-1,1,1,-1,0,1,-1,0,-1,-1,-1,0,1,-1,0,1
ATP6V1G2,1,0,-1,0,2,-2,0,-1,0,-1,-1,-1,-2,0,-1,1,0,-1,0,1,-1,0,1,-1,0,-1,0,-1,-1,0
ATP6V1G3,1,1,2,0,-1,0,0,0,0,1,1,1,1,0,1,0,-1,0,-1,-1,-1,0,1,1,0,0,1,1,1,0
ATP6V1H,1,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1
ATR,1,0,0,2,2,0,1,0,0,-1,-1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,2,1,0
ATXN1,1,0,-1,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,1,0,1,-1,0,0,0,-1,1,-2
ATXN1L,0,0,0,0,-1,0,-1,0,0,-1,0,1,-1,1,2,-1,0,-1,0,1,1,1,-1,1,2,0,0,-1,-1,-1
AVP,0,0,0,0,1,-1,-1,0,0,0,1,0,1,0,-1,1,1,-1,0,1,1,0,1,-1,1,-1,0,0,0,1
AVPR1A,0,0,1,2,-1,0,0,0,1,-1,1,0,1,1,-1,1,1,0,0,1,-1,1,0,-1,0,0,1,1,-1,1
AVPR1B,1,1,1,0,-1,-1,0,-1,0,0,1,0,1,0,0,0,0,2,0,1,-1,0,1,1,-1,0,1,0,-1,0
AXIN1,0,0,-1,0,-1,-2,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,1,-1,0,-1,0,-1,0,-1,-1,-1,-1
AXIN2,0,0,0,1,0,2,0,2,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1,0,1,1,0,0
AZI2,0,0,1,0,-1,0,1,-1,0,-1,0,0,0,-1,-1,1,-1,0,0,-2,1,-1,-1,-1,0,-1,1,-1,0,1
BAD,0,0,-1,1,1,-1,-1,1,1,1,-1,0,-1,-1,-1,1,1,-1,0,1,0,2,1,0,1,0,1,-1,1,2
BAG4,0,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,1,-1,2,1,-1,1,0,0,-1,0,0,-1,0,2,1,0,0,1
BAMBI,0,0,-1,0,1,0,-1,0,0,1,-1,0,1,0,-1,0,2,-1,0,1,1,0,0,-1,0,0,-1,-1,0,0
BAX,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
BBC3,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
BCAR1,0,0,0,0,-1,0,-1,0,0,-1,0,1,-1,1,2,-1,0,-1,0,1,1,1,-1,1,2,0,0,-1,1,-1
BCL10,0,0,-1,0,2,0,-1,0,0,1,0,1,-1,0,-1,-1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,1,0
BCL2,0,0,-1,-1,-1,0,-1,-1,0,-1,0,-1,-2,-1,-1,-1,-1,-1,0,0,-1,0,-1,1,-2,-1,-1,-1,-1,0
BCL2A1,0,0,0,-1,1,-1,0,1,1,-2,1,0,1,0,-1,1,0,-1,0,1,1,0,1,1,0,0,0,-1,-1,1
BCL2L1,0,0,-1,1,1,0,-1,1,0,1,1,1,1,1,2,0,1,1,0,1,1,2,1,1,1,1,1,1,1,1
BCL2L11,0,0,-1,0,1,0,0,0,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1,0,-1,1,0,-1,1,1,0
BCL3,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
BCL6,1,0,-1,2,2,0,1,0,0,-1,0,0,0,1,2,1,0,1,0,0,1,0,1,1,1,0,1,1,2,0
BDKRB1,0,0,-1,-1,2,0,-1,-1,0,-1,1,0,-1,0,-1,1,0,1,0,1,-1,0,-1,1,-1,1,1,0,-1,0
BDKRB2,0,0,-1,-1,2,0,-1,-1,0,-1,1,0,-1,0,-1,1,0,1,0,1,-1,0,-1,1,-1,1,1,0,-1,0
BDNF,0,0,-1,0,-1,0,0,1,1,0,0,1,-1,-1,1,1,2,1,0,0,-1,1,-1,1,1,0,1,0,-1,0
BECN1,0,0,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,0,1,1,1,0,1,-1,1,-1,1,-1,0,1,0,0,-1
BID,0,0,-1,-1,2,-1,0,-1,1,-1,1,0,-1,-1,-2,-1,-1,1,-2,-2,-1,0,0,-1,-1,2,-1,0,1,1
BIRC2,0,0,1,2,1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,2,-1,-1,1,1,1,0,1,1
BIRC3,0,0,1,2,1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
BIRC5,0,0,-1,1,0,1,0,-1,0,-1,1,-1,0,0,0,1,0,0,0,1,-1,0,1,1,1,0,1,0,0,1
BLNK,-1,0,0,0,1,0,-1,0,0,-1,1,0,0,0,-1,-1,-1,0,0,0,-1,-1,0,-1,0,0,1,-1,-1,0
BMP2,0,0,1,0,1,0,-1,0,0,-1,1,0,1,0,-1,1,1,-1,0,1,2,1,1,-1,2,-1,1,1,0,1
BMP4,0,0,-1,0,-1,0,0,-1,0,-1,1,0,1,0,0,-1,0,1,0,0,-1,0,-1,1,0,0,1,1,-1,0
BMP5,0,0,-1,0,1,0,0,0,0,-1,0,-1,-1,0,-1,1,0,1,-1,-1,1,1,1,1,0,0,1,-1,0,0
BMP6,1,0,-1,0,2,0,0,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,-1,0,0,0,-1,1,-2
BMP7,0,0,1,1,1,-1,2,1,0,1,1,1,1,2,-1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
BMP8A,0,0,0,0,2,-1,-1,0,0,1,-1,0,-1,-1,2,0,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,0
BMP8B,0,0,0,0,2,-1,-1,0,0,1,-1,0,-1,-1,2,0,0,-1,0,0,0,0,1,1,-1,0,-1,0,0,0
BMPR1A,0,0,0,0,1,0,-1,0,0,-1,1,0,1,0,-1,-1,0,1,0,-1,-1,-1,0,-1,1,0,1,-1,-1,0
BMPR1B,0,0,-1,0,-1,1,-1,1,0,-1,0,0,-2,0,-1,0,-1,1,0,-2,-1,0,-1,0,0,0,-1,-1,-1,0
BMPR2,0,0,-1,0,-1,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
BNIP3,-1,0,-1,0,1,-2,-1,-1,0,1,1,0,0,-1,-1,-1,0,1,0,1,-1,0,0,-1,0,0,-1,-1,-1,-1
BOC,0,0,1,1,2,0,1,1,0,1,0,0,0,1,0,1,1,1,0,-1,1,0,1,1,0,0,1,1,1,0
BORCS8-MEF2B,-1,0,1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,-2,1,-1,-1,0,1,-1,2,-1,-1,-1,-1,-1,0,1,-1
BRAF,1,0,0,0,1,0,1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1
BRAP,0,0,0,0,-1,0,0,0,1,-1,1,0,1,1,0,1,1,0,0,1,-1,0,0,1,0,0,1,0,1,1
BRCA1,0,0,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,0,1,1,1,0,1,-1,1,-1,1,-1,0,1,0,0,-1
