Drug A,Drug B,Cell Line Name,Study Name,Score
Vorinostat,Lapatinib,NCIH2122,ONEIL,3.77256113899207
Romidepsin,Sunitinib,SK-MEL-28,ALMANAC,-60.6198560288691
Dasatinib,geldanamycin,NCI-H460,ONEIL,-15.0412339008878
Crizotinib,Tanespimycin,UACC-257,FRIEDMAN,-5.22137904978888
Lenalidomide,SNS-032,SK-MEL-5,FRIEDMAN,-28.0743529888406
Tideglusib,Fingolimod,A2058,FRIEDMAN,-40.3290487066873
Ruxolitinib,Lestaurtinib,COLO 792,FRIEDMAN,-29.6510460765333
Crizotinib,Gefitinib,MCF7,ALMANAC,8.85844799000542
raloxifene,Crizotinib,MDA-MB-231,ALMANAC,-9.61483763107186
Abiraterone,Romidepsin,A549,ALMANAC,-42.351557745388
Dasatinib,thalidomide,A549,ALMANAC,-4.95428850240969
Vemurafenib,mitotane,HOP-62,ALMANAC,4.49361385996892
Abiraterone,paclitaxel,HCT116,ALMANAC,-22.2170266917211
Vismodegib,raloxifene,786-0,ALMANAC,4.91715498448547
Vandetanib,Lapatinib,UO-31,ALMANAC,-0.881544534541474
Vatalanib,Pioglitazone,A375,FRIEDMAN,-7.87356450617307
Gefitinib,celecoxib,MDA-MB-231,ALMANAC,-8.56661001373037
celecoxib,Lapatinib,BT-549,ALMANAC,-5.58661703532586
Navitoclax,Lestaurtinib,451Lu,FRIEDMAN,-4.60240021215289
Imatinib,paclitaxel,A549,ALMANAC,-4.65484937879652
Enzastaurin,Fingolimod,MZ-MEL-2,FRIEDMAN,-39.9886465542646
Crizotinib,Lapatinib,SN12C,ALMANAC,1.59717080847382
Crizotinib,Abiraterone,OVCAR3,ALMANAC,6.08629539763327
Vorinostat,thalidomide,RPMI-8226,ALMANAC,-44.2558136562242
Lapatinib,Erlotinib,LB2518-MEL,FRIEDMAN,-6.59050555463385
Ruxolitinib,Nilotinib,IGROV1,ALMANAC,0.0289577069732519
Tanespimycin,Midostaurin,UACC62,FRIEDMAN,0.848509482026241
raloxifene,Lapatinib,SNB-75,ALMANAC,-4.39171305610671
Sorafenib,Midostaurin,MeWo,FRIEDMAN,1.13314537247705
Tideglusib,Linsitinib,UACC62,FRIEDMAN,1.06702582093228
Navitoclax,Bexarotene,WM115,FRIEDMAN,12.0149608610477
Nilotinib,Midostaurin,IST-MEL1,FRIEDMAN,-9.65818162579716
Nilotinib,Sorafenib,SK-MEL-2,ALMANAC,1.57353141700208
raloxifene,Lapatinib,M14,ALMANAC,-2.98944511765728
Gefitinib,paclitaxel,SK-OV-3,ALMANAC,1.05528986401557
Vandetanib,Crizotinib,M14,ALMANAC,-5.94625457370843
Sunitinib,Pioglitazone,LOX IMVI,FRIEDMAN,-7.73546105669349
Tideglusib,Lapatinib,IST-MEL1,FRIEDMAN,0.600620391524009
Vismodegib,Tanespimycin,WT2-iPS,FRIEDMAN,-43.5706770113257
Vandetanib,Axitinib,SN12C,ALMANAC,-1.18946411007816
celecoxib,Vorinostat,HS 578T,ALMANAC,-9.27371601102417
Axitinib,Sunitinib,MOLT-4,ALMANAC,-1.70032294462668
Vismodegib,MEGESTROL ACETATE,MCF7,ALMANAC,-10.0642641242265
Gefitinib,Nilotinib,SK-MEL-28,ALMANAC,0.507017345777541
Tanespimycin,Palbociclib,COLO 800,FRIEDMAN,-13.0498253661471
Vismodegib,Imatinib,HCT116,ALMANAC,-3.23941241504525
raloxifene,mitotane,UACC62,ALMANAC,0.931223059432057
Crizotinib,paclitaxel,OVCAR-8,ALMANAC,-19.4804616382454
paclitaxel,Vorinostat,A427,ONEIL,-5.25293160621848
celecoxib,mitotane,UACC-257,ALMANAC,-7.40897884668765
Erlotinib,SNS-032,SK-MEL-2,FRIEDMAN,14.2203729839232
Linsitinib,Cediranib,A2058,FRIEDMAN,-1.61753522302246
Ruxolitinib,Enzastaurin,COLO 829,FRIEDMAN,-3.98838815199252
paclitaxel,Lapatinib,NCIH23,ALMANAC,20.7528893268267
Vismodegib,mitotane,LOX IMVI,ALMANAC,-10.0872068956487
celecoxib,Lapatinib,OVCAR3,ALMANAC,-11.4842194523845
MEGESTROL ACETATE,Nilotinib,SF-295,ALMANAC,-5.18865418603288
Axitinib,Sorafenib,SN12C,ALMANAC,-5.30505560830016
mitotane,Nilotinib,MDA-MB-231,ALMANAC,-16.1727647772644
Fingolimod,Erlotinib,WT2-iPS,FRIEDMAN,-1.53339660756657
Axitinib,Ruxolitinib,MCF7,ALMANAC,-0.425015913549155
Lapatinib,Sunitinib,M14,ALMANAC,-0.499805847852557
Sunitinib,Sorafenib,KM12,ALMANAC,-29.4583403784029
VX-702,SNS-032,Mel Ho,FRIEDMAN,-4.38625561461316
Vandetanib,Sunitinib,MCF7,ALMANAC,-3.16402261761375
Linsitinib,Palbociclib,COLO 792,FRIEDMAN,-23.5431167521632
Nilotinib,Lestaurtinib,A2058,FRIEDMAN,4.76871527817711
Vatalanib,Pioglitazone,Mel Ho,FRIEDMAN,-3.93205178311265
Sorafenib,Bexarotene,COLO 792,FRIEDMAN,-0.366294280013912
VX-702,Bexarotene,A375,FRIEDMAN,-6.22670977100427
Fingolimod,Sorafenib,451Lu,FRIEDMAN,-24.6496904460935
Sorafenib,Cediranib,SKMEL30,FRIEDMAN,-3.94466700808205
VX-702,Lenalidomide,MeWo,FRIEDMAN,-11.9197026048538
Tideglusib,Fingolimod,SK-MEL-2,FRIEDMAN,-20.1772752998638
Vismodegib,MEGESTROL ACETATE,NCI-H226,ALMANAC,-14.37706298
Vismodegib,Imatinib,HCT-15,ALMANAC,0.69880608022764
Vemurafenib,Imatinib,HS 578T,ALMANAC,-10.6748777036452
metformin,Erlotinib,OV90,ONEIL,-3.5546157663424616
Vismodegib,Sunitinib,UACC-257,FRIEDMAN,-9.22751588498008
Vandetanib,Vismodegib,MCF7,ALMANAC,0.0858324818502543
Lenalidomide,Vemurafenib,HOP-62,ALMANAC,10.2336360293719
Ruxolitinib,Lenalidomide,T-47D,ALMANAC,-3.92859842201623
Ruxolitinib,Vismodegib,TK-10,ALMANAC,-0.629459034741789
Lenalidomide,thalidomide,SF-539,ALMANAC,-1.64280979993693
Lenalidomide,Vorinostat,SK-MEL-5,FRIEDMAN,33.1692817280459
Abiraterone,MEGESTROL ACETATE,OVCAR3,ALMANAC,-9.78101437339655
Crizotinib,mitotane,BT-549,ALMANAC,5.11621707720108
paclitaxel,Sorafenib,NCIH1650,ONEIL,-5.00028834575103
Crizotinib,Dasatinib,HCC-2998,ALMANAC,2.71549566941698
paclitaxel,Romidepsin,SNB-75,ALMANAC,-18.1728341258768
Dasatinib,Sorafenib,HOP-62,ALMANAC,-22.9885411736149
Sorafenib,mitotane,SK-OV-3,ALMANAC,0.28954198294427
Vandetanib,Nilotinib,NCIH23,ALMANAC,-1.76685941766311
Gefitinib,celecoxib,CCRF-CEM,ALMANAC,-4.24269765556033
MEGESTROL ACETATE,Vemurafenib,SNB-75,ALMANAC,-3.3653830462667
Crizotinib,celecoxib,HT29,ALMANAC,2.62563249439665
Abiraterone,MEGESTROL ACETATE,U251,ALMANAC,3.38040808134016
Sorafenib,Cediranib,A2058,FRIEDMAN,7.12524403341371
Nilotinib,Pioglitazone,RPMI7951,FRIEDMAN,5.40930161148711
RAF265,Vorinostat,IPC-298,FRIEDMAN,-3.19764180390847
VX-702,Lestaurtinib,UACC62,FRIEDMAN,-8.14819094702134
Vemurafenib,Romidepsin,HCT-15,ALMANAC,-0.621492158931936
Vismodegib,Fulvestrant,MDA-MB-231,ALMANAC,3.32016330729539
Vismodegib,Sunitinib,HS 578T,ALMANAC,-1.84654040646317
Gefitinib,Vemurafenib,HT29,ALMANAC,7.62454569364223
Nilotinib,Dasatinib,SK-MEL-28,ALMANAC,-14.3473197567307
Ruxolitinib,Romidepsin,OVCAR-8,ALMANAC,-53.5274005939103
Ruxolitinib,Tideglusib,A2058,FRIEDMAN,-15.1245013629393
MEGESTROL ACETATE,paclitaxel,HT29,ALMANAC,-29.4177128582233
VX-702,Sunitinib,451Lu,FRIEDMAN,-8.29239212135156
Enzastaurin,VX-702,WT2-iPS,FRIEDMAN,-7.70373216733883
raloxifene,Lapatinib,EKVX,ALMANAC,-3.10583538672095
Ruxolitinib,Crizotinib,SK-MEL-5,ALMANAC,-11.8920273638182
Romidepsin,Vorinostat,ACHN,ALMANAC,-24.8286323590583
Gefitinib,thalidomide,COLO 205,ALMANAC,-8.57010574274575
VX-702,Vismodegib,SK-MEL-28,FRIEDMAN,-42.0298495842523
Lenalidomide,Imatinib,KM12,ALMANAC,-17.7625333577658
Navitoclax,Nilotinib,SKMEL30,FRIEDMAN,12.5127633123521
Navitoclax,Cediranib,SKMEL30,FRIEDMAN,10.1951021653454
Imatinib,Fulvestrant,NCI-H460,ALMANAC,-1.35063559308961
Axitinib,raloxifene,SN12C,ALMANAC,3.146795351186
dexamethasone,Vorinostat,RPMI7951,ONEIL,-42.4099588259267
Ruxolitinib,Crizotinib,NCI-H460,ALMANAC,-2.41693410888695
Vorinostat,Lapatinib,A549,ALMANAC,-2.09934439231176
Nilotinib,Dasatinib,CCRF-CEM,ALMANAC,-23.7975619469203
raloxifene,Gefitinib,NCI-H522,ALMANAC,-7.91812532938375
MEGESTROL ACETATE,Vemurafenib,UO-31,ALMANAC,-6.55803814069395
Tideglusib,Vatalanib,451Lu,FRIEDMAN,-9.81819766047035
Vemurafenib,Vismodegib,HCT116,ALMANAC,-1.52299525722757
Vismodegib,Vemurafenib,RXF 393,ALMANAC,4.16684458753308
MEGESTROL ACETATE,Vemurafenib,MOLT-4,ALMANAC,2.50522942851161
Vemurafenib,Vandetanib,SN12C,ALMANAC,-8.61577582292012
Dasatinib,thalidomide,TK-10,ALMANAC,-63.2152074440748
Dasatinib,Fulvestrant,ACHN,ALMANAC,-46.9783940924146
Axitinib,Sorafenib,OVCAR-4,ALMANAC,-3.50376542633321
Gefitinib,Vemurafenib,COLO 205,ALMANAC,-2.36194692003563
Lapatinib,Vorinostat,SKMEL30,FRIEDMAN,15.1818428667049
Navitoclax,Tideglusib,G-361,FRIEDMAN,24.9926120907751
Ruxolitinib,Navitoclax,WM115,FRIEDMAN,4.3551169367036
Imatinib,Vorinostat,TK-10,ALMANAC,-26.1096909339165
Crizotinib,celecoxib,IGROV1,ALMANAC,4.866209896393
Dasatinib,Lapatinib,NCI-H460,ALMANAC,-1.48885024597658
Abiraterone,Lenalidomide,HCC-2998,ALMANAC,-13.1888509054785
raloxifene,Vorinostat,SF-295,ALMANAC,-4.59693665045161
Sorafenib,Cediranib,COLO 792,FRIEDMAN,-22.0148533712701
Ruxolitinib,Vemurafenib,CCRF-CEM,ALMANAC,-5.53255733205093
Lapatinib,Midostaurin,A101D,FRIEDMAN,10.9076702248741
Vemurafenib,raloxifene,K-562,ALMANAC,-22.840626469755
Dasatinib,Vorinostat,A375,FRIEDMAN,-0.0849532076370423
raloxifene,Lapatinib,NCI-H460,ALMANAC,9.42344306120525
raloxifene,Axitinib,SF-539,ALMANAC,-3.79271354198149
Navitoclax,Enzastaurin,SKMEL30,FRIEDMAN,19.4457464536689
Bexarotene,Pioglitazone,WT2-iPS,FRIEDMAN,-11.7182946499505
Vandetanib,Gefitinib,SF-295,ALMANAC,3.39951235571369
Gefitinib,Romidepsin,SK-OV-3,ALMANAC,-2.427858036284
Tideglusib,SNS-032,LOX IMVI,FRIEDMAN,5.88432557990168
Sumanirole,Ruxolitinib,L-1236,NCATS_HL,-24.5800814568954
VX-702,Crizotinib,MeWo,FRIEDMAN,-17.8937757836222
Tanespimycin,Cediranib,IPC-298,FRIEDMAN,-15.685082960613
raloxifene,Crizotinib,MCF7,ALMANAC,-0.983115841794377
Navitoclax,Dasatinib,LOX IMVI,FRIEDMAN,-2.52231899122165
Tanespimycin,RAF265,UACC-257,FRIEDMAN,0.53526645078111
Bexarotene,Lenalidomide,SK-MEL-5,FRIEDMAN,16.6025533278133
Vorinostat,SNS-032,A101D,FRIEDMAN,11.2092357634207
Sunitinib,SNS-032,UACC-257,FRIEDMAN,6.99383109220822
Axitinib,Lenalidomide,DU-145,ALMANAC,-2.28600095952389
Vemurafenib,Sunitinib,T-47D,ALMANAC,0.650383091666302
paclitaxel,thalidomide,SK-OV-3,ALMANAC,-29.2146518327443
Ruxolitinib,Imatinib,ACHN,ALMANAC,-7.61597768618702
Vismodegib,Dasatinib,A375,FRIEDMAN,-10.6803038137374
Bexarotene,Palbociclib,COLO 800,FRIEDMAN,-63.0762630399748
ketotifen,Ruxolitinib,L-1236,NCATS_HL,-25.7495280164886
dexamethasone,Vorinostat,UACC62,ONEIL,-35.1709788883515
Vandetanib,Dasatinib,MOLT-4,ALMANAC,-1.38608453405674
VX-702,Fingolimod,SK-MEL-2,FRIEDMAN,-18.0804190263481
raloxifene,Vemurafenib,SK-OV-3,ALMANAC,-7.307972628811495
Linsitinib,Sorafenib,WT2-iPS,FRIEDMAN,-9.86600985281525
Abiraterone,Dasatinib,HOP-92,ALMANAC,2.31446779267768
Nilotinib,Cediranib,SK-MEL-5,FRIEDMAN,-5.57511525650937
Imatinib,Lapatinib,NCI-H522,ALMANAC,-10.6231799577129
Dasatinib,Midostaurin,SK-MEL-28,FRIEDMAN,-31.1879734489623
Enzastaurin,Vatalanib,A2058,FRIEDMAN,-10.2428393779043
MEGESTROL ACETATE,mitotane,KM12,ALMANAC,5.2651907480501
Fingolimod,SNS-032,SK-MEL-2,FRIEDMAN,-8.64655303165626
celecoxib,mitotane,UACC62,ALMANAC,-3.17020258057098
Romidepsin,Dasatinib,SK-OV-3,ALMANAC,0.451072944012655
MEGESTROL ACETATE,Lapatinib,HCT116,ALMANAC,5.83778418328546
celecoxib,Sunitinib,NCI-H322M,ALMANAC,-7.03556212668855
Axitinib,paclitaxel,CCRF-CEM,ALMANAC,-10.7021157458426
Imatinib,Lapatinib,U251,ALMANAC,-7.24285459380524
Sunitinib,Sorafenib,SW-620,ONEIL,-2.67676896274171
Navitoclax,Bexarotene,LB2518-MEL,FRIEDMAN,-6.96815004911226
Axitinib,Lenalidomide,SF-295,ALMANAC,-4.16529348893578
Lapatinib,RAF265,LB2518-MEL,FRIEDMAN,1.41132000058536
celecoxib,Dasatinib,RXF 393,ALMANAC,2.40521576072879
Lenalidomide,MEGESTROL ACETATE,LOX IMVI,ALMANAC,1.77997782141634
Fingolimod,RAF265,A2058,FRIEDMAN,-20.6313139241897
Ruxolitinib,Pioglitazone,SKMEL30,FRIEDMAN,-18.5260960272349
Vandetanib,Vismodegib,HOP-92,ALMANAC,-9.47817754949582
Abiraterone,MEGESTROL ACETATE,NCI-H322M,ALMANAC,-10.2155266844661
Fingolimod,Midostaurin,COLO 829,FRIEDMAN,1.58612812615441
Vismodegib,MEGESTROL ACETATE,SK-MEL-5,ALMANAC,-7.21049367551307
raloxifene,Crizotinib,HCT-15,ALMANAC,-0.581591253668225
Nilotinib,Pioglitazone,A2058,FRIEDMAN,-15.0435756891259
celecoxib,Romidepsin,UACC62,ALMANAC,2.14841417246349
Gefitinib,Lonafarnib,UACC-812,ASTRAZENECA,-8.65500750799742
VX-702,Vorinostat,SK-MEL-5,FRIEDMAN,-0.358394567679397
celecoxib,Nilotinib,CAKI-1,ALMANAC,-2.62494670489677
Ruxolitinib,Lenalidomide,IPC-298,FRIEDMAN,-12.4939955306238
Ruxolitinib,Fulvestrant,HCT-15,ALMANAC,-3.42694482180607
Tanespimycin,Vorinostat,RVH-421,FRIEDMAN,-15.7983298781259
Vemurafenib,Romidepsin,MDA-MB-468,ALMANAC,-69.4051259090208
Enzastaurin,Crizotinib,COLO 829,FRIEDMAN,6.45519115140037
Lenalidomide,Lapatinib,NCIH23,ALMANAC,4.92991197396317
Ruxolitinib,Dasatinib,EKVX,ALMANAC,6.02422325347827
VX-702,Tanespimycin,A375,FRIEDMAN,1.70139515230735
Crizotinib,Sunitinib,SF-295,ALMANAC,-9.03323167921901
Vemurafenib,Fulvestrant,SF-268,ALMANAC,1.41725389451509
Crizotinib,celecoxib,MOLT-4,ALMANAC,-6.89659853187504
Axitinib,Vandetanib,MDA-MB-468,ALMANAC,-1.35649705972427
Gefitinib,Nilotinib,NCIH23,ALMANAC,-1.16257449995762
Axitinib,Vandetanib,SK-MEL-28,ALMANAC,-3.23804306790689
Crizotinib,Abiraterone,HCC-2998,ALMANAC,-3.12532647454036
Erlotinib,geldanamycin,NCIH520,ONEIL,1.845960760756301
Navitoclax,Tanespimycin,MZ-MEL-2,FRIEDMAN,-10.5879685849837
Erlotinib,Dasatinib,RPMI7951,FRIEDMAN,28.3991002510521
Tideglusib,Tanespimycin,A101D,FRIEDMAN,-1.6915848387351
Axitinib,raloxifene,MOLT-4,ALMANAC,-3.55519631232536
Dasatinib,Sorafenib,HCT116,ONEIL,4.40921359309415
Lapatinib,mitotane,CAKI-1,ALMANAC,-9.03831411610228
Bexarotene,Dasatinib,UACC-257,FRIEDMAN,-21.2428675307059
Vandetanib,Fulvestrant,SF-268,ALMANAC,5.73985052688192
Vemurafenib,Axitinib,MDA-MB-231,ALMANAC,-4.36067367064012
Vismodegib,Vorinostat,SK-MEL-5,FRIEDMAN,33.1988205017785
Ruxolitinib,Imatinib,EKVX,ALMANAC,-10.9707238498109
Bexarotene,RAF265,UACC62,FRIEDMAN,-8.4277229352725
Lestaurtinib,Palbociclib,WM115,FRIEDMAN,-16.6006904998715
MEGESTROL ACETATE,celecoxib,HOP-62,ALMANAC,-8.7897996728076
Ruxolitinib,Vemurafenib,EKVX,ALMANAC,-3.89383751693713
Ruxolitinib,Vorinostat,DU-145,ALMANAC,-34.5889631115948
Axitinib,raloxifene,SR,ALMANAC,-17.8318135233051
Lapatinib,SNS-032,COLO 800,FRIEDMAN,-9.60940880162014
Romidepsin,Sunitinib,NCI-H460,ALMANAC,-45.1023080580624
Lenalidomide,Vemurafenib,COLO 205,ALMANAC,-26.3456228663264
Crizotinib,Vemurafenib,SW-620,ALMANAC,-18.405239261666
Pazopanib,Crizotinib,SK-MEL-28,FRIEDMAN,-14.0591267671701
Imatinib,Sorafenib,OVCAR-4,ALMANAC,-5.55724376129045
Imatinib,Nilotinib,RPMI-8226,ALMANAC,-5.47736495262379
Axitinib,Ruxolitinib,MDA-MB-231,ALMANAC,-0.122534204663481
Romidepsin,Fulvestrant,OVCAR-8,ALMANAC,-26.8001211019259
Enzastaurin,Sunitinib,RPMI7951,FRIEDMAN,1.67443853178958
Abiraterone,Vismodegib,SF-268,ALMANAC,-1.99510599677543
Imatinib,Vorinostat,A549,ALMANAC,-19.5997073318942
Vandetanib,Vismodegib,SN12C,ALMANAC,-9.15172855814782
Lenalidomide,MEGESTROL ACETATE,OVCAR3,ALMANAC,-0.872236416753114
Vandetanib,Imatinib,NCI-H226,ALMANAC,-2.59659507501902
Ruxolitinib,Vorinostat,KM12,ALMANAC,-7.42441500728042
Fingolimod,Pioglitazone,A2058,FRIEDMAN,-39.342859682993
Vandetanib,Nilotinib,UACC-257,ALMANAC,-5.92690194689512
Linsitinib,Erlotinib,LB2518-MEL,FRIEDMAN,-6.15834197193759
Vismodegib,mitotane,NCI-H522,ALMANAC,7.0830878002956
Cediranib,Pioglitazone,SK-MEL-28,FRIEDMAN,-15.672619529539
Vandetanib,Lenalidomide,A498,ALMANAC,-1.63356622576604
Lenalidomide,celecoxib,SK-MEL-2,ALMANAC,-11.9952690021305
Ruxolitinib,Bexarotene,MZ-MEL-2,FRIEDMAN,14.0209209151777
