Drug A,Drug B,Cell Line Name,Study Name,Score
Gefitinib,Fulvestrant,SW-620,ALMANAC,-1.53648994080463
Palbociclib,Dasatinib,IST-MEL1,FRIEDMAN,3.58925089100684
Vismodegib,Sunitinib,Mel Ho,FRIEDMAN,-10.2162502869968
Lenalidomide,Sorafenib,BT-549,ALMANAC,2.66244496366878
raloxifene,Romidepsin,A498,ALMANAC,-13.4690161425535
Vismodegib,paclitaxel,ACHN,ALMANAC,-18.3166256172314
Crizotinib,raloxifene,UACC-257,ALMANAC,2.29549066784322
celecoxib,Fulvestrant,A498,ALMANAC,-0.901972784691933
Enzastaurin,Bexarotene,A2058,FRIEDMAN,-2.65407261662797
raloxifene,mitotane,OVCAR-8,ALMANAC,-0.339950457464948
Pazopanib,Dasatinib,MZ-MEL-2,FRIEDMAN,15.8451531859683
Palbociclib,Vorinostat,A101D,FRIEDMAN,10.017610447497
MEGESTROL ACETATE,Crizotinib,HCC-2998,ALMANAC,-13.2973686688703
Dasatinib,Lenalidomide,UACC62,FRIEDMAN,10.434455285623
Vandetanib,mitotane,RXF 393,ALMANAC,-6.46429965486796
Vandetanib,Dasatinib,M14,ALMANAC,-13.5310655279279
Tideglusib,Vismodegib,RVH-421,FRIEDMAN,-32.812857393011
Lapatinib,Sunitinib,SK-OV-3,ALMANAC,-7.13175520554641
Vemurafenib,Vorinostat,OVCAR-4,ALMANAC,-37.688057307424
Crizotinib,Gefitinib,SF-539,ALMANAC,9.27284077238357
celecoxib,Nilotinib,SW-620,ALMANAC,-7.10786439486717
Fulvestrant,thalidomide,HOP-92,ALMANAC,3.72053672299251
Gefitinib,Sunitinib,BT-549,ALMANAC,-1.54202114658959
Pazopanib,Cediranib,A375,FRIEDMAN,-24.87229968067
Imatinib,Dasatinib,MOLT-4,ALMANAC,-3.85826600191732
Axitinib,Vemurafenib,HCT116,ALMANAC,-6.08891319758485
Ruxolitinib,Abiraterone,HCC-2998,ALMANAC,-10.3297409640682
Vorinostat,Sunitinib,SNB-75,ALMANAC,-2.35221001545186
vinblastine,Dasatinib,NCIH1650,ONEIL,3.42669038506664
Gefitinib,mitotane,SW-620,ALMANAC,8.58167956331162
raloxifene,Ruxolitinib,SN12C,ALMANAC,0.994056861385926
Vorinostat,Dasatinib,A2058,ONEIL,11.710679650337616
Vorinostat,thalidomide,UACC62,ALMANAC,-27.4414020677501
Abiraterone,Romidepsin,HOP-92,ALMANAC,-53.4825260120495
MEGESTROL ACETATE,celecoxib,PC-3,ALMANAC,4.10758398291207
Ruxolitinib,Lestaurtinib,IPC-298,FRIEDMAN,5.5887658968898
dexamethasone,Vorinostat,OV90,ONEIL,-7.952166005584183
raloxifene,MEGESTROL ACETATE,OVCAR-8,ALMANAC,1.20719075893855
dexamethasone,Dasatinib,UACC62,ONEIL,-10.968565079401992
Vandetanib,Imatinib,BT-549,ALMANAC,0.0955029588803441
Vismodegib,thalidomide,UACC-257,ALMANAC,3.01055911819604
Navitoclax,Sorafenib,COLO 829,FRIEDMAN,-17.7674322591562
Lestaurtinib,Erlotinib,Mel Ho,FRIEDMAN,-0.645808175542194
Enzastaurin,Vismodegib,SK-MEL-5,FRIEDMAN,-17.7594348695505
Navitoclax,Midostaurin,IPC-298,FRIEDMAN,15.3000814415789
Crizotinib,paclitaxel,SR,ALMANAC,8.04110888294441
Axitinib,Ruxolitinib,K-562,ALMANAC,-21.3540101242261
paclitaxel,Dasatinib,NCI-H460,ONEIL,-39.0956747424042
Lenalidomide,Imatinib,T-47D,ALMANAC,3.79412344276166
Ruxolitinib,Enzastaurin,UACC62,FRIEDMAN,-20.31355510953
Romidepsin,Lapatinib,NCIH23,ALMANAC,-66.198792
Erlotinib,Cediranib,RVH-421,FRIEDMAN,-6.28417888361524
Lapatinib,mitotane,T-47D,ALMANAC,0.560804024673258
Navitoclax,Enzastaurin,G-361,FRIEDMAN,19.5051266294897
metformin,Sunitinib,A427,ONEIL,-37.13962469223695
Romidepsin,Sunitinib,NCI-H322M,ALMANAC,-31.5482450436283
Vandetanib,Abiraterone,SN12C,ALMANAC,-2.88136308591027
Ruxolitinib,Fingolimod,Mel Ho,FRIEDMAN,-12.1647984523068
Lenalidomide,Fulvestrant,A498,ALMANAC,-1.52973948234226
Abiraterone,Nilotinib,OVCAR-8,ALMANAC,-5.50255075007228
Crizotinib,Tanespimycin,A101D,FRIEDMAN,-34.3295239353203
Tideglusib,Lenalidomide,LB2518-MEL,FRIEDMAN,-5.68760802771477
Enzastaurin,Fingolimod,COLO 800,FRIEDMAN,-21.0241361475067
celecoxib,thalidomide,BT-549,ALMANAC,-4.40785039615445
Lapatinib,Sunitinib,HCT116,ALMANAC,-0.350433525843627
Dasatinib,Sorafenib,RPMI7951,ONEIL,-2.260381023139061
Crizotinib,Pioglitazone,RVH-421,FRIEDMAN,-23.1164631051358
Crizotinib,Nilotinib,SR,ALMANAC,-20.4646185659718
Abiraterone,Lenalidomide,NCIH23,ALMANAC,-1.73247395113277
Lenalidomide,MEGESTROL ACETATE,RPMI-8226,ALMANAC,-0.634643951848502
Gefitinib,mitotane,SK-MEL-5,ALMANAC,-26.6105781936255
Romidepsin,Fulvestrant,NCI-H322M,ALMANAC,-0.824498222792925
Enzastaurin,Sunitinib,SK-MEL-5,FRIEDMAN,-6.82436614630437
Ruxolitinib,Vatalanib,IST-MEL1,FRIEDMAN,-1.78819019036725
Gefitinib,Nilotinib,MOLT-4,ALMANAC,1.41418224504967
Gefitinib,Imatinib,HOP-62,ALMANAC,-5.35475625770558
paclitaxel,Lapatinib,OVCAR-5,ALMANAC,10.7645744080737
MEGESTROL ACETATE,Vorinostat,DU-145,ALMANAC,-62.687759782875
Tideglusib,RAF265,RPMI7951,FRIEDMAN,13.509102496213
paclitaxel,Dasatinib,OVCAR3,ONEIL,2.13745295521649
Crizotinib,Fulvestrant,ACHN,ALMANAC,3.04102871678335
celecoxib,Fulvestrant,HCT116,ALMANAC,-6.89155080154818
Sorafenib,thalidomide,MDA-MB-231,ALMANAC,3.51799440260465
Sorafenib,Dasatinib,MZ-MEL-2,FRIEDMAN,-15.4683864302335
Tanespimycin,Vorinostat,451Lu,FRIEDMAN,-3.88868901088012
mitotane,thalidomide,SK-MEL-5,ALMANAC,2.14732691350411
Abiraterone,Crizotinib,DU-145,ALMANAC,-5.45154130613768
Vismodegib,Midostaurin,Mel Ho,FRIEDMAN,-18.26466831739
raloxifene,Vandetanib,UACC62,ALMANAC,-1.63531103541606
Vatalanib,Dasatinib,LB2518-MEL,FRIEDMAN,1.55840208927493
Erlotinib,Cediranib,SK-MEL-5,FRIEDMAN,-15.4456500715766
Erlotinib,Dasatinib,SK-MEL-2,FRIEDMAN,3.86772724404158
Axitinib,raloxifene,MDA-MB-231,ALMANAC,1.2420697186507
Vismodegib,Sunitinib,A2058,FRIEDMAN,-7.77800930558638
Enzastaurin,Midostaurin,SK-MEL-2,FRIEDMAN,14.5754916325137
Vandetanib,Abiraterone,OVCAR-4,ALMANAC,0.943172681684531
VX-702,Erlotinib,SK-MEL-5,FRIEDMAN,-1.74634755704321
Lenalidomide,Crizotinib,EKVX,ALMANAC,-6.29254275598592
Navitoclax,Sorafenib,SK-MEL-2,FRIEDMAN,11.902302861945
Ruxolitinib,Gefitinib,OVCAR-4,ALMANAC,-8.95471238529786
Vandetanib,Dasatinib,MDA-MB-468,ALMANAC,-2.50664302987466
paclitaxel,Fulvestrant,RPMI-8226,ALMANAC,-7.45610654272037
Crizotinib,mitotane,A549,ALMANAC,-13.4811770819336
paclitaxel,Sorafenib,SK-MEL-28,ALMANAC,13.1155370799147
Dasatinib,RAF265,G-361,FRIEDMAN,-0.656679818549527
Nilotinib,Sorafenib,DU-145,ALMANAC,5.36528926802184
Vandetanib,Crizotinib,BT-549,ALMANAC,0.108161617373709
MEGESTROL ACETATE,Dasatinib,MDA-MB-231,ALMANAC,-36.7937795476191
Abiraterone,Romidepsin,786-0,ALMANAC,-11.1876586912258
Vismodegib,mitotane,SK-MEL-2,ALMANAC,0.934842314081374
raloxifene,Imatinib,HCT-15,ALMANAC,-4.93580253920207
paclitaxel,geldanamycin,VCAP,ONEIL,-6.897600670415837
celecoxib,Fulvestrant,HOP-62,ALMANAC,-3.74086467757183
Abiraterone,thalidomide,SK-MEL-5,ALMANAC,2.21183290185237
Crizotinib,Lenalidomide,DU-145,ALMANAC,2.75821724439617
Romidepsin,thalidomide,HS 578T,ALMANAC,-35.0680677789902
Vismodegib,raloxifene,HS 578T,ALMANAC,12.7994027652873
VX-702,Cediranib,Mel Ho,FRIEDMAN,6.36278247161607
Erlotinib,Dasatinib,SW-620,ONEIL,11.579228393987275
Nilotinib,Crizotinib,SK-MEL-2,FRIEDMAN,42.059253344796
Imatinib,Vorinostat,A498,ALMANAC,-17.9341140763154
Dasatinib,Lapatinib,HCC-2998,ALMANAC,-3.19666008227063
Vismodegib,Nilotinib,OVCAR-5,ALMANAC,-0.485936412933065
Fingolimod,Dasatinib,A375,FRIEDMAN,-19.48527663692
Tanespimycin,Pioglitazone,COLO 829,FRIEDMAN,-18.6744747254598
Vorinostat,Ruxolitinib,L-1236,NCATS_HL,1.93271173857553
Midostaurin,Cediranib,A375,FRIEDMAN,12.7009478932321
Axitinib,Vandetanib,NCI-H460,ALMANAC,-0.552067142507076
Vandetanib,raloxifene,IGROV1,ALMANAC,-12.7833513563109
raloxifene,Sunitinib,RXF 393,ALMANAC,-6.27807417989747
Vorinostat,Dasatinib,SK-OV-3,ONEIL,-2.1147225087047508
Abiraterone,Ruxolitinib,IGROV1,ALMANAC,1.88126514417943
Gefitinib,RAF265,MDA-MB-361,ASTRAZENECA,-1.23331740349242
Nilotinib,Vatalanib,WT2-iPS,FRIEDMAN,-1.55600408146043
Lenalidomide,Dasatinib,UO-31,ALMANAC,-48.3250144199167
Vorinostat,geldanamycin,RKO,ONEIL,-3.0453156276270903
Abiraterone,Vemurafenib,NCI-H322M,ALMANAC,-5.13455952178444
Axitinib,Crizotinib,NCI-H522,ALMANAC,-0.870495553449241
MEGESTROL ACETATE,Lapatinib,SF-539,ALMANAC,-1.63607035534088
vinblastine,Lapatinib,OCUBM,ONEIL,4.27399441028646
paclitaxel,Sunitinib,CAKI-1,ALMANAC,13.5547860870104
Sunitinib,Tanespimycin,SK-MEL-5,FRIEDMAN,-4.25462994907163
Vemurafenib,Lenalidomide,SNB-75,ALMANAC,-1.61723270553027
Nilotinib,Lapatinib,SR,ALMANAC,2.24738791533084
Nilotinib,Tanespimycin,WM115,FRIEDMAN,-39.5539219970691
Vismodegib,Lapatinib,HCT116,ALMANAC,-3.9697169590105
vinblastine,Lapatinib,RKO,ONEIL,-7.06329362397977
Lestaurtinib,Vorinostat,LOX IMVI,FRIEDMAN,-16.1597054818091
dexamethasone,Sorafenib,LOVO,ONEIL,-3.270422191581055
raloxifene,Fulvestrant,SK-MEL-28,ALMANAC,0.272737478841124
Crizotinib,Lapatinib,EKVX,ALMANAC,0.781853769800072
Lapatinib,Dasatinib,A2058,FRIEDMAN,-6.91417630446882
Ruxolitinib,Romidepsin,T-47D,ALMANAC,-51.0306444288439
raloxifene,Romidepsin,SF-268,ALMANAC,-56.7148143433753
Vemurafenib,Dasatinib,HOP-62,ALMANAC,8.53153552123656
Vismodegib,Tanespimycin,A101D,FRIEDMAN,-16.9301300082686
Romidepsin,Lapatinib,MDA-MB-231,ALMANAC,-45.4839690027986
mitotane,Fulvestrant,HCT116,ALMANAC,-6.77632211858344
Bexarotene,Lenalidomide,UACC62,FRIEDMAN,1.11157258816966
Erlotinib,Midostaurin,COLO 800,FRIEDMAN,-8.19099859024306
Fulvestrant,Sorafenib,CCRF-CEM,ALMANAC,6.31914940832971
Lenalidomide,Fulvestrant,OVCAR-5,ALMANAC,-1.29369780672637
raloxifene,Romidepsin,HT29,ALMANAC,-74.2591339996898
Sorafenib,mitotane,MCF7,ALMANAC,1.35768919227294
VX-702,Fingolimod,SK-MEL-5,FRIEDMAN,0.289507794456937
Navitoclax,Tanespimycin,IPC-298,FRIEDMAN,-12.7801482143024
Abiraterone,Fulvestrant,HCT116,ALMANAC,-1.35261894315365
Gefitinib,Vemurafenib,PC-3,ALMANAC,-6.88802011257402
paclitaxel,Dasatinib,SK-MEL-5,ALMANAC,-5.85000089955078
Abiraterone,Crizotinib,EKVX,ALMANAC,-0.634767422259435
Lenalidomide,Gefitinib,RPMI-8226,ALMANAC,-1.17078139416365
Gefitinib,thalidomide,786-0,ALMANAC,-9.9218899033546
Palbociclib,Midostaurin,LB2518-MEL,FRIEDMAN,-0.901657007188589
Vorinostat,Fulvestrant,UACC-257,ALMANAC,-1.03924207028228
Ruxolitinib,Cediranib,451Lu,FRIEDMAN,-26.8988758850765
Ruxolitinib,Fingolimod,A375,FRIEDMAN,13.5684798220455
Sunitinib,Midostaurin,A375,FRIEDMAN,15.2698582476335
Nilotinib,Pioglitazone,G-361,FRIEDMAN,-12.799661279553
Imatinib,mitotane,SK-MEL-5,ALMANAC,-5.17770679156098
MEGESTROL ACETATE,Fulvestrant,NCI-H522,ALMANAC,-3.23393538547166
Nilotinib,RAF265,Mel Ho,FRIEDMAN,-5.14340243763845
Vandetanib,Sorafenib,HCT116,ALMANAC,-8.22020666491862
Crizotinib,Vorinostat,WT2-iPS,FRIEDMAN,14.1340616515505
Tanespimycin,Dasatinib,A101D,FRIEDMAN,-3.64445335473828
Sunitinib,Lapatinib,COLO 792,FRIEDMAN,20.1105929060841
Gefitinib,XL765,T-47D,ASTRAZENECA,2.82537735799678
raloxifene,Vandetanib,UO-31,ALMANAC,-1.28862953234686
Vandetanib,thalidomide,PC-3,ALMANAC,-0.869517383220632
Vandetanib,chloroquine,MDA-MB-361,ASTRAZENECA,-3.5802167770268
Ruxolitinib,Palbociclib,SK-MEL-28,FRIEDMAN,-37.3250519145716
Ruxolitinib,Lenalidomide,NCI-H460,ALMANAC,-1.71808203709544
Sunitinib,Sorafenib,SF-268,ALMANAC,-4.12587293295369
Ruxolitinib,Vatalanib,SKMEL30,FRIEDMAN,-6.89631915872956
VX-702,SNS-032,A101D,FRIEDMAN,7.32173913921208
Crizotinib,Ruxolitinib,NCIH23,ALMANAC,-0.369364692367238
Nilotinib,mitotane,MDA-MB-231,ALMANAC,-2.09783026640685
Nilotinib,Sunitinib,M14,ALMANAC,3.8666295642734
Axitinib,Dasatinib,EKVX,ALMANAC,-2.52199387637183
Vemurafenib,Lenalidomide,OVCAR-5,ALMANAC,-4.74645912424972
raloxifene,Lenalidomide,SF-539,ALMANAC,-0.643648306928824
Tideglusib,VX-702,WM115,FRIEDMAN,3.5938955231309
Vorinostat,mitotane,NCI-H522,ALMANAC,-28.2844095089305
MEGESTROL ACETATE,mitotane,OVCAR-8,ALMANAC,1.61460897640224
celecoxib,mitotane,OVCAR3,ALMANAC,1.69511381681319
Vandetanib,Lenalidomide,HCT116,ALMANAC,-4.15478581137221
Romidepsin,Fulvestrant,T-47D,ALMANAC,-10.3274537715954
Vatalanib,Pioglitazone,COLO 800,FRIEDMAN,-23.4406455771065
Enzastaurin,Vorinostat,MZ-MEL-2,FRIEDMAN,-13.4214963900167
Vandetanib,Vorinostat,SNB-75,ALMANAC,-2.5286672989441
Vismodegib,Abiraterone,HS 578T,ALMANAC,0.0859259677551189
Tideglusib,Vismodegib,SK-MEL-2,FRIEDMAN,-13.5169447018174
Axitinib,Ruxolitinib,M14,ALMANAC,1.47751796959971
Romidepsin,Sorafenib,COLO 205,ALMANAC,-71.5357877352749
vinblastine,Lapatinib,A427,ONEIL,-9.722403045722997
Crizotinib,Dasatinib,NCI-H522,ALMANAC,3.97470971551662
dexamethasone,Lapatinib,A2058,ONEIL,-17.8084408175675
Imatinib,Dasatinib,LOX IMVI,ALMANAC,0.374379928729731
Vemurafenib,Dasatinib,RPMI-8226,ALMANAC,-11.0857949415402
Linsitinib,Tanespimycin,SK-MEL-2,FRIEDMAN,-14.8145098240132
Crizotinib,Abiraterone,786-0,ALMANAC,-1.45304699695385
Vismodegib,Ruxolitinib,PC-3,ALMANAC,0.290631708308451
Lenalidomide,Fulvestrant,T-47D,ALMANAC,-7.97508570775913
Sunitinib,Palbociclib,SK-MEL-2,FRIEDMAN,4.40694191228856
Ruxolitinib,Gefitinib,UACC62,ALMANAC,-5.16104354678735
metformin,Erlotinib,HCT116,ONEIL,-89.5439156156453
Abiraterone,Ruxolitinib,DU-145,ALMANAC,-0.654740453668574
Gefitinib,mitotane,HCT116,ALMANAC,3.99769260914621
raloxifene,Sunitinib,K-562,ALMANAC,8.50162471062062
raloxifene,Sorafenib,EKVX,ALMANAC,-11.0259387627395
Crizotinib,MEGESTROL ACETATE,IGROV1,ALMANAC,1.05048026819727
Lapatinib,Palbociclib,MZ-MEL-2,FRIEDMAN,-0.490344331289387
Sunitinib,Sorafenib,RPMI-8226,ALMANAC,-4.02830082999886
Crizotinib,paclitaxel,EKVX,ALMANAC,-10.7776807891008
MEGESTROL ACETATE,Romidepsin,HOP-92,ALMANAC,-67.0359861243631
paclitaxel,Lapatinib,NCI-H226,ALMANAC,3.76874888659043
Nilotinib,Vorinostat,786-0,ALMANAC,1.2089521559957
Palbociclib,Erlotinib,SK-MEL-28,FRIEDMAN,0.0798934001510112
VX-702,Crizotinib,SK-MEL-5,FRIEDMAN,0.735316644974793
Crizotinib,paclitaxel,UACC-257,ALMANAC,-26.3546713077971
Navitoclax,Vismodegib,COLO 829,FRIEDMAN,-9.43196261167003
Crizotinib,paclitaxel,HCT116,ALMANAC,-7.72067819666677
Crizotinib,celecoxib,UACC62,ALMANAC,-19.7489132725216
Sorafenib,Lenalidomide,IPC-298,FRIEDMAN,-13.9606075335817
Ruxolitinib,Axitinib,UACC-257,ALMANAC,0.117694187929438
paclitaxel,Sorafenib,U251,ALMANAC,-49.566210313741
Crizotinib,celecoxib,LOX IMVI,ALMANAC,-8.97661087628023
Lapatinib,thalidomide,SF-539,ALMANAC,-3.04202739541945
Vandetanib,Sorafenib,DU-145,ALMANAC,-20.4056360616537
