Drug A,Drug B,Cell Line Name,Study Name,Score
Ruxolitinib,Vorinostat,HCT-15,ALMANAC,7.18166830773503
Vandetanib,Imatinib,SW-620,ALMANAC,-5.24937349495237
Vismodegib,Ruxolitinib,SF-268,ALMANAC,2.53635947006299
Dasatinib,Lenalidomide,A375,FRIEDMAN,-0.661114965254757
Vandetanib,Imatinib,NCI-H522,ALMANAC,-7.69695406793051
raloxifene,Dasatinib,NCI-H226,ALMANAC,-16.0756394722206
Vismodegib,MEGESTROL ACETATE,PC-3,ALMANAC,-2.30921257083763
Crizotinib,Imatinib,OVCAR-5,ALMANAC,1.69496843048609
Vemurafenib,Abiraterone,DU-145,ALMANAC,8.60223834116715
Gefitinib,MEGESTROL ACETATE,NCIH23,ALMANAC,-17.6507540400062
Romidepsin,Sunitinib,OVCAR3,ALMANAC,-59.8918047762397
Vemurafenib,Dasatinib,LOX IMVI,ALMANAC,8.56956554440541
metformin,Sunitinib,A375,ONEIL,-55.54568697318505
Gefitinib,Vorinostat,A498,ALMANAC,-3.55041734643976
Vemurafenib,thalidomide,MDA-MB-468,ALMANAC,3.1188539156663
celecoxib,Fulvestrant,OVCAR-8,ALMANAC,1.00304050820047
Pazopanib,Vatalanib,COLO 792,FRIEDMAN,7.8792608527769
Enzastaurin,Midostaurin,LOX IMVI,FRIEDMAN,-31.2486495977274
Ruxolitinib,Lapatinib,SN12C,ALMANAC,4.03725156441238
paclitaxel,Sunitinib,SNB-75,ALMANAC,4.03072845394138
Vismodegib,Ruxolitinib,BT-549,ALMANAC,1.36540008929911
Gefitinib,celecoxib,HCT-15,ALMANAC,-16.6884597803369
Ruxolitinib,Axitinib,HCT116,ALMANAC,-1.40557188170451
Abiraterone,paclitaxel,COLO 205,ALMANAC,-31.9704877329208
Vemurafenib,Abiraterone,EKVX,ALMANAC,-6.08183387140279
dopamine,Ruxolitinib,L-1236,NCATS_HL,-36.2475356866229
Vatalanib,SNS-032,RVH-421,FRIEDMAN,-0.845659632456969
Abiraterone,Vismodegib,RXF 393,ALMANAC,-2.53274592075251
Vorinostat,mitotane,K-562,ALMANAC,-38.242431396069
Abiraterone,Ruxolitinib,SK-MEL-2,ALMANAC,-0.783309747276542
Axitinib,Lenalidomide,HCT-15,ALMANAC,-2.75703126949815
Vismodegib,mitotane,CAKI-1,ALMANAC,0.351546205699362
Dasatinib,Vorinostat,SK-MEL-2,FRIEDMAN,4.89836138095425
Crizotinib,Vismodegib,MDA-MB-231,ALMANAC,-2.87803706348432
paclitaxel,Vorinostat,PC-3,ALMANAC,-5.04017396709963
Navitoclax,Pazopanib,SK-MEL-28,FRIEDMAN,-1.26589994070143
Nilotinib,Palbociclib,UACC-257,FRIEDMAN,8.01970579416354
Vismodegib,Lenalidomide,KM12,ALMANAC,-10.4195312376902
Ruxolitinib,celecoxib,MDA-MB-231,ALMANAC,-3.07031038050258
Lapatinib,Erlotinib,OCUBM,ONEIL,3.4484762474106
Vandetanib,Romidepsin,UACC-257,ALMANAC,-46.9331123019515
Romidepsin,Fulvestrant,SW-620,ALMANAC,-22.5683219149104
Romidepsin,Sunitinib,786-0,ALMANAC,-63.5576985464979
celecoxib,mitotane,TK-10,ALMANAC,-4.36074851219293
Cediranib,Pioglitazone,A375,FRIEDMAN,-4.36942502972153
Lenalidomide,paclitaxel,NCI-H522,ALMANAC,-40.1485675573587
Fingolimod,Tanespimycin,SK-MEL-2,FRIEDMAN,-3.10087738761902
Lenalidomide,Gefitinib,CAKI-1,ALMANAC,-16.5719938065048
Sorafenib,SNS-032,LB2518-MEL,FRIEDMAN,-6.85831029859203
Nilotinib,Vorinostat,BT-549,ALMANAC,-10.2862584827607
paclitaxel,Erlotinib,VCAP,ONEIL,-19.923371510770203
Crizotinib,Vandetanib,SF-539,ALMANAC,-1.99352704656105
RAF265,Cediranib,COLO 792,FRIEDMAN,-16.7321496668398
Palbociclib,Vatalanib,SK-MEL-28,FRIEDMAN,-19.0305457993359
Abiraterone,Gefitinib,KM12,ALMANAC,-8.72944521172744
MEGESTROL ACETATE,Vorinostat,K-562,ALMANAC,-38.4186759611236
Vorinostat,Lapatinib,A427,ONEIL,-11.18181257464061
Lapatinib,Pioglitazone,LB2518-MEL,FRIEDMAN,-15.5205106480785
Crizotinib,thalidomide,IGROV1,ALMANAC,2.28802339022466
Ruxolitinib,Lenalidomide,M14,ALMANAC,-5.13769573200003
Abiraterone,paclitaxel,A549,ALMANAC,-5.25744817226474
Vemurafenib,Vismodegib,UACC-257,ALMANAC,-8.14113216645911
Ruxolitinib,Vandetanib,DU-145,ALMANAC,-2.00668510239857
VX-702,Linsitinib,WM115,FRIEDMAN,-10.1244437643506
MEGESTROL ACETATE,Vemurafenib,786-0,ALMANAC,-5.04293764352985
VX-702,Vatalanib,451Lu,FRIEDMAN,-14.8384281942683
Vemurafenib,Dasatinib,DU-145,ALMANAC,-6.9853093436311
Linsitinib,Palbociclib,UACC62,FRIEDMAN,11.1693146636588
Vatalanib,Dasatinib,WM115,FRIEDMAN,4.44869525960952
Dasatinib,thalidomide,SNB-75,ALMANAC,-8.25550051221543
Abiraterone,Dasatinib,M14,ALMANAC,-9.12861474639945
Sorafenib,Lapatinib,RPMI7951,FRIEDMAN,12.2982211977264
Ruxolitinib,Dasatinib,HOP-62,ALMANAC,13.0417621038113
Crizotinib,Lapatinib,OVCAR-4,ALMANAC,-6.73603349751957
Ruxolitinib,MEGESTROL ACETATE,UACC-257,ALMANAC,-7.38841593382329
Midostaurin,SNS-032,UACC62,FRIEDMAN,17.9230167178663
raloxifene,Lenalidomide,ACHN,ALMANAC,-1.02235515935383
MEGESTROL ACETATE,mitotane,U251,ALMANAC,8.50634596262065
Axitinib,Crizotinib,HCT-15,ALMANAC,-2.54335767039546
Tideglusib,RAF265,SK-MEL-2,FRIEDMAN,-25.2839006736084
Tanespimycin,Palbociclib,A375,FRIEDMAN,22.4781589054731
Axitinib,Abiraterone,BT-549,ALMANAC,-0.952786021826802
Ruxolitinib,Abiraterone,RPMI-8226,ALMANAC,0.9487022890229
Gefitinib,celecoxib,U251,ALMANAC,2.59515122541073
Vandetanib,Sorafenib,SF-268,ALMANAC,-7.339235774244
VX-702,Midostaurin,MeWo,FRIEDMAN,-3.79550345880693
Ruxolitinib,Dasatinib,HCC-2998,ALMANAC,-6.82448003647814
Nilotinib,thalidomide,SF-295,ALMANAC,-3.02426252992263
Ruxolitinib,Tideglusib,UACC-257,FRIEDMAN,-7.60180707048236
Vatalanib,Cediranib,WM115,FRIEDMAN,-0.718693659111367
Gefitinib,Crizotinib,HCT116,ALMANAC,-7.14414490060197
Abiraterone,Imatinib,786-0,ALMANAC,-7.29505933380269
VX-702,Fingolimod,COLO 792,FRIEDMAN,5.03279369126884
Erlotinib,Sorafenib,PA1,ONEIL,-0.7762273913233743
Lenalidomide,thalidomide,HOP-92,ALMANAC,-3.52019444551899
Vismodegib,Abiraterone,KM12,ALMANAC,-9.17649690326365
Vemurafenib,Vismodegib,SK-MEL-5,ALMANAC,-9.67551673342172
Vismodegib,Sorafenib,TK-10,ALMANAC,-7.86778703046276
Navitoclax,Ruxolitinib,L-1236,NCATS_HL,2.844747446555265
MEGESTROL ACETATE,Imatinib,SK-MEL-28,ALMANAC,-5.73342132959355
Fingolimod,Palbociclib,SKMEL30,FRIEDMAN,-26.8922289506886
Vismodegib,Vandetanib,DU-145,ALMANAC,-6.09896984676574
metformin,Vorinostat,OCUBM,ONEIL,-13.2752747780792
dexamethasone,Erlotinib,A2780,ONEIL,-26.5692742661385
raloxifene,Fulvestrant,A549,ALMANAC,-1.48284831590547
RAF265,Cediranib,A2058,FRIEDMAN,-7.82912112820335
SNS-032,Cediranib,RVH-421,FRIEDMAN,-1.60538509204013
Abiraterone,paclitaxel,ACHN,ALMANAC,-15.7474023254361
Vandetanib,Imatinib,SNB-75,ALMANAC,-6.49731843112403
MEGESTROL ACETATE,Sorafenib,ACHN,ALMANAC,-30.3441491067303
Lestaurtinib,Sunitinib,A2058,FRIEDMAN,11.3533617535501
Crizotinib,raloxifene,HOP-92,ALMANAC,0.412853594198824
Lapatinib,mitotane,SW-620,ALMANAC,0.419408820497626
Crizotinib,Lapatinib,WM115,FRIEDMAN,6.82788107813236
Ruxolitinib,Pioglitazone,A101D,FRIEDMAN,-17.2898677972876
Ruxolitinib,MEGESTROL ACETATE,TK-10,ALMANAC,-8.07211858021626
Vismodegib,Crizotinib,SF-268,ALMANAC,-3.17435321314389
Palbociclib,Midostaurin,COLO 792,FRIEDMAN,-11.0121612935733
Vorinostat,Fulvestrant,MCF7,ALMANAC,-7.5336387879893
Vismodegib,Vorinostat,NCI-H226,ALMANAC,4.06408472225993
Abiraterone,Vandetanib,MDA-MB-231,ALMANAC,1.62848035401032
Vemurafenib,Fulvestrant,HCC-2998,ALMANAC,-5.81557011117536
Axitinib,Lapatinib,CAKI-1,ALMANAC,-2.01532375335572
Vismodegib,Sunitinib,OVCAR3,ALMANAC,-4.54435830898426
Vandetanib,celecoxib,SK-OV-3,ALMANAC,-14.2393903718335
Nilotinib,Vorinostat,IGROV1,ALMANAC,-3.16580544242774
Vismodegib,Crizotinib,NCI-H460,ALMANAC,-1.45076059394456
Crizotinib,raloxifene,SF-295,ALMANAC,-17.4529748004725
Dasatinib,geldanamycin,NCIH23,ONEIL,-0.6435038581465955
Crizotinib,Abiraterone,EKVX,ALMANAC,-2.01246404027148
Ruxolitinib,Romidepsin,HOP-62,ALMANAC,-74.6187925756874
Lenalidomide,Sunitinib,SK-MEL-28,ALMANAC,0.127019337127794
Bexarotene,Vatalanib,RVH-421,FRIEDMAN,-22.97839166225
Vorinostat,Erlotinib,HCT116,ONEIL,-1.130678948105339
Nilotinib,Lestaurtinib,SK-MEL-28,FRIEDMAN,9.97548803720664
Ruxolitinib,raloxifene,SN12C,ALMANAC,2.98607699000081
Sunitinib,geldanamycin,A2058,ONEIL,6.795393661635613
Lapatinib,Dasatinib,SKMES1,ONEIL,12.566471603210276
celecoxib,Nilotinib,HT29,ALMANAC,4.0710223175188
Crizotinib,celecoxib,SF-539,ALMANAC,2.08685666162915
Nilotinib,VX-702,451Lu,FRIEDMAN,-11.448649912714
celecoxib,mitotane,HCT-15,ALMANAC,-2.55217087028113
Sunitinib,Fingolimod,WT2-iPS,FRIEDMAN,-5.10216942449709
Axitinib,raloxifene,HOP-92,ALMANAC,3.86051926670382
Crizotinib,Lenalidomide,A375,FRIEDMAN,2.21827990485251
Vismodegib,Lenalidomide,RPMI7951,FRIEDMAN,-24.7082980391606
celecoxib,Imatinib,SK-MEL-28,ALMANAC,-6.73538240816403
raloxifene,Nilotinib,SK-MEL-28,ALMANAC,0.122317424544214
Vorinostat,Dasatinib,U251,ALMANAC,-3.82692918700762
Abiraterone,paclitaxel,NCI-H460,ALMANAC,-28.1439956317661
Palbociclib,SNS-032,MZ-MEL-2,FRIEDMAN,-6.70923537941022
Nilotinib,Pioglitazone,WT2-iPS,FRIEDMAN,7.64164304805578
MEGESTROL ACETATE,Nilotinib,U251,ALMANAC,-1.79764798622083
Fingolimod,Cediranib,A101D,FRIEDMAN,-34.1222619179168
raloxifene,Sunitinib,OVCAR-8,ALMANAC,-2.38406220974667
Axitinib,thalidomide,SNB-75,ALMANAC,1.8759938023859
Nilotinib,Erlotinib,SK-MEL-5,FRIEDMAN,-0.434963238850754
metformin,Vorinostat,RPMI7951,ONEIL,-22.42608065327665
Axitinib,Vismodegib,HCT116,ALMANAC,-5.22471213649491
Abiraterone,celecoxib,SNB-75,ALMANAC,1.29301832270296
Vandetanib,Romidepsin,HCT-15,ALMANAC,1.71967376955815
Lenalidomide,Crizotinib,SW-620,ALMANAC,-14.2960997278756
Vismodegib,Imatinib,BT-549,ALMANAC,-1.85722361924532
Ruxolitinib,Linsitinib,SKMEL30,FRIEDMAN,1.12806672414511
raloxifene,MEGESTROL ACETATE,NCI-H322M,ALMANAC,-14.7648739087486
vinblastine,Dasatinib,OCUBM,ONEIL,0.60779733849738
Nilotinib,Sunitinib,MCF7,ALMANAC,-3.79440150836379
Crizotinib,paclitaxel,SNB-75,ALMANAC,-1.87079919970522
raloxifene,MEGESTROL ACETATE,SF-295,ALMANAC,-2.36490565661745
Sorafenib,mitotane,OVCAR3,ALMANAC,3.93099239952723
Sunitinib,thalidomide,NCI-H226,ALMANAC,-2.78957533651241
Tanespimycin,Vorinostat,A375,FRIEDMAN,-12.8652517109192
Crizotinib,Vandetanib,SF-295,ALMANAC,-12.4259474589546
celecoxib,Fulvestrant,786-0,ALMANAC,-1.06262208862109
Crizotinib,celecoxib,SR,ALMANAC,-5.9336186948094
Linsitinib,Ruxolitinib,L-1236,NCATS_HL,-22.3595821708885
Dasatinib,SNS-032,A375,FRIEDMAN,-0.113640279686612
Axitinib,Lapatinib,A549,ALMANAC,-3.17622136959057
Vatalanib,SNS-032,COLO 800,FRIEDMAN,-11.3313947547953
Lapatinib,Dasatinib,451Lu,FRIEDMAN,-6.34697217365369
Palbociclib,SNS-032,COLO 800,FRIEDMAN,-16.262435553153
Abiraterone,Vemurafenib,OVCAR-4,ALMANAC,-1.50021395051841
Bexarotene,Tanespimycin,LOX IMVI,FRIEDMAN,-19.721601775548
Ruxolitinib,Dasatinib,UACC62,FRIEDMAN,11.4537855788269
Vemurafenib,celecoxib,HCT116,ALMANAC,-2.19570355843694
Vismodegib,Bexarotene,SK-MEL-2,FRIEDMAN,16.8321474577093
raloxifene,thalidomide,TK-10,ALMANAC,-0.374511482808624
Lenalidomide,Vemurafenib,U251,ALMANAC,2.55192897857133
Gefitinib,Sorafenib,UACC62,ALMANAC,-0.56513585742832
Ruxolitinib,Lapatinib,Mel Ho,FRIEDMAN,2.48129145940823
paclitaxel,Romidepsin,TK-10,ALMANAC,-16.6996650341988
Crizotinib,thalidomide,SW-620,ALMANAC,-13.7438205174927
Enzastaurin,Crizotinib,UACC62,FRIEDMAN,6.83972087794679
Sunitinib,Tanespimycin,LB2518-MEL,FRIEDMAN,-0.731883236642476
RAF265,Pioglitazone,A2058,FRIEDMAN,-26.7834276616921
Sorafenib,Erlotinib,COLO 800,FRIEDMAN,-18.2683367777845
Ruxolitinib,SNS-032,A375,FRIEDMAN,-16.69903150214
raloxifene,celecoxib,OVCAR-4,ALMANAC,0.626210200259491
Lenalidomide,Nilotinib,SR,ALMANAC,2.62290539999786
Imatinib,paclitaxel,OVCAR-4,ALMANAC,-25.544115136344
Vandetanib,Sunitinib,NCIH23,ALMANAC,-5.38407867517805
Axitinib,Ruxolitinib,NCI-H460,ALMANAC,-1.5250253234925
Vandetanib,Sorafenib,ACHN,ALMANAC,-7.63132175539588
Imatinib,mitotane,NCI-H460,ALMANAC,-1.41375982785986
Sunitinib,mitotane,MDA-MB-231,ALMANAC,-2.48894153518004
Midostaurin,Cediranib,COLO 800,FRIEDMAN,-8.28311953783466
Ruxolitinib,Linsitinib,IST-MEL1,FRIEDMAN,1.25916863894115
Fingolimod,RAF265,RVH-421,FRIEDMAN,-4.76066179977162
Vismodegib,Palbociclib,SK-MEL-28,FRIEDMAN,-38.6563436221709
paclitaxel,Romidepsin,SF-539,ALMANAC,-10.4092849405376
MEGESTROL ACETATE,Sorafenib,OVCAR-8,ALMANAC,-17.1510396237327
Ruxolitinib,Navitoclax,Mel Ho,FRIEDMAN,0.443606040325795
Abiraterone,Ruxolitinib,OVCAR3,ALMANAC,-9.96199922720457
Ruxolitinib,Vatalanib,COLO 800,FRIEDMAN,-43.3399858833861
Navitoclax,Enzastaurin,SK-MEL-28,FRIEDMAN,22.458723638504
Cediranib,Pioglitazone,IPC-298,FRIEDMAN,-7.0568911511029
Abiraterone,Vandetanib,DU-145,ALMANAC,-11.5918524239414
Tideglusib,Sunitinib,LB2518-MEL,FRIEDMAN,-26.6049496556527
Fingolimod,Dasatinib,COLO 800,FRIEDMAN,-14.1459575378559
Erlotinib,Midostaurin,MeWo,FRIEDMAN,0.783638718442787
Enzastaurin,Crizotinib,A2058,FRIEDMAN,-0.946299146532099
celecoxib,Romidepsin,RXF 393,ALMANAC,-40.036010941367
Lapatinib,Midostaurin,WM115,FRIEDMAN,-20.7612008989792
dexamethasone,Lapatinib,UWB1289,ONEIL,-31.934070451053
Imatinib,mitotane,ACHN,ALMANAC,-6.30236529400173
VX-702,Vatalanib,SK-MEL-5,FRIEDMAN,-5.46321842342988
celecoxib,Imatinib,UACC-257,ALMANAC,0.211192981098951
Abiraterone,Fulvestrant,OVCAR-4,ALMANAC,4.04301974973788
Abiraterone,Lapatinib,NCI-H226,ALMANAC,-4.34356064778399
Sunitinib,mitotane,OVCAR3,ALMANAC,-5.07694501929286
Lestaurtinib,Vorinostat,COLO 800,FRIEDMAN,1.86569630639054
Vismodegib,Fulvestrant,HT29,ALMANAC,4.79563923401016
Axitinib,Vorinostat,COLO 205,ALMANAC,-7.83697955403147
Nilotinib,SNS-032,A2058,FRIEDMAN,-26.0231766299713
Enzastaurin,Vorinostat,A2058,FRIEDMAN,-2.20142257471768
celecoxib,Sunitinib,MDA-MB-231,ALMANAC,1.33974188306381
celecoxib,Sunitinib,KM12,ALMANAC,-28.6376732824097
Crizotinib,Vemurafenib,OVCAR3,ALMANAC,1.70180444148174
MEGESTROL ACETATE,paclitaxel,OVCAR3,ALMANAC,-48.306703265746
Vemurafenib,Nilotinib,SK-MEL-5,ALMANAC,-5.87705179119563
Lestaurtinib,Palbociclib,WT2-iPS,FRIEDMAN,-2.1284639262236
Gefitinib,Crizotinib,UACC-812,ASTRAZENECA,-7.82873696082844
Axitinib,Vismodegib,COLO 205,ALMANAC,-7.79415234919387
Ruxolitinib,Navitoclax,A375,FRIEDMAN,-6.31470324301509
Ruxolitinib,Axitinib,SK-MEL-2,ALMANAC,1.48070972245374
Ruxolitinib,Sorafenib,RXF 393,ALMANAC,-21.4635673476208
Sunitinib,Lapatinib,NCIH520,ONEIL,7.028135642932115
Vandetanib,Romidepsin,K-562,ALMANAC,-16.7954457506517
Vatalanib,Midostaurin,IPC-298,FRIEDMAN,19.644632628141
Crizotinib,Vandetanib,HS 578T,ALMANAC,3.01418158653286
Lenalidomide,thalidomide,HT29,ALMANAC,-2.72590428724028
MEGESTROL ACETATE,Nilotinib,OVCAR-5,ALMANAC,-5.17864895428619
Imatinib,thalidomide,SK-OV-3,ALMANAC,-4.94804906413177
Sunitinib,Lapatinib,SK-OV-3,ONEIL,16.1850033157246
Navitoclax,Vorinostat,Mel Ho,FRIEDMAN,15.7131486819469
Ruxolitinib,Bexarotene,A2058,FRIEDMAN,-9.9340679907726
Sunitinib,Fingolimod,UACC-257,FRIEDMAN,-9.9348578276843
Gefitinib,Temsirolimus,MDA-MB-361,ASTRAZENECA,4.18638284623064
Vismodegib,Abiraterone,COLO 205,ALMANAC,-0.844434617903935
Nilotinib,Tanespimycin,RVH-421,FRIEDMAN,-12.0776353031792
Vandetanib,Axitinib,RXF 393,ALMANAC,1.3739357873559
Linsitinib,Vatalanib,LOX IMVI,FRIEDMAN,11.9460700408111
Lenalidomide,Nilotinib,BT-549,ALMANAC,-5.53968018121013
raloxifene,Sunitinib,SK-MEL-5,ALMANAC,-1.62397857036738
Crizotinib,Imatinib,HCT-15,ALMANAC,-1.53868291985928
Vismodegib,Axitinib,OVCAR3,ALMANAC,-1.18281710689086
Sunitinib,SNS-032,SK-MEL-28,FRIEDMAN,-2.84190075215149
Ruxolitinib,Vandetanib,SF-268,ALMANAC,-1.86623287892498
Dasatinib,Lapatinib,BT-549,ALMANAC,0.260052281014262
Crizotinib,Vismodegib,CCRF-CEM,ALMANAC,-17.5607048770321
Ruxolitinib,Imatinib,NCI-H460,ALMANAC,11.5922531136139
Gefitinib,MEGESTROL ACETATE,LOX IMVI,ALMANAC,-4.92822644146313
Vismodegib,mitotane,HCT-15,ALMANAC,1.0014463278446
Vemurafenib,paclitaxel,MCF7,ALMANAC,-26.5466102046525
Gefitinib,mitotane,M14,ALMANAC,-0.793814633473034
Dasatinib,thalidomide,HCT-15,ALMANAC,2.77966382223474
Vorinostat,Midostaurin,MeWo,FRIEDMAN,-1.214255042631
raloxifene,celecoxib,SF-268,ALMANAC,-0.497068403952034
Vandetanib,raloxifene,A549,ALMANAC,-1.5695593322637
Ruxolitinib,Nilotinib,HS 578T,ALMANAC,5.46605794352624
Crizotinib,Lapatinib,OVCAR3,ALMANAC,0.156242668299684
vinblastine,Lapatinib,NCIH2122,ONEIL,-2.1691769605730515
Enzastaurin,Lapatinib,RPMI7951,FRIEDMAN,10.4271934412756
Erlotinib,Midostaurin,SKMEL30,FRIEDMAN,-1.96866156914508
Bexarotene,Pioglitazone,IST-MEL1,FRIEDMAN,-2.32766854235465
Tanespimycin,Erlotinib,Mel Ho,FRIEDMAN,10.4523302531896
vinblastine,Dasatinib,SK-OV-3,ONEIL,3.29681579894721
Nilotinib,Dasatinib,A101D,FRIEDMAN,-26.379008593589
Pazopanib,Nilotinib,COLO 792,FRIEDMAN,-14.1845718516184
Ruxolitinib,Nilotinib,UACC-257,ALMANAC,-3.33586771416449
Romidepsin,Fulvestrant,RPMI-8226,ALMANAC,-60.5543477444444
Ruxolitinib,Crizotinib,SF-295,ALMANAC,-18.7382409078294
Gefitinib,RAF265,MDA-MB-175-VII,ASTRAZENECA,0.875139340418309
Crizotinib,Ruxolitinib,LOX IMVI,ALMANAC,2.43117677665181
Axitinib,Vemurafenib,COLO 205,ALMANAC,-5.20106750544661
Abiraterone,Sunitinib,SK-OV-3,ALMANAC,0.17184152491335
RAF265,Vorinostat,COLO 792,FRIEDMAN,24.684396367622
Vandetanib,XL765,MDA-MB-361,ASTRAZENECA,-13.0207296730564
Vismodegib,Nilotinib,M14,ALMANAC,1.89403775080835
Erlotinib,RAF265,SK-MEL-28,FRIEDMAN,3.44193250437934
paclitaxel,mitotane,RXF 393,ALMANAC,0.26381539015924
Sunitinib,Sorafenib,NCIH23,ALMANAC,2.54258291833028
Fingolimod,Dasatinib,COLO 829,FRIEDMAN,5.46989298315936
Enzastaurin,Tanespimycin,UACC62,FRIEDMAN,-12.0551589901598
Abiraterone,thalidomide,ACHN,ALMANAC,5.76452846512631
Vismodegib,Lenalidomide,SK-OV-3,ALMANAC,-2.02297222663751
paclitaxel,thalidomide,RXF 393,ALMANAC,-58.0347897145214
raloxifene,Axitinib,A498,ALMANAC,4.49112799637423
Axitinib,MEGESTROL ACETATE,SK-MEL-5,ALMANAC,-4.23594527956401
Nilotinib,thalidomide,OVCAR-4,ALMANAC,-7.3437857396399
Pazopanib,SNS-032,SK-MEL-2,FRIEDMAN,-1.27261663280823
Gefitinib,Imatinib,RPMI-8226,ALMANAC,-5.98917281567624
Palbociclib,Vatalanib,451Lu,FRIEDMAN,-7.66868144925553
VX-702,Tanespimycin,COLO 792,FRIEDMAN,13.3852452556785
Vismodegib,Tanespimycin,WM115,FRIEDMAN,-40.6241030601935
Tideglusib,RAF265,LOX IMVI,FRIEDMAN,1.54718496072223
Nilotinib,Fingolimod,UACC-257,FRIEDMAN,4.68680308328689
raloxifene,paclitaxel,HCT-15,ALMANAC,-57.9708510137139
Linsitinib,Sorafenib,RPMI7951,FRIEDMAN,20.0787784904198
Ruxolitinib,Pazopanib,A375,FRIEDMAN,-18.0942781054502
RAF265,Midostaurin,COLO 792,FRIEDMAN,12.8342929366998
Tideglusib,RAF265,COLO 829,FRIEDMAN,-30.2951444239153
Pioglitazone,Ruxolitinib,L-1236,NCATS_HL,-18.3061314216949
Tanespimycin,Lenalidomide,RVH-421,FRIEDMAN,-24.9044486810106
celecoxib,paclitaxel,CAKI-1,ALMANAC,-12.8978669766776
Sunitinib,Lenalidomide,SK-MEL-2,FRIEDMAN,-8.78627687244461
celecoxib,Sorafenib,M14,ALMANAC,-5.06486780467901
raloxifene,Abiraterone,T-47D,ALMANAC,3.56763803433104
celecoxib,Sorafenib,NCI-H460,ALMANAC,-1.11208725489674
Vemurafenib,Axitinib,EKVX,ALMANAC,-2.30619142251369
Lenalidomide,Imatinib,HS 578T,ALMANAC,0.079752649945095
